id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_emma_tactical_07_1,d_counseling_emma_tactical_07,Speech,0,emma_t,emma_t,Locale_Counseling:d_counseling_emma_tactical_07_1,True,CommanderRoom,10,10,1.0,bgm_story_backtonormal,,,emma_t,1,shy,
d_counseling_emma_tactical_07_2,d_counseling_emma_tactical_07,Speech,0,emma_t,emma_t,Locale_Counseling:d_counseling_emma_tactical_07_2,True,,10,10,1.0,,,,,1,shy,
d_counseling_emma_tactical_07_3,d_counseling_emma_tactical_07,Speech,0,emma_t,emma_t,Locale_Counseling:d_counseling_emma_tactical_07_3,True,,10,10,1.0,,,,,1,shy,
d_counseling_emma_tactical_07_4,d_counseling_emma_tactical_07,Choice,120,emma_t,,Locale_Counseling:d_counseling_emma_tactical_07_4,False,,10,10,1.0,,d_counseling_emma_tactical_07_6,,,1,shy,
d_counseling_emma_tactical_07_5,d_counseling_emma_tactical_07,Choice,100,emma_t,,Locale_Counseling:d_counseling_emma_tactical_07_5,False,,10,10,1.0,,d_counseling_emma_tactical_07_10,,,1,shy,
d_counseling_emma_tactical_07_6,d_counseling_emma_tactical_07,Speech,0,emma_t,emma_t,Locale_Counseling:d_counseling_emma_tactical_07_6,True,,10,100,1.0,,,,,1,idle,
d_counseling_emma_tactical_07_7,d_counseling_emma_tactical_07,Speech,0,emma_t,emma_t,Locale_Counseling:d_counseling_emma_tactical_07_7,True,,100,100,1.0,,,,,1,idle,
d_counseling_emma_tactical_07_8,d_counseling_emma_tactical_07,Self,0,emma_t,,Locale_Counseling:d_counseling_emma_tactical_07_8,False,,100,100,1.0,,,,,1,idle,
d_counseling_emma_tactical_07_9,d_counseling_emma_tactical_07,Narration,0,emma_t,,Locale_Counseling:d_counseling_emma_tactical_07_9,False,,black,black,1.0,,d_counseling_emma_tactical_07_12,sfx_scn_clothweak,,1,idle,
d_counseling_emma_tactical_07_10,d_counseling_emma_tactical_07,Speech,0,emma_t,emma_t,Locale_Counseling:d_counseling_emma_tactical_07_10,True,,10,100,1.5,,,,,1,shy,
d_counseling_emma_tactical_07_11,d_counseling_emma_tactical_07,Speech,0,emma_t,emma_t,Locale_Counseling:d_counseling_emma_tactical_07_11,True,,100,100,1.0,,d_counseling_emma_tactical_07_12,,,1,shy,
d_counseling_emma_tactical_07_12,d_counseling_emma_tactical_07,Narration,0,emma_t,,Locale_Counseling:d_counseling_emma_tactical_07_12,False,none,black,black,1.0,,,,,1,idle,emma_t
