id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_k_02_1,d_counseling_k_02,Speech,0,k,k,Locale_Counseling:d_counseling_k_02_1,True,CommanderRoom,S_10,S_10,1.0,bgm_story_backtonormal,,k,1,think,
d_counseling_k_02_2,d_counseling_k_02,Choice,100,k,,Locale_Counseling:d_counseling_k_02_2,False,,S_10,S_10,1.0,,d_counseling_k_02_4,,1,think,
d_counseling_k_02_3,d_counseling_k_02,Choice,120,k,,Locale_Counseling:d_counseling_k_02_3,False,,S_10,S_10,1.0,,d_counseling_k_02_7,,1,think,
d_counseling_k_02_4,d_counseling_k_02,Speech,0,k,k,Locale_Counseling:d_counseling_k_02_4,True,,S_10,S_100,1.5,,,,1,good,
d_counseling_k_02_5,d_counseling_k_02,Speech,0,k,k,Locale_Counseling:d_counseling_k_02_5,True,,S_100,S_100,1.0,,,,1,think,
d_counseling_k_02_6,d_counseling_k_02,Speech,0,k,k,Locale_Counseling:d_counseling_k_02_6,True,,S_100,S_100,1.0,,d_counseling_k_02_12,,1,think,
d_counseling_k_02_7,d_counseling_k_02,Speech,0,k,k,Locale_Counseling:d_counseling_k_02_7,True,,S_10,S_100,1.5,,,,1,think,
d_counseling_k_02_8,d_counseling_k_02,Speech,0,k,k,Locale_Counseling:d_counseling_k_02_8,True,,S_100,S_100,1.0,,,,1,idle,
d_counseling_k_02_9,d_counseling_k_02,Monologue,0,k,,Locale_Counseling:d_counseling_k_02_9,False,,S_100,S_100,1.0,,,,1,delight,
d_counseling_k_02_10,d_counseling_k_02,Speech,0,k,k,Locale_Counseling:d_counseling_k_02_10,True,,S_100,S_100,1.0,,,,1,delight,
d_counseling_k_02_11,d_counseling_k_02,Speech,0,k,k,Locale_Counseling:d_counseling_k_02_11,True,,S_100,S_100,1.0,,d_counseling_k_02_12,,1,delight,
d_counseling_k_02_12,d_counseling_k_02,Narration,0,k,,Locale_Counseling:d_counseling_k_02_12,False,none,S_100,S_100,1.0,,,,1,idle,k
