id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_rosanna_chicocean_10_1,d_counseling_rosanna_chicocean_10,Speech,0,rosanna_s,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_10_1,True,CoralIslandInside_d,10,10,1.0,event_bgm_beautyfullshot_seasidedance,,,rosanna_s,1,angry,
d_counseling_rosanna_chicocean_10_2,d_counseling_rosanna_chicocean_10,Speech,0,rosanna_s,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_10_2,True,,10,10,1.0,,,,,1,angry,
d_counseling_rosanna_chicocean_10_3,d_counseling_rosanna_chicocean_10,Choice,120,rosanna_s,,Locale_Counseling:d_counseling_rosanna_chicocean_10_3,False,,10,10,1.0,,d_counseling_rosanna_chicocean_10_5,,,1,angry,
d_counseling_rosanna_chicocean_10_4,d_counseling_rosanna_chicocean_10,Choice,100,rosanna_s,,Locale_Counseling:d_counseling_rosanna_chicocean_10_4,False,,10,10,1.0,,d_counseling_rosanna_chicocean_10_12,,,1,angry,
d_counseling_rosanna_chicocean_10_5,d_counseling_rosanna_chicocean_10,Speech,0,rosanna_s,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_10_5,True,,10,100,1.0,,,,,1,idle,
d_counseling_rosanna_chicocean_10_6,d_counseling_rosanna_chicocean_10,Monologue,0,rosanna_s,,Locale_Counseling:d_counseling_rosanna_chicocean_10_6,False,,100,100,1.0,,,,,1,idle,
d_counseling_rosanna_chicocean_10_7,d_counseling_rosanna_chicocean_10,Narration,0,rosanna_s,,Locale_Counseling:d_counseling_rosanna_chicocean_10_7,False,,100,100,1.0,,,sfx_scn_dustcloth,,1,idle,
d_counseling_rosanna_chicocean_10_8,d_counseling_rosanna_chicocean_10,Speech,0,rosanna_s,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_10_8,True,,100,100,1.0,,,,,1,idle,
d_counseling_rosanna_chicocean_10_9,d_counseling_rosanna_chicocean_10,Speech,0,rosanna_s,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_10_9,True,,100,100,1.0,,,,,1,smile,
d_counseling_rosanna_chicocean_10_10,d_counseling_rosanna_chicocean_10,Speech,0,rosanna_s,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_10_10,True,,100,100,1.0,,,,,1,smile,
d_counseling_rosanna_chicocean_10_11,d_counseling_rosanna_chicocean_10,Speech,0,rosanna_s,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_10_11,True,,100,100,1.0,,d_counseling_rosanna_chicocean_10_15,,,1,smile,
d_counseling_rosanna_chicocean_10_12,d_counseling_rosanna_chicocean_10,Speech,0,rosanna_s,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_10_12,True,,10,100,1.0,,,,,1,void,
d_counseling_rosanna_chicocean_10_13,d_counseling_rosanna_chicocean_10,Speech,0,rosanna_s,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_10_13,True,,100,100,1.0,,,,,1,void,
d_counseling_rosanna_chicocean_10_14,d_counseling_rosanna_chicocean_10,Speech,0,rosanna_s,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_10_14,True,,100,100,1.0,,d_counseling_rosanna_chicocean_10_15,,,1,void,
d_counseling_rosanna_chicocean_10_15,d_counseling_rosanna_chicocean_10,Narration,0,rosanna_s,,Locale_Counseling:d_counseling_rosanna_chicocean_10_15,False,none,100,100,1.0,,,,,1,idle,rosanna_s
