id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_neon_blueocean_06_1,d_counseling_neon_blueocean_06,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_06_1,True,Beach_d,XS_10,XS_10,1.0,bgm_story_summermood,,,neon_s,1,idle,
d_counseling_neon_blueocean_06_2,d_counseling_neon_blueocean_06,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_06_2,True,,XS_10,XS_10,1.0,,,,,1,idle,
d_counseling_neon_blueocean_06_3,d_counseling_neon_blueocean_06,Choice,100,neon_s,,Locale_Counseling:d_counseling_neon_blueocean_06_3,True,,XS_10,XS_10,1.0,,d_counseling_neon_blueocean_06_5,,,1,idle,
d_counseling_neon_blueocean_06_4,d_counseling_neon_blueocean_06,Choice,120,neon_s,,Locale_Counseling:d_counseling_neon_blueocean_06_4,True,,XS_10,XS_10,1.0,,d_counseling_neon_blueocean_06_8,,,1,idle,
d_counseling_neon_blueocean_06_5,d_counseling_neon_blueocean_06,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_06_5,True,,XS_10,XS_100,1.0,,,,,1,no,
d_counseling_neon_blueocean_06_6,d_counseling_neon_blueocean_06,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_06_6,True,,XS_100,XS_100,1.0,,,,,1,no,
d_counseling_neon_blueocean_06_7,d_counseling_neon_blueocean_06,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_06_7,True,,XS_100,XS_100,1.0,,d_counseling_neon_blueocean_06_11,,,1,no,
d_counseling_neon_blueocean_06_8,d_counseling_neon_blueocean_06,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_06_8,True,,XS_10,XS_100,1.0,,,,,1,no,
d_counseling_neon_blueocean_06_9,d_counseling_neon_blueocean_06,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_06_9,True,,XS_100,XS_100,1.0,,,Low_2,,1,no,
d_counseling_neon_blueocean_06_10,d_counseling_neon_blueocean_06,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_06_10,True,,XS_100,XS_100,1.0,,,Low_2,,1,no,
d_counseling_neon_blueocean_06_11,d_counseling_neon_blueocean_06,Narration,0,neon_s,,Locale_Counseling:d_counseling_neon_blueocean_06_11,True,none,XS_100,XS_100,1.0,,,,,1,idle,neon_s
