id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_soline_10_1,d_counseling_soline_10,Speech,0,soline,soline,Locale_Counseling:d_counseling_soline_10_1,True,CommanderRoom,S_10,S_10,1.0,bgm_story_backtonormal,,soline,1,idle,
d_counseling_soline_10_2,d_counseling_soline_10,Speech,0,soline,soline,Locale_Counseling:d_counseling_soline_10_2,True,,S_10,S_10,1.0,,,,1,idle,
d_counseling_soline_10_3,d_counseling_soline_10,Speech,0,soline,soline,Locale_Counseling:d_counseling_soline_10_3,True,,S_10,S_10,1.0,,,,1,idle,
d_counseling_soline_10_4,d_counseling_soline_10,Speech,0,soline,soline,Locale_Counseling:d_counseling_soline_10_4,True,,S_10,S_10,1.0,,,,1,idle,
d_counseling_soline_10_5,d_counseling_soline_10,Choice,100,soline,,Locale_Counseling:d_counseling_soline_10_5,False,,S_10,S_10,1.0,,d_counseling_soline_10_7,,1,idle,
d_counseling_soline_10_6,d_counseling_soline_10,Choice,120,soline,,Locale_Counseling:d_counseling_soline_10_6,False,,S_10,S_10,1.0,,d_counseling_soline_10_10,,1,idle,
d_counseling_soline_10_7,d_counseling_soline_10,Speech,0,soline,soline,Locale_Counseling:d_counseling_soline_10_7,True,,S_10,S_100,1.0,,,,1,angry,
d_counseling_soline_10_8,d_counseling_soline_10,Speech,0,soline,soline,Locale_Counseling:d_counseling_soline_10_8,True,,S_100,S_100,1.0,,,,1,angry,
d_counseling_soline_10_9,d_counseling_soline_10,Speech,0,soline,soline,Locale_Counseling:d_counseling_soline_10_9,True,,S_100,S_100,1.0,,d_counseling_soline_10_12,,1,angry,
d_counseling_soline_10_10,d_counseling_soline_10,Speech,0,soline,soline,Locale_Counseling:d_counseling_soline_10_10,True,,S_10,S_100,1.0,,,,1,surprise,
d_counseling_soline_10_11,d_counseling_soline_10,Speech,0,soline,soline,Locale_Counseling:d_counseling_soline_10_11,True,,S_100,S_100,1.0,,,,1,idle,
d_counseling_soline_10_12,d_counseling_soline_10,Narration,0,soline,,Locale_Counseling:d_counseling_soline_10_12,False,none,S_100,S_100,1.0,,,,1,idle,soline
