id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,jump_target
d_counseling_rapunzel_puregrace_02_1,d_counseling_rapunzel_puregrace_02,Narration,0,rapunzel,Narration,Locale_Counseling:d_counseling_rapunzel_puregrace_02_1,False,rapunzel,1,no,black,10,10,1.0,event_bgm_redash_alldownhill,,
d_counseling_rapunzel_puregrace_02_2,d_counseling_rapunzel_puregrace_02,Speech,0,rapunzel_o,rapunzel_o,Locale_Counseling:d_counseling_rapunzel_puregrace_02_2,True,rapunzel_o,1,no,BattleShipBridge,10,10,1.0,,rapunzel,
d_counseling_rapunzel_puregrace_02_3,d_counseling_rapunzel_puregrace_02,Speech,0,rapunzel_o,rapunzel_o,Locale_Counseling:d_counseling_rapunzel_puregrace_02_3,True,,1,no,,10,10,1.0,,,
d_counseling_rapunzel_puregrace_02_4,d_counseling_rapunzel_puregrace_02,Speech,0,rapunzel_o,rapunzel_o,Locale_Counseling:d_counseling_rapunzel_puregrace_02_4,True,,1,think,,10,10,1.0,,,
d_counseling_rapunzel_puregrace_02_5,d_counseling_rapunzel_puregrace_02,Choice,120,Choice,,Locale_Counseling:d_counseling_rapunzel_puregrace_02_5,False,,1,think,,10,10,1.0,,,d_counseling_rapunzel_puregrace_02_7
d_counseling_rapunzel_puregrace_02_6,d_counseling_rapunzel_puregrace_02,Choice,100,Choice,,Locale_Counseling:d_counseling_rapunzel_puregrace_02_6,False,,1,think,,10,10,1.0,,,d_counseling_rapunzel_puregrace_02_10
d_counseling_rapunzel_puregrace_02_7,d_counseling_rapunzel_puregrace_02,Speech,0,rapunzel_o,rapunzel_o,Locale_Counseling:d_counseling_rapunzel_puregrace_02_7,True,,1,angry,,10,100,1.0,,,
d_counseling_rapunzel_puregrace_02_8,d_counseling_rapunzel_puregrace_02,Speech,0,rapunzel_o,rapunzel_o,Locale_Counseling:d_counseling_rapunzel_puregrace_02_8,True,,1,angry,,100,100,1.0,,,
d_counseling_rapunzel_puregrace_02_9,d_counseling_rapunzel_puregrace_02,Speech,0,rapunzel_o,rapunzel_o,Locale_Counseling:d_counseling_rapunzel_puregrace_02_9,True,,1,angry,,100,100,1.0,,,d_counseling_rapunzel_puregrace_02_13
d_counseling_rapunzel_puregrace_02_10,d_counseling_rapunzel_puregrace_02,Speech,0,rapunzel_o,rapunzel_o,Locale_Counseling:d_counseling_rapunzel_puregrace_02_10,True,,1,no,,10,100,1.0,,,
d_counseling_rapunzel_puregrace_02_11,d_counseling_rapunzel_puregrace_02,Speech,0,rapunzel_o,rapunzel_o,Locale_Counseling:d_counseling_rapunzel_puregrace_02_11,True,,1,no,,100,100,1.0,,,
d_counseling_rapunzel_puregrace_02_12,d_counseling_rapunzel_puregrace_02,Speech,0,rapunzel_o,rapunzel_o,Locale_Counseling:d_counseling_rapunzel_puregrace_02_12,True,,1,no,,100,100,1.0,,,d_counseling_rapunzel_puregrace_02_13
d_counseling_rapunzel_puregrace_02_13,d_counseling_rapunzel_puregrace_02,Narration,0,Narration,Narration,Locale_Counseling:d_counseling_rapunzel_puregrace_02_13,False,,1,idle,none,100,100,1.0,,rapunzel_o,
