id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_eunhwa_tactical_20_1,d_counseling_eunhwa_tactical_20,Speech,0,eunhwa_t,eunhwa_t,Locale_Counseling:d_counseling_eunhwa_tactical_20_1,True,CommanderRoom,10,10,1.0,bgm_story_backtonormal,,,eunhwa_t,1,idle,
d_counseling_eunhwa_tactical_20_2,d_counseling_eunhwa_tactical_20,Monologue,0,eunhwa_t,,Locale_Counseling:d_counseling_eunhwa_tactical_20_2,False,,10,10,1.0,,,,,1,idle,
d_counseling_eunhwa_tactical_20_3,d_counseling_eunhwa_tactical_20,Speech,0,eunhwa_t,eunhwa_t,Locale_Counseling:d_counseling_eunhwa_tactical_20_3,True,,10,10,1.0,,,,,1,idle,
d_counseling_eunhwa_tactical_20_4,d_counseling_eunhwa_tactical_20,Speech,0,eunhwa_t,eunhwa_t,Locale_Counseling:d_counseling_eunhwa_tactical_20_4,True,,10,10,1.0,,,,,1,idle,
d_counseling_eunhwa_tactical_20_5,d_counseling_eunhwa_tactical_20,Choice,120,eunhwa_t,,Locale_Counseling:d_counseling_eunhwa_tactical_20_5,False,,10,10,1.0,,d_counseling_eunhwa_tactical_20_7,,,1,idle,
d_counseling_eunhwa_tactical_20_6,d_counseling_eunhwa_tactical_20,Choice,100,eunhwa_t,,Locale_Counseling:d_counseling_eunhwa_tactical_20_6,False,,10,10,1.0,,d_counseling_eunhwa_tactical_20_12,,,1,idle,
d_counseling_eunhwa_tactical_20_7,d_counseling_eunhwa_tactical_20,Speech,0,eunhwa_t,eunhwa_t,Locale_Counseling:d_counseling_eunhwa_tactical_20_7,True,,10,100,1.0,,,,,1,angry,
d_counseling_eunhwa_tactical_20_8,d_counseling_eunhwa_tactical_20,Monologue,0,eunhwa_t,,Locale_Counseling:d_counseling_eunhwa_tactical_20_8,False,,100,100,1.0,,,,,1,angry,
d_counseling_eunhwa_tactical_20_9,d_counseling_eunhwa_tactical_20,Narration,0,eunhwa_t,,Locale_Counseling:d_counseling_eunhwa_tactical_20_9,False,,100,100,1.0,,,sfx_scn_plastictouch,,1,angry,
d_counseling_eunhwa_tactical_20_10,d_counseling_eunhwa_tactical_20,Speech,0,eunhwa_t,eunhwa_t,Locale_Counseling:d_counseling_eunhwa_tactical_20_10,True,,100,100,1.0,,,,,1,angry,
d_counseling_eunhwa_tactical_20_11,d_counseling_eunhwa_tactical_20,Speech,0,eunhwa_t,eunhwa_t,Locale_Counseling:d_counseling_eunhwa_tactical_20_11,True,,100,100,1.0,,d_counseling_eunhwa_tactical_20_19,,,1,idle,
d_counseling_eunhwa_tactical_20_12,d_counseling_eunhwa_tactical_20,Narration,0,eunhwa_t,,Locale_Counseling:d_counseling_eunhwa_tactical_20_12,False,,10,100,0.8,,,sfx_scn_perfume,,1,idle,
d_counseling_eunhwa_tactical_20_13,d_counseling_eunhwa_tactical_20,Self,0,eunhwa_t,,Locale_Counseling:d_counseling_eunhwa_tactical_20_13,False,,100,100,1.0,,,,,1,idle,
d_counseling_eunhwa_tactical_20_14,d_counseling_eunhwa_tactical_20,Self,0,eunhwa_t,,Locale_Counseling:d_counseling_eunhwa_tactical_20_14,False,,100,100,1.0,,,,,1,idle,
d_counseling_eunhwa_tactical_20_15,d_counseling_eunhwa_tactical_20,Speech,0,eunhwa_t,eunhwa_t,Locale_Counseling:d_counseling_eunhwa_tactical_20_15,True,,100,100,1.0,,,,,1,idle,
d_counseling_eunhwa_tactical_20_16,d_counseling_eunhwa_tactical_20,Speech,0,eunhwa_t,eunhwa_t,Locale_Counseling:d_counseling_eunhwa_tactical_20_16,True,,100,100,1.0,,,,,1,idle,
d_counseling_eunhwa_tactical_20_17,d_counseling_eunhwa_tactical_20,Speech,0,eunhwa_t,eunhwa_t,Locale_Counseling:d_counseling_eunhwa_tactical_20_17,True,,100,100,1.0,,,,,1,idle,
d_counseling_eunhwa_tactical_20_18,d_counseling_eunhwa_tactical_20,Speech,0,eunhwa_t,eunhwa_t,Locale_Counseling:d_counseling_eunhwa_tactical_20_18,True,,100,100,1.0,,d_counseling_eunhwa_tactical_20_19,,,1,idle,
d_counseling_eunhwa_tactical_20_19,d_counseling_eunhwa_tactical_20,Narration,0,eunhwa_t,,Locale_Counseling:d_counseling_eunhwa_tactical_20_19,False,,100,100,1.0,,,sfx_scn_perfume,,1,idle,
d_counseling_eunhwa_tactical_20_20,d_counseling_eunhwa_tactical_20,Speech,0,eunhwa_t,eunhwa_t,Locale_Counseling:d_counseling_eunhwa_tactical_20_20,True,,100,100,1.0,,,,,1,idle,
d_counseling_eunhwa_tactical_20_21,d_counseling_eunhwa_tactical_20,Self,0,eunhwa_t,,Locale_Counseling:d_counseling_eunhwa_tactical_20_21,False,,100,100,1.0,,,,,1,idle,
d_counseling_eunhwa_tactical_20_22,d_counseling_eunhwa_tactical_20,Narration,0,eunhwa_t,,Locale_Counseling:d_counseling_eunhwa_tactical_20_22,False,none,100,100,1.0,,,,,1,idle,eunhwa_t
