id,group_id,title_localkey,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipsync,set_background,set_light,conversation_id,set_image,set_object,set_object_position,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,set_filter_01,set_filter_02,jump_target,characters/0/show_char_id,characters/0/hide_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/hide_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/hide_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/hide_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/hide_char_id,characters/4/set_char_position,characters/4/set_char_anim,effects/0/play_effect_id,effects/0/stop_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,effects/1/play_effect_id,effects/1/stop_effect_id,effects/1/set_effect_position,effects/1/is_effect_movable
d_counseling_nero_16_1,d_counseling_nero_16,,Monologue,0,nero,,Locale_Counseling:d_counseling_nero_16_1,False,CommanderRoom,,,,,,L_10,L_10,0,,bgm_story_backtonormal,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_nero_16_2,d_counseling_nero_16,,Monologue,0,nero,,Locale_Counseling:d_counseling_nero_16_2,False,,,,,,,L_10,L_10,0,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_nero_16_3,d_counseling_nero_16,,Monologue,0,nero,,Locale_Counseling:d_counseling_nero_16_3,False,,,,,,,L_10,L_10,0,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_nero_16_4,d_counseling_nero_16,,Choice,120,nero,,Locale_Counseling:d_counseling_nero_16_4,False,,,,,,,L_10,L_10,0,,,,None,None,d_counseling_nero_16_6,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_nero_16_5,d_counseling_nero_16,,Choice,100,nero,,Locale_Counseling:d_counseling_nero_16_5,False,,,,,,,L_10,L_10,0,,,,None,None,d_counseling_nero_16_14,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_nero_16_6,d_counseling_nero_16,,Narration,0,nero,,Locale_Counseling:d_counseling_nero_16_6,False,,,,,,,L_10,L_10,0,sfx_scn_machinestopsudden,,Low_2,None,None,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_nero_16_7,d_counseling_nero_16,,Monologue,0,nero,,Locale_Counseling:d_counseling_nero_16_7,False,,,,,,,L_10,L_10,0,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_nero_16_8,d_counseling_nero_16,,Self,0,nero,,Locale_Counseling:d_counseling_nero_16_8,False,,,,,,,L_10,L_10,0,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_nero_16_9,d_counseling_nero_16,,Monologue,0,nero,,Locale_Counseling:d_counseling_nero_16_9,False,,,,,,,L_10,L_100,0,,,,None,None,,nero,,1,shy,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_nero_16_10,d_counseling_nero_16,,Speech,0,nero,nero,Locale_Counseling:d_counseling_nero_16_10,True,,,,,,,L_100,L_100,0,,,,None,None,,,,1,shy,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_nero_16_11,d_counseling_nero_16,,Monologue,0,nero,,Locale_Counseling:d_counseling_nero_16_11,False,,,,,,,L_100,L_100,0,,,,None,None,,,,1,shy,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_nero_16_12,d_counseling_nero_16,,Self,0,nero,,Locale_Counseling:d_counseling_nero_16_12,False,,,,,,,L_100,L_100,0,,,,None,None,,,,1,shy,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_nero_16_13,d_counseling_nero_16,,Speech,0,nero,nero,Locale_Counseling:d_counseling_nero_16_13,True,,,,,,,L_100,L_100,0,,,,None,None,d_counseling_nero_16_22,,,1,idle,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_nero_16_14,d_counseling_nero_16,,Narration,0,nero,,Locale_Counseling:d_counseling_nero_16_14,False,,,,,,,L_10,L_10,0,sfx_scn_machinestopsudden,,Low_2,None,None,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_nero_16_15,d_counseling_nero_16,,Monologue,0,nero,,Locale_Counseling:d_counseling_nero_16_15,False,,,,,,,L_10,L_10,0,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_nero_16_16,d_counseling_nero_16,,Self,0,nero,,Locale_Counseling:d_counseling_nero_16_16,False,,,,,,,L_10,L_10,0,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_nero_16_17,d_counseling_nero_16,,Monologue,0,nero,,Locale_Counseling:d_counseling_nero_16_17,False,,,,,,,L_10,L_100,0,,,,None,None,,nero,,1,idle,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_nero_16_18,d_counseling_nero_16,,Speech,0,nero,nero,Locale_Counseling:d_counseling_nero_16_18,True,,,,,,,L_100,L_100,0,,,,None,None,,,,1,idle,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_nero_16_19,d_counseling_nero_16,,Narration,0,nero,,Locale_Counseling:d_counseling_nero_16_19,False,,,,,,,L_100,1,0,,,,None,None,,,nero,1,idle,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_nero_16_20,d_counseling_nero_16,,Monologue,0,nero,,Locale_Counseling:d_counseling_nero_16_20,False,,,,,,,1,1,0,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_nero_16_21,d_counseling_nero_16,,Self,0,nero,,Locale_Counseling:d_counseling_nero_16_21,False,,,,,,,1,1,0,,,,None,None,d_counseling_nero_16_22,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_nero_16_22,d_counseling_nero_16,,Narration,0,nero,,Locale_Counseling:d_counseling_nero_16_22,False,none,,,,,,black,black,0,,,,None,None,,,nero,1,idle,,,,,,,,,,,,,,,,,,,,False,,,,False
