id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_bready_17_1,d_counseling_bready_17,Speech,0,bready,bready,Locale_Counseling:d_counseling_bready_17_1,True,CommanderRoom,S_10,S_10,1.0,bgm_story_backtonormal,,bready,1,idle,
d_counseling_bready_17_2,d_counseling_bready_17,Speech,0,bready,bready,Locale_Counseling:d_counseling_bready_17_2,True,,S_10,S_10,1.0,,,,1,idle,
d_counseling_bready_17_3,d_counseling_bready_17,Speech,0,bready,bready,Locale_Counseling:d_counseling_bready_17_3,True,,S_10,S_10,1.0,,,,1,idle,
d_counseling_bready_17_4,d_counseling_bready_17,Choice,100,bready,,Locale_Counseling:d_counseling_bready_17_4,False,,S_10,S_10,1.0,,d_counseling_bready_17_6,,1,idle,
d_counseling_bready_17_5,d_counseling_bready_17,Choice,120,bready,,Locale_Counseling:d_counseling_bready_17_5,False,,S_10,S_10,1.0,,d_counseling_bready_17_9,,1,idle,
d_counseling_bready_17_6,d_counseling_bready_17,Self,0,bready,,Locale_Counseling:d_counseling_bready_17_6,False,,S_10,S_100,1.0,,,,1,idle,
d_counseling_bready_17_7,d_counseling_bready_17,Speech,0,bready,bready,Locale_Counseling:d_counseling_bready_17_7,True,,S_100,S_100,1.0,,,,1,idle,
d_counseling_bready_17_8,d_counseling_bready_17,Speech,0,bready,bready,Locale_Counseling:d_counseling_bready_17_8,True,,S_100,S_100,1.0,,d_counseling_bready_17_13,,1,idle,
d_counseling_bready_17_9,d_counseling_bready_17,Speech,0,bready,bready,Locale_Counseling:d_counseling_bready_17_9,True,,S_10,S_100,1.0,,,,1,idle,
d_counseling_bready_17_10,d_counseling_bready_17,Speech,0,bready,bready,Locale_Counseling:d_counseling_bready_17_10,True,,S_100,S_100,1.0,,,,1,idle,
d_counseling_bready_17_11,d_counseling_bready_17,Self,0,bready,,Locale_Counseling:d_counseling_bready_17_11,False,,S_100,S_100,1.0,,,,1,idle,
d_counseling_bready_17_12,d_counseling_bready_17,Speech,0,bready,bready,Locale_Counseling:d_counseling_bready_17_12,True,,S_100,S_100,1.0,,d_counseling_bready_17_13,,1,delight,
d_counseling_bready_17_13,d_counseling_bready_17,Narration,0,bready,,Locale_Counseling:d_counseling_bready_17_13,False,none,S_100,S_100,1.0,,,,1,idle,bready
