id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_littlemermaid_12_1,d_counseling_littlemermaid_12,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_12_1,False,TreeOfWater,L_10,L_10,1.0,event_bgm_oldtales_beautifulthing,,,littlemermaid,1,idle,
d_counseling_littlemermaid_12_2,d_counseling_littlemermaid_12,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_12_2,False,,L_10,L_10,1.0,,,,,1,idle,
d_counseling_littlemermaid_12_3,d_counseling_littlemermaid_12,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_12_3,False,,L_10,L_10,1.0,,,,,1,idle,
d_counseling_littlemermaid_12_4,d_counseling_littlemermaid_12,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_12_4,True,,L_10,L_10,1.0,,littlemermaid,,,1,idle,
d_counseling_littlemermaid_12_5,d_counseling_littlemermaid_12,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_12_5,True,,L_10,L_10,1.0,,littlemermaid,,,1,idle,
d_counseling_littlemermaid_12_6,d_counseling_littlemermaid_12,Choice,120,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_12_6,False,,L_10,L_10,1.0,,none,d_counseling_littlemermaid_12_8,,1,idle,
d_counseling_littlemermaid_12_7,d_counseling_littlemermaid_12,Choice,100,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_12_7,False,,L_10,L_10,1.0,,none,d_counseling_littlemermaid_12_12,,1,idle,
d_counseling_littlemermaid_12_8,d_counseling_littlemermaid_12,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_12_8,True,,L_10,L_100,1.0,,littlemermaid,,,1,surprise,
d_counseling_littlemermaid_12_9,d_counseling_littlemermaid_12,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_12_9,True,,L_100,L_100,1.0,,littlemermaid,,,1,idle,
d_counseling_littlemermaid_12_10,d_counseling_littlemermaid_12,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_12_10,True,,L_100,L_100,1.0,,littlemermaid,,,1,idle,
d_counseling_littlemermaid_12_11,d_counseling_littlemermaid_12,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_12_11,True,,L_100,L_100,1.0,,littlemermaid,d_counseling_littlemermaid_12_15,,1,idle,
d_counseling_littlemermaid_12_12,d_counseling_littlemermaid_12,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_12_12,True,,L_10,L_100,1.0,,littlemermaid,,,1,delight,
d_counseling_littlemermaid_12_13,d_counseling_littlemermaid_12,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_12_13,True,,L_100,L_100,1.0,,littlemermaid,,,1,delight,
d_counseling_littlemermaid_12_14,d_counseling_littlemermaid_12,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_12_14,True,,L_100,L_100,1.0,,littlemermaid,d_counseling_littlemermaid_12_15,,1,delight,
d_counseling_littlemermaid_12_15,d_counseling_littlemermaid_12,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_12_15,False,none,L_100,L_100,1.0,,,,,1,idle,littlemermaid
