id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_camera_shake,characters/0/hide_char_id
d_counseling_privaty_unkindmaid_09_1,d_counseling_privaty_unkindmaid_09,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_09_1,True,privaty_m,1,happy,CommanderRoom,10,10,1.0,bgm_story_backtonormal,,,
d_counseling_privaty_unkindmaid_09_2,d_counseling_privaty_unkindmaid_09,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_09_2,True,,1,happy,,10,10,1.0,,,,
d_counseling_privaty_unkindmaid_09_3,d_counseling_privaty_unkindmaid_09,Choice,100,privaty_m,,Locale_Counseling:d_counseling_privaty_unkindmaid_09_3,False,,1,happy,,10,10,1.0,,d_counseling_privaty_unkindmaid_09_5,,
d_counseling_privaty_unkindmaid_09_4,d_counseling_privaty_unkindmaid_09,Choice,120,privaty_m,,Locale_Counseling:d_counseling_privaty_unkindmaid_09_4,False,,1,happy,,10,10,1.0,,d_counseling_privaty_unkindmaid_09_7,,
d_counseling_privaty_unkindmaid_09_5,d_counseling_privaty_unkindmaid_09,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_09_5,False,,1,sad2,,10,100,1.0,,,,
d_counseling_privaty_unkindmaid_09_6,d_counseling_privaty_unkindmaid_09,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_09_6,True,,1,sad2,,100,100,1.0,,d_counseling_privaty_unkindmaid_09_10,,
d_counseling_privaty_unkindmaid_09_7,d_counseling_privaty_unkindmaid_09,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_09_7,True,,1,surprise,,10,100,1.0,,,Low_2,
d_counseling_privaty_unkindmaid_09_8,d_counseling_privaty_unkindmaid_09,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_09_8,True,,1,shy2,,100,100,1.0,,,,
d_counseling_privaty_unkindmaid_09_9,d_counseling_privaty_unkindmaid_09,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_09_9,True,,1,shy2,,100,100,1.0,,d_counseling_privaty_unkindmaid_09_10,,
d_counseling_privaty_unkindmaid_09_10,d_counseling_privaty_unkindmaid_09,Narration,0,privaty_m,,Locale_Counseling:d_counseling_privaty_unkindmaid_09_10,False,,1,idle,none,100,100,1.0,,,,privaty_m
