id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_sakura_bloominsummer_02_1,d_counseling_sakura_bloominsummer_02,Monologue,0,sakura_s,Locale_Counseling:d_counseling_sakura_bloominsummer_02_1,False,CoralIslandInside_d,10,10,1.0,event_bgm_beautyfullshot_seasidedance,,,sakura_s,1,idle,
d_counseling_sakura_bloominsummer_02_2,d_counseling_sakura_bloominsummer_02,Speech,0,sakura_s,Locale_Counseling:d_counseling_sakura_bloominsummer_02_2,True,,10,10,1.0,,sakura_s,,,1,idle,
d_counseling_sakura_bloominsummer_02_3,d_counseling_sakura_bloominsummer_02,Speech,0,sakura_s,Locale_Counseling:d_counseling_sakura_bloominsummer_02_3,True,,10,10,1.0,,sakura_s,,,1,idle,
d_counseling_sakura_bloominsummer_02_4,d_counseling_sakura_bloominsummer_02,Choice,120,sakura_s,Locale_Counseling:d_counseling_sakura_bloominsummer_02_4,False,,10,10,1.0,,,d_counseling_sakura_bloominsummer_02_6,,1,idle,
d_counseling_sakura_bloominsummer_02_5,d_counseling_sakura_bloominsummer_02,Choice,100,sakura_s,Locale_Counseling:d_counseling_sakura_bloominsummer_02_5,False,,10,10,1.0,,,d_counseling_sakura_bloominsummer_02_9,,1,idle,
d_counseling_sakura_bloominsummer_02_6,d_counseling_sakura_bloominsummer_02,Speech,0,sakura_s,Locale_Counseling:d_counseling_sakura_bloominsummer_02_6,True,,10,100,1.0,,sakura_s,,,1,smile,
d_counseling_sakura_bloominsummer_02_7,d_counseling_sakura_bloominsummer_02,Speech,0,sakura_s,Locale_Counseling:d_counseling_sakura_bloominsummer_02_7,True,,100,100,1.0,,sakura_s,,,1,smile,
d_counseling_sakura_bloominsummer_02_8,d_counseling_sakura_bloominsummer_02,Speech,0,sakura_s,Locale_Counseling:d_counseling_sakura_bloominsummer_02_8,True,,100,100,1.0,,sakura_s,d_counseling_sakura_bloominsummer_02_12,,1,smile,
d_counseling_sakura_bloominsummer_02_9,d_counseling_sakura_bloominsummer_02,Speech,0,sakura_s,Locale_Counseling:d_counseling_sakura_bloominsummer_02_9,True,,10,100,1.0,,sakura_s,,,1,smile,
d_counseling_sakura_bloominsummer_02_10,d_counseling_sakura_bloominsummer_02,Speech,0,sakura_s,Locale_Counseling:d_counseling_sakura_bloominsummer_02_10,True,,100,100,1.0,,sakura_s,,,1,smile,
d_counseling_sakura_bloominsummer_02_11,d_counseling_sakura_bloominsummer_02,Speech,0,sakura_s,Locale_Counseling:d_counseling_sakura_bloominsummer_02_11,True,,100,100,1.0,,sakura_s,d_counseling_sakura_bloominsummer_02_12,,1,smile,
d_counseling_sakura_bloominsummer_02_12,d_counseling_sakura_bloominsummer_02,Narration,0,sakura_s,Locale_Counseling:d_counseling_sakura_bloominsummer_02_12,False,none,100,100,1.0,,,,,1,smile,sakura_s
