id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id
d_counseling_flora_18_1,d_counseling_flora_18,Speech,0,flora,flora,Locale_Counseling:d_counseling_flora_18_1,True,flora,1,idle,CommanderRoom,10,10,1.0,bgm_story_backtonormal,,
d_counseling_flora_18_2,d_counseling_flora_18,Speech,0,flora,flora,Locale_Counseling:d_counseling_flora_18_2,True,,1,idle,,10,10,1.0,,,
d_counseling_flora_18_3,d_counseling_flora_18,Choice,120,flora,,Locale_Counseling:d_counseling_flora_18_3,False,,1,idle,,10,10,1.0,,d_counseling_flora_18_5,
d_counseling_flora_18_4,d_counseling_flora_18,Choice,100,flora,,Locale_Counseling:d_counseling_flora_18_4,False,,1,idle,,10,10,1.0,,d_counseling_flora_18_9,
d_counseling_flora_18_5,d_counseling_flora_18,Speech,0,flora,flora,Locale_Counseling:d_counseling_flora_18_5,True,,1,delight,,10,100,1.0,,,
d_counseling_flora_18_6,d_counseling_flora_18,Speech,0,flora,flora,Locale_Counseling:d_counseling_flora_18_6,True,,1,delight,,100,100,1.0,,,
d_counseling_flora_18_7,d_counseling_flora_18,Speech,0,flora,flora,Locale_Counseling:d_counseling_flora_18_7,True,,1,delight,,100,100,1.0,,,
d_counseling_flora_18_8,d_counseling_flora_18,Speech,0,flora,flora,Locale_Counseling:d_counseling_flora_18_8,True,,1,delight,,100,100,1.0,,d_counseling_flora_18_13,
d_counseling_flora_18_9,d_counseling_flora_18,Speech,0,flora,flora,Locale_Counseling:d_counseling_flora_18_9,True,,1,surprise,,10,100,1.0,,,
d_counseling_flora_18_10,d_counseling_flora_18,Speech,0,flora,flora,Locale_Counseling:d_counseling_flora_18_10,True,,1,surprise,,100,100,1.0,,,
d_counseling_flora_18_11,d_counseling_flora_18,Speech,0,flora,flora,Locale_Counseling:d_counseling_flora_18_11,True,,1,surprise,,100,100,1.0,,,
d_counseling_flora_18_12,d_counseling_flora_18,Speech,0,flora,flora,Locale_Counseling:d_counseling_flora_18_12,True,,1,delight,,100,100,1.0,,d_counseling_flora_18_13,
d_counseling_flora_18_13,d_counseling_flora_18,Narration,0,flora,,Locale_Counseling:d_counseling_flora_18_13,False,,1,delight,none,100,100,1.0,,,flora
