id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_littlemermaid_02_1,d_counseling_littlemermaid_02,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_02_1,False,TreeOfWater,L_10,L_10,1.0,event_bgm_oldtales_beautifulthing,,,littlemermaid,1,idle,
d_counseling_littlemermaid_02_2,d_counseling_littlemermaid_02,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_02_2,True,,L_10,L_10,1.0,,littlemermaid,,,1,idle,
d_counseling_littlemermaid_02_3,d_counseling_littlemermaid_02,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_02_3,True,,L_10,L_10,1.0,,littlemermaid,,,1,idle,
d_counseling_littlemermaid_02_4,d_counseling_littlemermaid_02,Choice,120,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_02_4,False,,L_10,L_10,1.0,,none,d_counseling_littlemermaid_02_6,,1,idle,
d_counseling_littlemermaid_02_5,d_counseling_littlemermaid_02,Choice,100,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_02_5,False,,L_10,L_10,1.0,,none,d_counseling_littlemermaid_02_11,,1,idle,
d_counseling_littlemermaid_02_6,d_counseling_littlemermaid_02,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_02_6,True,BubbleMaker,L_10,L_100,1.0,,littlemermaid,,,1,surprise,
d_counseling_littlemermaid_02_7,d_counseling_littlemermaid_02,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_02_7,True,,L_100,L_100,1.0,,,,,1,surprise,
d_counseling_littlemermaid_02_8,d_counseling_littlemermaid_02,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_02_8,True,,L_100,L_100,1.0,,littlemermaid,,,1,idle,
d_counseling_littlemermaid_02_9,d_counseling_littlemermaid_02,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_02_9,True,,L_100,L_100,1.0,,littlemermaid,,,1,delight,
d_counseling_littlemermaid_02_10,d_counseling_littlemermaid_02,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_02_10,True,,L_100,L_100,1.0,,littlemermaid,d_counseling_littlemermaid_02_15,,1,delight,
d_counseling_littlemermaid_02_11,d_counseling_littlemermaid_02,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_02_11,True,TreeOfWater,L_10,L_100,1.0,,littlemermaid,,,1,think,
d_counseling_littlemermaid_02_12,d_counseling_littlemermaid_02,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_02_12,True,,L_100,L_100,1.0,,littlemermaid,,,1,think,
d_counseling_littlemermaid_02_13,d_counseling_littlemermaid_02,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_02_13,False,,L_100,L_100,1.0,,,,,1,think,
d_counseling_littlemermaid_02_14,d_counseling_littlemermaid_02,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_02_14,True,,L_100,L_100,1.0,,littlemermaid,,,1,idle,
d_counseling_littlemermaid_02_15,d_counseling_littlemermaid_02,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_02_15,False,none,L_100,L_100,1.0,,,,,1,idle,littlemermaid
