id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_soda_twinklingbunny_18_1,d_counseling_soda_twinklingbunny_18,Narration,0,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_18_1,False,CoinRushMainHall,S_10,S_10,1.0,bgm_story_backtonormal,,,soda_b,1,idle,
d_counseling_soda_twinklingbunny_18_2,d_counseling_soda_twinklingbunny_18,Monologue,0,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_18_2,False,,S_10,S_10,1.0,,,,,1,idle,
d_counseling_soda_twinklingbunny_18_3,d_counseling_soda_twinklingbunny_18,Choice,100,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_18_3,False,,S_10,S_10,1.0,,d_counseling_soda_twinklingbunny_18_5,,,1,idle,
d_counseling_soda_twinklingbunny_18_4,d_counseling_soda_twinklingbunny_18,Choice,120,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_18_4,False,,S_10,S_10,1.0,,d_counseling_soda_twinklingbunny_18_10,,,1,idle,
d_counseling_soda_twinklingbunny_18_5,d_counseling_soda_twinklingbunny_18,Speech,0,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_18_5,True,,S_10,S_100,1.0,,,soda_b,,1,surprise,
d_counseling_soda_twinklingbunny_18_6,d_counseling_soda_twinklingbunny_18,Self,0,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_18_6,False,,S_100,S_100,1.0,,,,,1,surprise,
d_counseling_soda_twinklingbunny_18_7,d_counseling_soda_twinklingbunny_18,Speech,0,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_18_7,True,,S_100,S_100,1.0,,,soda_b,,1,idle,
d_counseling_soda_twinklingbunny_18_8,d_counseling_soda_twinklingbunny_18,Speech,0,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_18_8,True,,S_100,S_100,1.0,,,soda_b,,1,idle,
d_counseling_soda_twinklingbunny_18_9,d_counseling_soda_twinklingbunny_18,Speech,0,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_18_9,True,,S_100,S_100,1.0,,d_counseling_soda_twinklingbunny_18_16,soda_b,,1,idle,
d_counseling_soda_twinklingbunny_18_10,d_counseling_soda_twinklingbunny_18,Narration,0,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_18_10,False,,S_10,S_100,1.0,,,,,1,idle,
d_counseling_soda_twinklingbunny_18_11,d_counseling_soda_twinklingbunny_18,Self,0,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_18_11,False,,S_100,S_100,1.0,,,,,1,idle,
d_counseling_soda_twinklingbunny_18_12,d_counseling_soda_twinklingbunny_18,Speech,0,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_18_12,True,,S_100,S_100,1.0,,,soda_b,,1,idle,
d_counseling_soda_twinklingbunny_18_13,d_counseling_soda_twinklingbunny_18,Speech,0,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_18_13,True,,S_100,S_100,1.0,,,soda_b,,1,delight,
d_counseling_soda_twinklingbunny_18_14,d_counseling_soda_twinklingbunny_18,Self,0,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_18_14,False,,S_100,S_100,1.0,,,,,1,delight,
d_counseling_soda_twinklingbunny_18_15,d_counseling_soda_twinklingbunny_18,Speech,0,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_18_15,True,,S_100,S_100,1.0,,d_counseling_soda_twinklingbunny_18_16,soda_b,,1,idle,
d_counseling_soda_twinklingbunny_18_16,d_counseling_soda_twinklingbunny_18,Narration,0,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_18_16,False,none,S_100,S_100,1.0,,,,,1,idle,soda_b
