id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,set_filter_01,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_mihara_bondingchain_03_1,d_counseling_mihara_bondingchain_03,Narration,0,mihara,Locale_Counseling:d_counseling_mihara_bondingchain_03_1,False,CommanderRoom,black,black,1.0,bgm_areah,,,,mihara,1,idle,
d_counseling_mihara_bondingchain_03_2,d_counseling_mihara_bondingchain_03,Speech,0,mihara,Locale_Counseling:d_counseling_mihara_bondingchain_03_2,True,,100,10,1.0,,mihara,Vignetting,,,1,idle,
d_counseling_mihara_bondingchain_03_3,d_counseling_mihara_bondingchain_03,Speech,0,mihara,Locale_Counseling:d_counseling_mihara_bondingchain_03_3,True,,10,10,1.0,,mihara,Vignetting,,,1,idle,
d_counseling_mihara_bondingchain_03_4,d_counseling_mihara_bondingchain_03,Speech,0,mihara,Locale_Counseling:d_counseling_mihara_bondingchain_03_4,True,,10,10,1.0,,mihara,Vignetting,,,1,idle,
d_counseling_mihara_bondingchain_03_5,d_counseling_mihara_bondingchain_03,Choice,120,mihara,Locale_Counseling:d_counseling_mihara_bondingchain_03_5,False,,10,10,1.0,,,Vignetting,d_counseling_mihara_bondingchain_03_7,,1,idle,
d_counseling_mihara_bondingchain_03_6,d_counseling_mihara_bondingchain_03,Choice,100,mihara,Locale_Counseling:d_counseling_mihara_bondingchain_03_6,False,,10,10,1.0,,,Vignetting,d_counseling_mihara_bondingchain_03_10,,1,idle,
d_counseling_mihara_bondingchain_03_7,d_counseling_mihara_bondingchain_03,Speech,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_03_7,True,CityForest_01,10,100,1.5,,mihara_b,,,mihara_b,1,idle,mihara
d_counseling_mihara_bondingchain_03_8,d_counseling_mihara_bondingchain_03,Speech,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_03_8,True,,100,100,1.0,,mihara_b,,,,1,idle,
d_counseling_mihara_bondingchain_03_9,d_counseling_mihara_bondingchain_03,Speech,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_03_9,True,,100,100,1.0,,mihara_b,,d_counseling_mihara_bondingchain_03_14,,1,idle,
d_counseling_mihara_bondingchain_03_10,d_counseling_mihara_bondingchain_03,Speech,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_03_10,True,CityForest_01,10,100,1.5,,mihara_b,,,mihara_b,1,sad_01,mihara
d_counseling_mihara_bondingchain_03_11,d_counseling_mihara_bondingchain_03,Speech,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_03_11,True,,100,100,1.0,,mihara_b,,,,1,idle,
d_counseling_mihara_bondingchain_03_12,d_counseling_mihara_bondingchain_03,Speech,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_03_12,True,,100,100,1.0,,mihara_b,,,,1,idle,
d_counseling_mihara_bondingchain_03_13,d_counseling_mihara_bondingchain_03,Speech,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_03_13,True,,100,100,1.0,,mihara_b,,d_counseling_mihara_bondingchain_03_14,,1,idle,
d_counseling_mihara_bondingchain_03_14,d_counseling_mihara_bondingchain_03,Speech,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_03_14,True,,100,100,1.0,,mihara_b,,,,1,idle,
d_counseling_mihara_bondingchain_03_15,d_counseling_mihara_bondingchain_03,Narration,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_03_15,False,none,100,100,1.0,,,,,,1,idle,mihara_b
