id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_blanc_07_1,d_counseling_blanc_07,Speech,0,blanc,blanc,Locale_Counseling:d_counseling_blanc_07_1,True,CommanderRoom,L_10,L_10,1.0,bgm_story_backtonormal,,blanc,1,think,
d_counseling_blanc_07_2,d_counseling_blanc_07,Speech,0,blanc,blanc,Locale_Counseling:d_counseling_blanc_07_2,True,,L_10,L_10,1.0,,,,1,think,
d_counseling_blanc_07_3,d_counseling_blanc_07,Choice,100,blanc,,Locale_Counseling:d_counseling_blanc_07_3,False,,L_10,L_10,1.0,,d_counseling_blanc_07_5,,1,think,
d_counseling_blanc_07_4,d_counseling_blanc_07,Choice,120,blanc,,Locale_Counseling:d_counseling_blanc_07_4,False,,L_10,L_10,1.0,,d_counseling_blanc_07_8,,1,think,
d_counseling_blanc_07_5,d_counseling_blanc_07,Speech,0,blanc,blanc,Locale_Counseling:d_counseling_blanc_07_5,True,,L_10,L_100,1.0,,,,1,think,
d_counseling_blanc_07_6,d_counseling_blanc_07,Speech,0,blanc,blanc,Locale_Counseling:d_counseling_blanc_07_6,True,,L_100,L_100,1.0,,,,1,think,
d_counseling_blanc_07_7,d_counseling_blanc_07,Speech,0,blanc,blanc,Locale_Counseling:d_counseling_blanc_07_7,True,,L_100,L_100,1.0,,d_counseling_blanc_07_12,,1,no,
d_counseling_blanc_07_8,d_counseling_blanc_07,Speech,0,blanc,blanc,Locale_Counseling:d_counseling_blanc_07_8,True,,L_10,L_100,1.0,,,,1,no,
d_counseling_blanc_07_9,d_counseling_blanc_07,Speech,0,blanc,blanc,Locale_Counseling:d_counseling_blanc_07_9,True,,L_100,L_100,1.0,,,,1,idle,
d_counseling_blanc_07_10,d_counseling_blanc_07,Speech,0,blanc,blanc,Locale_Counseling:d_counseling_blanc_07_10,True,,L_100,L_100,1.0,,,,1,idle,
d_counseling_blanc_07_11,d_counseling_blanc_07,Speech,0,blanc,blanc,Locale_Counseling:d_counseling_blanc_07_11,True,,L_100,L_100,1.0,,d_counseling_blanc_07_12,,1,idle,
d_counseling_blanc_07_12,d_counseling_blanc_07,Narration,0,blanc,,Locale_Counseling:d_counseling_blanc_07_12,False,none,L_100,L_100,1.0,,,,1,idle,blanc
