id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_neon_blueocean_08_1,d_counseling_neon_blueocean_08,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_08_1,True,Beach_d,XS_10,XS_10,1.0,bgm_story_summermood,,,neon_s,1,idle,
d_counseling_neon_blueocean_08_2,d_counseling_neon_blueocean_08,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_08_2,True,,XS_10,XS_10,1.0,,,,,1,idle,
d_counseling_neon_blueocean_08_3,d_counseling_neon_blueocean_08,Choice,100,neon_s,,Locale_Counseling:d_counseling_neon_blueocean_08_3,True,,XS_10,XS_10,1.0,,d_counseling_neon_blueocean_08_5,,,1,idle,
d_counseling_neon_blueocean_08_4,d_counseling_neon_blueocean_08,Choice,120,neon_s,,Locale_Counseling:d_counseling_neon_blueocean_08_4,True,,XS_10,XS_10,1.0,,d_counseling_neon_blueocean_08_9,,,1,idle,
d_counseling_neon_blueocean_08_5,d_counseling_neon_blueocean_08,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_08_5,True,,XS_10,XS_100,1.0,,,,,1,no,
d_counseling_neon_blueocean_08_6,d_counseling_neon_blueocean_08,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_08_6,True,,XS_100,XS_100,1.0,,,,,1,no,
d_counseling_neon_blueocean_08_7,d_counseling_neon_blueocean_08,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_08_7,True,,XS_100,XS_100,1.0,,,,,1,no,
d_counseling_neon_blueocean_08_8,d_counseling_neon_blueocean_08,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_08_8,True,,XS_100,XS_10,2.0,,d_counseling_neon_blueocean_08_17,,,1,worry,
d_counseling_neon_blueocean_08_9,d_counseling_neon_blueocean_08,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_08_9,True,,XS_10,XS_100,1.0,,,,,1,shy,
d_counseling_neon_blueocean_08_10,d_counseling_neon_blueocean_08,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_08_10,True,,XS_100,XS_100,1.0,,,,,1,no,
d_counseling_neon_blueocean_08_11,d_counseling_neon_blueocean_08,Narration,0,neon_s,,Locale_Counseling:d_counseling_neon_blueocean_08_11,True,,black,black,1.0,,,sfx_scn_spraywater,,1,no,
d_counseling_neon_blueocean_08_12,d_counseling_neon_blueocean_08,Narration,0,neon_s,,Locale_Counseling:d_counseling_neon_blueocean_08_12,True,,XS_100,XS_100,1.0,,,,,1,surprise,
d_counseling_neon_blueocean_08_13,d_counseling_neon_blueocean_08,Narration,0,neon_s,,Locale_Counseling:d_counseling_neon_blueocean_08_13,True,,XS_100,XS_100,1.0,,,,,1,surprise,
d_counseling_neon_blueocean_08_14,d_counseling_neon_blueocean_08,Self,0,neon_s,,Locale_Counseling:d_counseling_neon_blueocean_08_14,True,,XS_100,XS_100,1.0,,,,,1,surprise,
d_counseling_neon_blueocean_08_15,d_counseling_neon_blueocean_08,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_08_15,True,,XS_100,XS_100,1.0,,,,,1,surprise,
d_counseling_neon_blueocean_08_16,d_counseling_neon_blueocean_08,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_08_16,True,,XS_100,XS_10,0.5,,,,,1,shy,
d_counseling_neon_blueocean_08_17,d_counseling_neon_blueocean_08,Narration,0,neon_s,,Locale_Counseling:d_counseling_neon_blueocean_08_17,True,none,XS_10,XS_10,1.0,,,,,1,idle,neon_s
