id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id
d_counseling_d_killerwife_11_1,d_counseling_d_killerwife_11,Monologue,0,Monologue,Locale_Counseling:d_counseling_d_killerwife_11_1,False,CommanderRoom,10,10,1.0,bgm_story_backtonormal,,,,,,,
d_counseling_d_killerwife_11_2,d_counseling_d_killerwife_11,Narration,0,Narration,Locale_Counseling:d_counseling_d_killerwife_11_2,False,,10,10,1.0,,sfx_scn_autodooropen,,,,,,
d_counseling_d_killerwife_11_3,d_counseling_d_killerwife_11,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_11_3,True,,10,10,1.0,,,d,d_w,1,idle,,
d_counseling_d_killerwife_11_4,d_counseling_d_killerwife_11,Choice,120,Choice,Locale_Counseling:d_counseling_d_killerwife_11_4,False,,10,10,1.0,,,,,1,idle,d_counseling_d_killerwife_11_6,
d_counseling_d_killerwife_11_5,d_counseling_d_killerwife_11,Choice,100,Choice,Locale_Counseling:d_counseling_d_killerwife_11_5,False,,10,10,1.0,,,,,1,idle,d_counseling_d_killerwife_11_12,
d_counseling_d_killerwife_11_6,d_counseling_d_killerwife_11,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_11_6,True,,10,100,1.0,,,d,,1,idle,,
d_counseling_d_killerwife_11_7,d_counseling_d_killerwife_11,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_11_7,False,,100,100,1.0,,,d,,1,think,,
d_counseling_d_killerwife_11_8,d_counseling_d_killerwife_11,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_11_8,True,,100,100,1.0,,,d,,1,think,,
d_counseling_d_killerwife_11_9,d_counseling_d_killerwife_11,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_11_9,True,,100,100,1.0,,,d,,1,shy,,
d_counseling_d_killerwife_11_10,d_counseling_d_killerwife_11,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_11_10,True,,100,100,1.0,,,d,,1,shy,,
d_counseling_d_killerwife_11_11,d_counseling_d_killerwife_11,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_11_11,True,,100,100,1.0,,,d,,1,special,d_counseling_d_killerwife_11_18,
d_counseling_d_killerwife_11_12,d_counseling_d_killerwife_11,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_11_12,True,,10,100,1.0,,,d,,1,think,,
d_counseling_d_killerwife_11_13,d_counseling_d_killerwife_11,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_11_13,True,,100,100,1.0,,,d,,1,think,,
d_counseling_d_killerwife_11_14,d_counseling_d_killerwife_11,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_11_14,True,,100,100,1.0,,,d,,1,think,,
d_counseling_d_killerwife_11_15,d_counseling_d_killerwife_11,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_11_15,True,,100,100,1.0,,,d,,1,special,,
d_counseling_d_killerwife_11_16,d_counseling_d_killerwife_11,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_11_16,True,,100,100,1.0,,,d,,1,special,,
d_counseling_d_killerwife_11_17,d_counseling_d_killerwife_11,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_11_17,False,,100,100,1.0,,,d,,1,special,d_counseling_d_killerwife_11_18,
d_counseling_d_killerwife_11_18,d_counseling_d_killerwife_11,Narration,0,Narration,Locale_Counseling:d_counseling_d_killerwife_11_18,False,none,100,100,1.0,,,,,1,special,,d_w
