id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_cocoa_01_1,d_counseling_cocoa_01,Speech,0,cocoa,cocoa,Locale_Counseling:d_counseling_cocoa_01_1,True,CommanderRoom,XS_10,XS_10,1.0,bgm_story_backtonormal,,,cocoa,1,serious,
d_counseling_cocoa_01_2,d_counseling_cocoa_01,Monologue,0,cocoa,,Locale_Counseling:d_counseling_cocoa_01_2,False,,XS_10,XS_10,1.0,,,,,1,serious,
d_counseling_cocoa_01_3,d_counseling_cocoa_01,Choice,120,cocoa,,Locale_Counseling:d_counseling_cocoa_01_3,False,,XS_10,XS_10,1.0,,d_counseling_cocoa_01_5,,,1,serious,
d_counseling_cocoa_01_4,d_counseling_cocoa_01,Choice,100,cocoa,,Locale_Counseling:d_counseling_cocoa_01_4,False,,XS_10,XS_10,1.0,,d_counseling_cocoa_01_7,,,1,serious,
d_counseling_cocoa_01_5,d_counseling_cocoa_01,Speech,0,cocoa,cocoa,Locale_Counseling:d_counseling_cocoa_01_5,True,,XS_10,XS_100,1.0,,,,,1,delight,
d_counseling_cocoa_01_6,d_counseling_cocoa_01,Monologue,0,cocoa,,Locale_Counseling:d_counseling_cocoa_01_6,False,,XS_100,XS_100,1.0,,d_counseling_cocoa_01_10,,,1,delight,
d_counseling_cocoa_01_7,d_counseling_cocoa_01,Speech,0,cocoa,cocoa,Locale_Counseling:d_counseling_cocoa_01_7,True,,XS_10,XS_100,1.0,,,,,1,sad,
d_counseling_cocoa_01_8,d_counseling_cocoa_01,Monologue,0,cocoa,,Locale_Counseling:d_counseling_cocoa_01_8,False,,XS_100,XS_100,1.0,,,,,1,sad,
d_counseling_cocoa_01_9,d_counseling_cocoa_01,Self,0,cocoa,,Locale_Counseling:d_counseling_cocoa_01_9,False,,XS_100,XS_100,1.0,,d_counseling_cocoa_01_10,,,1,sad,
d_counseling_cocoa_01_10,d_counseling_cocoa_01,Speech,0,cocoa,cocoa,Locale_Counseling:d_counseling_cocoa_01_10,True,,XS_100,XS_100,1.0,,,,,1,serious,
d_counseling_cocoa_01_11,d_counseling_cocoa_01,Narration,0,cocoa,,Locale_Counseling:d_counseling_cocoa_01_11,False,,XS_100,XS_100,1.0,,,Low_2,,1,serious,
d_counseling_cocoa_01_12,d_counseling_cocoa_01,Narration,0,cocoa,,Locale_Counseling:d_counseling_cocoa_01_12,False,,XS_100,XS_100,1.0,,,Low_2,,1,serious,
d_counseling_cocoa_01_13,d_counseling_cocoa_01,Speech,0,cocoa,cocoa,Locale_Counseling:d_counseling_cocoa_01_13,True,,XS_100,XS_100,1.0,,,,,1,serious,
d_counseling_cocoa_01_14,d_counseling_cocoa_01,Speech,0,cocoa,cocoa,Locale_Counseling:d_counseling_cocoa_01_14,True,,XS_100,XS_100,1.0,,,,,1,serious,
d_counseling_cocoa_01_15,d_counseling_cocoa_01,Narration,0,cocoa,,Locale_Counseling:d_counseling_cocoa_01_15,False,none,XS_100,XS_100,1.0,,,,,1,serious,cocoa
