id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_sakura_18_1,d_counseling_sakura_18,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_18_1,True,CommanderRoom,10,10,1.0,bgm_story_backtonormal,,sakura,1,idle,
d_counseling_sakura_18_2,d_counseling_sakura_18,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_18_2,True,,10,10,1.0,,,,1,idle,
d_counseling_sakura_18_3,d_counseling_sakura_18,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_18_3,True,,10,10,1.0,,,,1,idle,
d_counseling_sakura_18_4,d_counseling_sakura_18,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_18_4,True,,10,10,1.0,,,,1,shy,
d_counseling_sakura_18_5,d_counseling_sakura_18,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_18_5,True,,10,10,1.0,,,,1,shy,
d_counseling_sakura_18_6,d_counseling_sakura_18,Choice,120,sakura,,Locale_Counseling:d_counseling_sakura_18_6,False,,10,10,1.0,,d_counseling_sakura_18_8,,1,shy,
d_counseling_sakura_18_7,d_counseling_sakura_18,Choice,100,sakura,,Locale_Counseling:d_counseling_sakura_18_7,False,,10,10,1.0,,d_counseling_sakura_18_12,,1,shy,
d_counseling_sakura_18_8,d_counseling_sakura_18,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_18_8,False,,10,100,1.0,,,,1,surprise,
d_counseling_sakura_18_9,d_counseling_sakura_18,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_18_9,True,,100,100,1.0,,,,1,delight,
d_counseling_sakura_18_10,d_counseling_sakura_18,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_18_10,True,,100,100,1.0,,,,1,delight,
d_counseling_sakura_18_11,d_counseling_sakura_18,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_18_11,True,,100,100,1.0,,d_counseling_sakura_18_17,,1,delight,
d_counseling_sakura_18_12,d_counseling_sakura_18,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_18_12,True,,10,100,1.0,,,,1,surprise,
d_counseling_sakura_18_13,d_counseling_sakura_18,Self,0,sakura,,Locale_Counseling:d_counseling_sakura_18_13,False,,100,100,1.0,,,,1,surprise,
d_counseling_sakura_18_14,d_counseling_sakura_18,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_18_14,True,,100,100,1.0,,,,1,shy,
d_counseling_sakura_18_15,d_counseling_sakura_18,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_18_15,True,,100,100,1.0,,,,1,shy,
d_counseling_sakura_18_16,d_counseling_sakura_18,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_18_16,True,,100,100,1.0,,,,1,shy,
d_counseling_sakura_18_17,d_counseling_sakura_18,Narration,0,sakura,,Locale_Counseling:d_counseling_sakura_18_17,False,none,100,100,1.0,,,,1,idle,sakura
