id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_crust_19_1,d_counseling_crust_19,Narration,0,crust,Locale_Counseling:d_counseling_crust_19_1,False,CommanderRoom,XS_10,XS_10,1.0,bgm_story_backtonormal,,,crust,1,idle,
d_counseling_crust_19_2,d_counseling_crust_19,Speech,0,crust,Locale_Counseling:d_counseling_crust_19_2,True,,XS_10,XS_10,1.0,,crust,,,1,idle,
d_counseling_crust_19_3,d_counseling_crust_19,Speech,0,crust,Locale_Counseling:d_counseling_crust_19_3,True,,XS_10,XS_10,1.0,,crust,,,1,idle,
d_counseling_crust_19_4,d_counseling_crust_19,Speech,0,crust,Locale_Counseling:d_counseling_crust_19_4,True,,XS_10,XS_10,1.0,,crust,,,1,delight,
d_counseling_crust_19_5,d_counseling_crust_19,Speech,0,crust,Locale_Counseling:d_counseling_crust_19_5,True,,XS_10,XS_10,1.0,,crust,,,1,special,
d_counseling_crust_19_6,d_counseling_crust_19,Choice,100,crust,Locale_Counseling:d_counseling_crust_19_6,False,,XS_10,XS_10,1.0,,,d_counseling_crust_19_8,,1,special,
d_counseling_crust_19_7,d_counseling_crust_19,Choice,120,crust,Locale_Counseling:d_counseling_crust_19_7,False,,XS_10,XS_10,1.0,,,d_counseling_crust_19_13,,1,special,
d_counseling_crust_19_8,d_counseling_crust_19,Speech,0,crust,Locale_Counseling:d_counseling_crust_19_8,True,,XS_10,XS_100,1.0,,crust,,,1,angry,
d_counseling_crust_19_9,d_counseling_crust_19,Self,0,crust,Locale_Counseling:d_counseling_crust_19_9,False,,XS_100,XS_100,1.0,,,,,1,angry,
d_counseling_crust_19_10,d_counseling_crust_19,Speech,0,crust,Locale_Counseling:d_counseling_crust_19_10,True,,XS_100,XS_100,1.0,,crust,,,1,sad,
d_counseling_crust_19_11,d_counseling_crust_19,Speech,0,crust,Locale_Counseling:d_counseling_crust_19_11,True,,XS_100,XS_100,1.0,,crust,,,1,sad,
d_counseling_crust_19_12,d_counseling_crust_19,Self,0,crust,Locale_Counseling:d_counseling_crust_19_12,False,,XS_100,XS_100,1.0,,,d_counseling_crust_19_17,,1,sad,
d_counseling_crust_19_13,d_counseling_crust_19,Speech,0,crust,Locale_Counseling:d_counseling_crust_19_13,True,,XS_10,XS_100,1.0,,crust,,,1,special,
d_counseling_crust_19_14,d_counseling_crust_19,Narration,0,crust,Locale_Counseling:d_counseling_crust_19_14,False,,XS_100,XS_100,1.0,,,,,1,special,
d_counseling_crust_19_15,d_counseling_crust_19,Speech,0,crust,Locale_Counseling:d_counseling_crust_19_15,True,,XS_100,XS_100,1.0,,crust,,,1,idle,
d_counseling_crust_19_16,d_counseling_crust_19,Speech,0,crust,Locale_Counseling:d_counseling_crust_19_16,True,,XS_100,XS_100,1.0,,crust,d_counseling_crust_19_17,,1,delight,
d_counseling_crust_19_17,d_counseling_crust_19,Narration,0,crust,Locale_Counseling:d_counseling_crust_19_17,False,none,XS_100,XS_100,1.0,,,,,1,idle,crust
