id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_snowwhite_young_01_1,d_counseling_snowwhite_young_01,Narration,0,snowwhite,Narration,Locale_Counseling:d_counseling_snowwhite_young_01_1,False,black,L_10,L_10,1.0,event_bgm_redash_alldownhill,,,snowwhite,1,pain,
d_counseling_snowwhite_young_01_2,d_counseling_snowwhite_young_01,Narration,0,snowwhite_o,Narration,Locale_Counseling:d_counseling_snowwhite_young_01_2,False,BattleShipBridge,L_10,S_10,1.0,,,,snowwhite_o,1,idle,snowwhite
d_counseling_snowwhite_young_01_3,d_counseling_snowwhite_young_01,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_01_3,False,,S_10,S_10,1.0,,,,,1,idle,
d_counseling_snowwhite_young_01_4,d_counseling_snowwhite_young_01,Choice,100,snowwhite_o,,Locale_Counseling:d_counseling_snowwhite_young_01_4,False,,S_10,S_10,1.0,,d_counseling_snowwhite_young_01_6,,,1,idle,
d_counseling_snowwhite_young_01_5,d_counseling_snowwhite_young_01,Choice,120,snowwhite_o,,Locale_Counseling:d_counseling_snowwhite_young_01_5,False,,S_10,S_10,1.0,,d_counseling_snowwhite_young_01_8,,,1,idle,
d_counseling_snowwhite_young_01_6,d_counseling_snowwhite_young_01,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_01_6,False,,S_10,S_100,1.0,,,,,1,no,
d_counseling_snowwhite_young_01_7,d_counseling_snowwhite_young_01,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_01_7,False,,S_100,S_100,1.0,,d_counseling_snowwhite_young_01_15,,,1,no,
d_counseling_snowwhite_young_01_8,d_counseling_snowwhite_young_01,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_01_8,True,,S_10,S_100,1.0,,,,,1,shy,
d_counseling_snowwhite_young_01_9,d_counseling_snowwhite_young_01,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_01_9,True,,S_100,S_100,1.0,,,,,1,shy,
d_counseling_snowwhite_young_01_10,d_counseling_snowwhite_young_01,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_01_10,True,,S_100,S_100,1.0,,,,,1,idle,
d_counseling_snowwhite_young_01_11,d_counseling_snowwhite_young_01,Self,0,snowwhite_o,Self,Locale_Counseling:d_counseling_snowwhite_young_01_11,False,,S_100,S_100,1.0,,,,,1,idle,
d_counseling_snowwhite_young_01_12,d_counseling_snowwhite_young_01,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_01_12,True,,S_100,S_100,1.0,,,,,1,angry,
d_counseling_snowwhite_young_01_13,d_counseling_snowwhite_young_01,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_01_13,True,,S_100,S_100,1.0,,,,,1,angry,
d_counseling_snowwhite_young_01_14,d_counseling_snowwhite_young_01,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_01_14,False,,S_100,S_100,1.0,,d_counseling_snowwhite_young_01_15,,,1,no,
d_counseling_snowwhite_young_01_15,d_counseling_snowwhite_young_01,Narration,0,snowwhite_o,Narration,Locale_Counseling:d_counseling_snowwhite_young_01_15,False,,S_100,S_100,1.0,,,sfx_scn_bang,,1,no,snowwhite_o
d_counseling_snowwhite_young_01_16,d_counseling_snowwhite_young_01,Self,0,snowwhite_o,Self,Locale_Counseling:d_counseling_snowwhite_young_01_16,False,none,S_100,S_100,1.0,,,,,,,
