id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/hide_char_id
d_counseling_crown_13_1,d_counseling_crown_13,Narration,0,Narration,Locale_Counseling:d_counseling_crown_13_1,False,crown,1,idle,Desert_02,10,10,1.0,bgm_story_backtonormal,,,
d_counseling_crown_13_2,d_counseling_crown_13,Speech,0,crown,Locale_Counseling:d_counseling_crown_13_2,True,,1,idle,,10,10,1.0,,crown,,
d_counseling_crown_13_3,d_counseling_crown_13,Choice,100,Choice,Locale_Counseling:d_counseling_crown_13_3,False,,1,idle,,10,10,1.0,,,d_counseling_crown_13_5,
d_counseling_crown_13_4,d_counseling_crown_13,Choice,120,Choice,Locale_Counseling:d_counseling_crown_13_4,False,,1,idle,,10,10,1.0,,,d_counseling_crown_13_8,
d_counseling_crown_13_5,d_counseling_crown_13,Speech,0,crown,Locale_Counseling:d_counseling_crown_13_5,True,,1,angry,,10,100,1.0,,crown,,
d_counseling_crown_13_6,d_counseling_crown_13,Speech,0,crown,Locale_Counseling:d_counseling_crown_13_6,True,,1,idle,,100,100,1.0,,crown,,
d_counseling_crown_13_7,d_counseling_crown_13,Speech,0,crown,Locale_Counseling:d_counseling_crown_13_7,True,,1,idle,,100,100,1.0,,crown,d_counseling_crown_13_13,
d_counseling_crown_13_8,d_counseling_crown_13,Speech,0,crown,Locale_Counseling:d_counseling_crown_13_8,True,,1,idle,,10,100,1.0,,crown,,
d_counseling_crown_13_9,d_counseling_crown_13,Narration,0,Narration,Locale_Counseling:d_counseling_crown_13_9,False,,1,idle,,100,100,1.0,,,,
d_counseling_crown_13_10,d_counseling_crown_13,Speech,0,crown,Locale_Counseling:d_counseling_crown_13_10,True,,1,idle,,100,100,1.0,,crown,,
d_counseling_crown_13_11,d_counseling_crown_13,Speech,0,crown,Locale_Counseling:d_counseling_crown_13_11,True,,1,delight,,100,100,1.0,,crown,,
d_counseling_crown_13_12,d_counseling_crown_13,Speech,0,crown,Locale_Counseling:d_counseling_crown_13_12,True,,1,delight,,100,100,1.0,,crown,d_counseling_crown_13_13,
d_counseling_crown_13_13,d_counseling_crown_13,Narration,0,Narration,Locale_Counseling:d_counseling_crown_13_13,False,,1,idle,none,100,100,1.0,,,,crown
