id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_helm_09_1,d_counseling_helm_09,Monologue,0,helm,Locale_Counseling:d_counseling_helm_09_1,False,CommanderRoom,10,10,1.0,bgm_story_backtonormal,,,,,,
d_counseling_helm_09_2,d_counseling_helm_09,Monologue,0,helm,Locale_Counseling:d_counseling_helm_09_2,False,,10,10,1.0,,,,,,,
d_counseling_helm_09_3,d_counseling_helm_09,Monologue,0,helm,Locale_Counseling:d_counseling_helm_09_3,False,,10,10,1.0,,,,,,,
d_counseling_helm_09_4,d_counseling_helm_09,Choice,120,helm,Locale_Counseling:d_counseling_helm_09_4,False,,10,10,1.0,,d_counseling_helm_09_6,,,,,
d_counseling_helm_09_5,d_counseling_helm_09,Choice,100,helm,Locale_Counseling:d_counseling_helm_09_5,False,,10,10,1.0,,d_counseling_helm_09_14,,,,,
d_counseling_helm_09_6,d_counseling_helm_09,Narration,0,helm,Locale_Counseling:d_counseling_helm_09_6,False,,10,10,1.0,,,,,,,
d_counseling_helm_09_7,d_counseling_helm_09,Speech,0,helm,Locale_Counseling:d_counseling_helm_09_7,True,,10,10,1.0,,,helm,helm,1,idle,
d_counseling_helm_09_8,d_counseling_helm_09,Monologue,0,helm,Locale_Counseling:d_counseling_helm_09_8,False,,10,10,1.0,,,,,1,idle,
d_counseling_helm_09_9,d_counseling_helm_09,Speech,0,helm,Locale_Counseling:d_counseling_helm_09_9,False,,10,100,1.0,,,helm,,1,surprise,
d_counseling_helm_09_10,d_counseling_helm_09,Speech,0,helm,Locale_Counseling:d_counseling_helm_09_10,True,,100,100,1.0,,,helm,,1,surprise,
d_counseling_helm_09_11,d_counseling_helm_09,Speech,0,helm,Locale_Counseling:d_counseling_helm_09_11,True,,100,100,1.0,,,helm,,1,idle,
d_counseling_helm_09_12,d_counseling_helm_09,Speech,0,helm,Locale_Counseling:d_counseling_helm_09_12,True,,100,100,1.0,,,helm,,1,idle,
d_counseling_helm_09_13,d_counseling_helm_09,Speech,0,helm,Locale_Counseling:d_counseling_helm_09_13,True,,100,100,1.0,,d_counseling_helm_09_21,helm,,1,delight,
d_counseling_helm_09_14,d_counseling_helm_09,Narration,0,helm,Locale_Counseling:d_counseling_helm_09_14,False,,10,10,1.0,,,,,1,delight,
d_counseling_helm_09_15,d_counseling_helm_09,Speech,0,helm,Locale_Counseling:d_counseling_helm_09_15,True,,10,10,1.0,,,helm,helm,1,idle,
d_counseling_helm_09_16,d_counseling_helm_09,Monologue,0,helm,Locale_Counseling:d_counseling_helm_09_16,False,,10,10,1.0,,,,,1,idle,
d_counseling_helm_09_17,d_counseling_helm_09,Speech,0,helm,Locale_Counseling:d_counseling_helm_09_17,False,,10,100,1.0,,,helm,,1,surprise,
d_counseling_helm_09_18,d_counseling_helm_09,Speech,0,helm,Locale_Counseling:d_counseling_helm_09_18,True,,100,100,1.0,,,helm,,1,surprise,
d_counseling_helm_09_19,d_counseling_helm_09,Speech,0,helm,Locale_Counseling:d_counseling_helm_09_19,True,,100,100,1.0,,,helm,,1,surprise,
d_counseling_helm_09_20,d_counseling_helm_09,Speech,0,helm,Locale_Counseling:d_counseling_helm_09_20,True,,100,100,1.0,,d_counseling_helm_09_21,helm,,1,angry,
d_counseling_helm_09_21,d_counseling_helm_09,Narration,0,helm,Locale_Counseling:d_counseling_helm_09_21,False,none,100,100,1.0,,,,,1,angry,helm
