id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_nihilister_02_1,d_counseling_nihilister_02,Self,0,nihilister,Locale_Counseling:d_counseling_nihilister_02_1,False,Volcano_03,10,10,1.0,bgm_volcanicnest,,,nihilister,1,idle,
d_counseling_nihilister_02_2,d_counseling_nihilister_02,Speech,0,nihilister,Locale_Counseling:d_counseling_nihilister_02_2,True,,10,10,1.0,,nihilister,,,1,angry2,
d_counseling_nihilister_02_3,d_counseling_nihilister_02,Speech,0,nihilister,Locale_Counseling:d_counseling_nihilister_02_3,True,,10,10,1.0,,nihilister,,,1,angry2,
d_counseling_nihilister_02_4,d_counseling_nihilister_02,Speech,0,nihilister,Locale_Counseling:d_counseling_nihilister_02_4,True,,10,10,1.0,,nihilister,,,1,idle,
d_counseling_nihilister_02_5,d_counseling_nihilister_02,Speech,0,nihilister,Locale_Counseling:d_counseling_nihilister_02_5,True,,10,10,1.0,,nihilister,,,1,idle,
d_counseling_nihilister_02_6,d_counseling_nihilister_02,Choice,100,nihilister,Locale_Counseling:d_counseling_nihilister_02_6,False,,10,10,1.0,,,d_counseling_nihilister_02_8,,1,idle,
d_counseling_nihilister_02_7,d_counseling_nihilister_02,Choice,120,nihilister,Locale_Counseling:d_counseling_nihilister_02_7,False,,10,10,1.0,,,d_counseling_nihilister_02_12,,1,idle,
d_counseling_nihilister_02_8,d_counseling_nihilister_02,Speech,0,nihilister,Locale_Counseling:d_counseling_nihilister_02_8,True,,10,100,1.0,,nihilister,,,1,angry2,
d_counseling_nihilister_02_9,d_counseling_nihilister_02,Speech,0,nihilister,Locale_Counseling:d_counseling_nihilister_02_9,True,,100,100,1.0,,nihilister,,,1,angry2,
d_counseling_nihilister_02_10,d_counseling_nihilister_02,Speech,0,nihilister,Locale_Counseling:d_counseling_nihilister_02_10,True,,100,100,1.0,,nihilister,,,1,angry2,
d_counseling_nihilister_02_11,d_counseling_nihilister_02,Speech,0,nihilister,Locale_Counseling:d_counseling_nihilister_02_11,True,,100,100,1.0,,nihilister,d_counseling_nihilister_02_16,,1,angry2,
d_counseling_nihilister_02_12,d_counseling_nihilister_02,Speech,0,nihilister,Locale_Counseling:d_counseling_nihilister_02_12,True,,10,100,1.0,,nihilister,,,1,angry2,
d_counseling_nihilister_02_13,d_counseling_nihilister_02,Speech,0,nihilister,Locale_Counseling:d_counseling_nihilister_02_13,True,,100,100,1.0,,nihilister,,,1,idle,
d_counseling_nihilister_02_14,d_counseling_nihilister_02,Speech,0,nihilister,Locale_Counseling:d_counseling_nihilister_02_14,True,,100,100,1.0,,nihilister,,,1,idle,
d_counseling_nihilister_02_15,d_counseling_nihilister_02,Speech,0,nihilister,Locale_Counseling:d_counseling_nihilister_02_15,True,,100,100,1.0,,nihilister,,,1,shy,
d_counseling_nihilister_02_16,d_counseling_nihilister_02,Monologue,0,nihilister,Locale_Counseling:d_counseling_nihilister_02_16,False,none,100,100,1.0,,,,,1,idle,nihilister
