id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_camera_shake,characters/0/hide_char_id
d_counseling_guilty_05_1,d_counseling_guilty_05,Speech,0,guilty,guilty,Locale_Counseling:d_counseling_guilty_05_1,True,guilty,1,idle,CommanderRoom,10,10,1.0,bgm_story_backtonormal,,,
d_counseling_guilty_05_2,d_counseling_guilty_05,Speech,0,guilty,guilty,Locale_Counseling:d_counseling_guilty_05_2,True,,1,idle,,10,10,1.0,,,,
d_counseling_guilty_05_3,d_counseling_guilty_05,Speech,0,guilty,guilty,Locale_Counseling:d_counseling_guilty_05_3,True,,1,surprise,,10,10,1.0,,,,
d_counseling_guilty_05_4,d_counseling_guilty_05,Choice,120,guilty,,Locale_Counseling:d_counseling_guilty_05_4,False,,1,surprise,,10,10,1.0,,d_counseling_guilty_05_6,,
d_counseling_guilty_05_5,d_counseling_guilty_05,Choice,100,guilty,,Locale_Counseling:d_counseling_guilty_05_5,False,,1,surprise,,10,10,1.0,,d_counseling_guilty_05_9,,
d_counseling_guilty_05_6,d_counseling_guilty_05,Narration,0,guilty,,Locale_Counseling:d_counseling_guilty_05_6,False,,1,idle,,10,100,1.0,,,,
d_counseling_guilty_05_7,d_counseling_guilty_05,Monologue,0,guilty,,Locale_Counseling:d_counseling_guilty_05_7,False,,1,idle,,100,100,1.0,,,Low_2,
d_counseling_guilty_05_8,d_counseling_guilty_05,Speech,0,guilty,guilty,Locale_Counseling:d_counseling_guilty_05_8,True,,1,surprise,,100,100,1.0,,d_counseling_guilty_05_12,,
d_counseling_guilty_05_9,d_counseling_guilty_05,Speech,0,guilty,guilty,Locale_Counseling:d_counseling_guilty_05_9,True,,1,idle,,10,100,1.0,,,,
d_counseling_guilty_05_10,d_counseling_guilty_05,Speech,0,guilty,guilty,Locale_Counseling:d_counseling_guilty_05_10,True,,1,idle,,100,100,1.0,,,,
d_counseling_guilty_05_11,d_counseling_guilty_05,Speech,0,guilty,guilty,Locale_Counseling:d_counseling_guilty_05_11,True,,1,surprise,,100,100,1.0,,,,
d_counseling_guilty_05_12,d_counseling_guilty_05,Narration,0,guilty,,Locale_Counseling:d_counseling_guilty_05_12,False,,1,surprise,none,100,100,1.0,,,,guilty
