id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_soda_10_1,d_counseling_soda_10,Narration,0,soda,Locale_Counseling:d_counseling_soda_10_1,False,CommanderRoom,S_10,S_10,1.0,bgm_story_backtonormal,,,soda,1,idle,
d_counseling_soda_10_2,d_counseling_soda_10,Speech,0,soda,Locale_Counseling:d_counseling_soda_10_2,False,,S_10,S_10,1.0,,soda,,,1,idle,
d_counseling_soda_10_3,d_counseling_soda_10,Monologue,0,soda,Locale_Counseling:d_counseling_soda_10_3,False,,S_10,S_10,1.0,,,,,1,idle,
d_counseling_soda_10_4,d_counseling_soda_10,Choice,100,soda,Locale_Counseling:d_counseling_soda_10_4,False,,S_10,S_10,1.0,,,d_counseling_soda_10_6,,1,idle,
d_counseling_soda_10_5,d_counseling_soda_10,Choice,120,soda,Locale_Counseling:d_counseling_soda_10_5,False,,S_10,S_10,1.0,,,d_counseling_soda_10_9,,1,idle,
d_counseling_soda_10_6,d_counseling_soda_10,Speech,0,soda,Locale_Counseling:d_counseling_soda_10_6,True,,S_10,S_100,1.0,,soda,,,1,shy,
d_counseling_soda_10_7,d_counseling_soda_10,Speech,0,soda,Locale_Counseling:d_counseling_soda_10_7,True,,S_100,S_100,1.0,,soda,,,1,shy,
d_counseling_soda_10_8,d_counseling_soda_10,Speech,0,soda,Locale_Counseling:d_counseling_soda_10_8,True,,S_100,S_100,1.0,,soda,d_counseling_soda_10_13,,1,sad,
d_counseling_soda_10_9,d_counseling_soda_10,Speech,0,soda,Locale_Counseling:d_counseling_soda_10_9,True,,S_10,S_100,1.0,,soda,,,1,shy,
d_counseling_soda_10_10,d_counseling_soda_10,Speech,0,soda,Locale_Counseling:d_counseling_soda_10_10,True,,S_100,S_100,1.0,,soda,,,1,sad,
d_counseling_soda_10_11,d_counseling_soda_10,Speech,0,soda,Locale_Counseling:d_counseling_soda_10_11,True,,S_100,S_100,1.0,,soda,,,1,think,
d_counseling_soda_10_12,d_counseling_soda_10,Speech,0,soda,Locale_Counseling:d_counseling_soda_10_12,True,,S_100,S_100,1.0,,soda,,,1,think,
d_counseling_soda_10_13,d_counseling_soda_10,Narration,0,soda,Locale_Counseling:d_counseling_soda_10_13,False,none,S_100,S_100,1.0,,,,,1,idle,soda
