id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,set_filter_01,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_mihara_bondingchain_10_1,d_counseling_mihara_bondingchain_10,Narration,0,mihara,Locale_Counseling:d_counseling_mihara_bondingchain_10_1,False,CommanderRoom,black,black,1.0,bgm_areah,,,,mihara,1,idle,
d_counseling_mihara_bondingchain_10_2,d_counseling_mihara_bondingchain_10,Speech,0,mihara,Locale_Counseling:d_counseling_mihara_bondingchain_10_2,True,,100,100,1.0,,mihara,Vignetting,,,1,idle,
d_counseling_mihara_bondingchain_10_3,d_counseling_mihara_bondingchain_10,Speech,0,mihara,Locale_Counseling:d_counseling_mihara_bondingchain_10_3,True,,100,100,1.0,,mihara,Vignetting,,,1,idle,
d_counseling_mihara_bondingchain_10_4,d_counseling_mihara_bondingchain_10,Choice,120,mihara,Locale_Counseling:d_counseling_mihara_bondingchain_10_4,False,,100,100,1.0,,,Vignetting,d_counseling_mihara_bondingchain_10_6,,1,idle,
d_counseling_mihara_bondingchain_10_5,d_counseling_mihara_bondingchain_10,Choice,100,mihara,Locale_Counseling:d_counseling_mihara_bondingchain_10_5,False,,100,100,1.0,,,Vignetting,d_counseling_mihara_bondingchain_10_10,,1,idle,
d_counseling_mihara_bondingchain_10_6,d_counseling_mihara_bondingchain_10,Speech,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_10_6,True,CityForest_01,100,10,1.5,,mihara_b,,,mihara_b,1,delight,mihara
d_counseling_mihara_bondingchain_10_7,d_counseling_mihara_bondingchain_10,Speech,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_10_7,True,,10,10,1.0,,mihara_b,,,,1,delight,
d_counseling_mihara_bondingchain_10_8,d_counseling_mihara_bondingchain_10,Speech,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_10_8,True,,10,10,1.0,,mihara_b,,,,1,idle,
d_counseling_mihara_bondingchain_10_9,d_counseling_mihara_bondingchain_10,Speech,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_10_9,True,,10,10,1.0,,mihara_b,,d_counseling_mihara_bondingchain_10_13,,1,idle,
d_counseling_mihara_bondingchain_10_10,d_counseling_mihara_bondingchain_10,Speech,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_10_10,True,CityForest_01,100,10,1.5,,mihara_b,,,mihara_b,1,idle,mihara
d_counseling_mihara_bondingchain_10_11,d_counseling_mihara_bondingchain_10,Speech,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_10_11,True,,10,10,1.0,,mihara_b,,,,1,idle,
d_counseling_mihara_bondingchain_10_12,d_counseling_mihara_bondingchain_10,Speech,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_10_12,True,,10,10,1.0,,mihara_b,,d_counseling_mihara_bondingchain_10_13,,1,idle,
d_counseling_mihara_bondingchain_10_13,d_counseling_mihara_bondingchain_10,Narration,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_10_13,False,none,10,10,1.0,,,,,,1,idle,mihara_b
