id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_privaty_unkindmaid_02_1,d_counseling_privaty_unkindmaid_02,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_02_1,True,CommanderRoom,10,10,1.0,bgm_story_backtonormal,,,privaty_m,1,idle,
d_counseling_privaty_unkindmaid_02_2,d_counseling_privaty_unkindmaid_02,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_02_2,True,,10,10,1.0,,,,,1,idle,
d_counseling_privaty_unkindmaid_02_3,d_counseling_privaty_unkindmaid_02,Choice,120,privaty_m,,Locale_Counseling:d_counseling_privaty_unkindmaid_02_3,False,,10,10,1.0,,d_counseling_privaty_unkindmaid_02_5,,,1,idle,
d_counseling_privaty_unkindmaid_02_4,d_counseling_privaty_unkindmaid_02,Choice,100,privaty_m,,Locale_Counseling:d_counseling_privaty_unkindmaid_02_4,False,,10,10,1.0,,d_counseling_privaty_unkindmaid_02_8,,,1,idle,
d_counseling_privaty_unkindmaid_02_5,d_counseling_privaty_unkindmaid_02,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_02_5,True,,10,100,1.0,,,,,1,delight,
d_counseling_privaty_unkindmaid_02_6,d_counseling_privaty_unkindmaid_02,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_02_6,True,,100,100,1.0,,,,,1,delight,
d_counseling_privaty_unkindmaid_02_7,d_counseling_privaty_unkindmaid_02,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_02_7,True,,100,100,1.0,,d_counseling_privaty_unkindmaid_02_13,,,1,delight,
d_counseling_privaty_unkindmaid_02_8,d_counseling_privaty_unkindmaid_02,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_02_8,False,,10,10,1.0,,,,,1,shy,
d_counseling_privaty_unkindmaid_02_9,d_counseling_privaty_unkindmaid_02,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_02_9,True,,10,100,1.0,,,Low_2,,1,surprise,
d_counseling_privaty_unkindmaid_02_10,d_counseling_privaty_unkindmaid_02,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_02_10,True,,100,100,1.0,,,,,1,surprise,
d_counseling_privaty_unkindmaid_02_11,d_counseling_privaty_unkindmaid_02,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_02_11,True,,100,100,1.0,,,,,1,shy,
d_counseling_privaty_unkindmaid_02_12,d_counseling_privaty_unkindmaid_02,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_02_12,True,,100,100,1.0,,d_counseling_privaty_unkindmaid_02_13,,,1,shy,
d_counseling_privaty_unkindmaid_02_13,d_counseling_privaty_unkindmaid_02,Narration,0,privaty_m,,Locale_Counseling:d_counseling_privaty_unkindmaid_02_13,False,none,100,100,1.0,,,,,1,idle,privaty_m
