id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id
d_counseling_crust_10_1,d_counseling_crust_10,Speech,0,crust,tvvoice,Locale_Counseling:d_counseling_crust_10_1,False,crust,1,shy,CommanderRoom,XS_10,XS_10,1.0,bgm_story_backtonormal,,
d_counseling_crust_10_2,d_counseling_crust_10,Speech,0,crust,tvvoice,Locale_Counseling:d_counseling_crust_10_2,False,,1,shy,,XS_10,XS_10,1.0,,,
d_counseling_crust_10_3,d_counseling_crust_10,Speech,0,crust,crust,Locale_Counseling:d_counseling_crust_10_3,True,,1,shy,,XS_10,XS_10,1.0,,,
d_counseling_crust_10_4,d_counseling_crust_10,Speech,0,crust,crust,Locale_Counseling:d_counseling_crust_10_4,True,,1,shy,,XS_10,XS_10,1.0,,,
d_counseling_crust_10_5,d_counseling_crust_10,Speech,0,crust,crust,Locale_Counseling:d_counseling_crust_10_5,True,,1,shy,,XS_10,XS_10,1.0,,,
d_counseling_crust_10_6,d_counseling_crust_10,Speech,0,crust,crust,Locale_Counseling:d_counseling_crust_10_6,True,,1,sad,,XS_10,XS_10,1.0,,,
d_counseling_crust_10_7,d_counseling_crust_10,Choice,100,crust,,Locale_Counseling:d_counseling_crust_10_7,False,,1,sad,,XS_10,XS_10,1.0,,d_counseling_crust_10_9,
d_counseling_crust_10_8,d_counseling_crust_10,Choice,120,crust,,Locale_Counseling:d_counseling_crust_10_8,False,,1,sad,,XS_10,XS_10,1.0,,d_counseling_crust_10_12,
d_counseling_crust_10_9,d_counseling_crust_10,Speech,0,crust,crust,Locale_Counseling:d_counseling_crust_10_9,True,,1,shy,,XS_10,XS_100,1.0,,,
d_counseling_crust_10_10,d_counseling_crust_10,Speech,0,crust,crust,Locale_Counseling:d_counseling_crust_10_10,True,,1,shy,,XS_100,XS_100,1.0,,,
d_counseling_crust_10_11,d_counseling_crust_10,Speech,0,crust,crust,Locale_Counseling:d_counseling_crust_10_11,True,,1,shy,,XS_100,XS_100,1.0,,d_counseling_crust_10_15,
d_counseling_crust_10_12,d_counseling_crust_10,Speech,0,crust,crust,Locale_Counseling:d_counseling_crust_10_12,True,,1,idle,,XS_10,XS_100,1.0,,,
d_counseling_crust_10_13,d_counseling_crust_10,Speech,0,crust,crust,Locale_Counseling:d_counseling_crust_10_13,True,,1,idle,,XS_100,XS_100,1.0,,,
d_counseling_crust_10_14,d_counseling_crust_10,Speech,0,crust,crust,Locale_Counseling:d_counseling_crust_10_14,True,,1,delight,,XS_100,XS_100,1.0,,d_counseling_crust_10_15,
d_counseling_crust_10_15,d_counseling_crust_10,Narration,0,crust,,Locale_Counseling:d_counseling_crust_10_15,False,,1,idle,none,XS_100,XS_100,1.0,,,crust
