id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,jump_target
d_counseling_maiden_icerose_05_1,d_counseling_maiden_icerose_05,Narration,0,maiden,Locale_Counseling:d_counseling_maiden_icerose_05_1,False,maiden,1,idle,black,S_10,S_10,1.0,event_bgm_icedragonsaga_adventure,,,
d_counseling_maiden_icerose_05_2,d_counseling_maiden_icerose_05,Speech,0,maiden_w,Locale_Counseling:d_counseling_maiden_icerose_05_2,True,maiden_w,1,idle,SnowTown_d,S_10,L_10,1.0,,maiden_w,maiden,
d_counseling_maiden_icerose_05_3,d_counseling_maiden_icerose_05,Choice,120,maiden_w,Locale_Counseling:d_counseling_maiden_icerose_05_3,False,,1,idle,,L_10,L_10,1.0,,,,d_counseling_maiden_icerose_05_5
d_counseling_maiden_icerose_05_4,d_counseling_maiden_icerose_05,Choice,100,maiden_w,Locale_Counseling:d_counseling_maiden_icerose_05_4,False,,1,idle,,L_10,L_10,1.0,,,,d_counseling_maiden_icerose_05_8
d_counseling_maiden_icerose_05_5,d_counseling_maiden_icerose_05,Speech,0,maiden_w,Locale_Counseling:d_counseling_maiden_icerose_05_5,True,,1,idle,,L_10,L_100,1.0,,maiden_w,,
d_counseling_maiden_icerose_05_6,d_counseling_maiden_icerose_05,Speech,0,maiden_w,Locale_Counseling:d_counseling_maiden_icerose_05_6,True,,1,idle,,L_100,L_100,1.0,,maiden_w,,
d_counseling_maiden_icerose_05_7,d_counseling_maiden_icerose_05,Speech,0,maiden_w,Locale_Counseling:d_counseling_maiden_icerose_05_7,True,,1,idle,,L_100,L_100,1.0,,maiden_w,,d_counseling_maiden_icerose_05_11
d_counseling_maiden_icerose_05_8,d_counseling_maiden_icerose_05,Speech,0,maiden_w,Locale_Counseling:d_counseling_maiden_icerose_05_8,False,,1,worry,,L_10,L_100,1.0,,maiden_w,,
d_counseling_maiden_icerose_05_9,d_counseling_maiden_icerose_05,Speech,0,maiden_w,Locale_Counseling:d_counseling_maiden_icerose_05_9,True,,1,no,,L_100,L_100,1.0,,maiden_w,,
d_counseling_maiden_icerose_05_10,d_counseling_maiden_icerose_05,Speech,0,maiden_w,Locale_Counseling:d_counseling_maiden_icerose_05_10,True,,1,no,,L_100,L_100,1.0,,maiden_w,,d_counseling_maiden_icerose_05_11
d_counseling_maiden_icerose_05_11,d_counseling_maiden_icerose_05,Narration,0,maiden_w,Locale_Counseling:d_counseling_maiden_icerose_05_11,False,,1,idle,none,L_100,L_100,1.0,,,maiden_w,
