id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_littlemermaid_01_1,d_counseling_littlemermaid_01,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_01_1,False,TreeOfWater,L_10,L_10,1.0,event_bgm_oldtales_beautifulthing,,,littlemermaid,1,idle,
d_counseling_littlemermaid_01_2,d_counseling_littlemermaid_01,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_01_2,True,,L_10,L_10,1.0,,littlemermaid,,,1,idle,
d_counseling_littlemermaid_01_3,d_counseling_littlemermaid_01,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_01_3,True,,L_10,L_10,1.0,,littlemermaid,,,1,think,
d_counseling_littlemermaid_01_4,d_counseling_littlemermaid_01,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_01_4,True,,L_10,L_10,1.0,,littlemermaid,,,1,think,
d_counseling_littlemermaid_01_5,d_counseling_littlemermaid_01,Choice,120,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_01_5,False,,L_10,L_10,1.0,,none,d_counseling_littlemermaid_01_7,,1,think,
d_counseling_littlemermaid_01_6,d_counseling_littlemermaid_01,Choice,100,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_01_6,False,,L_10,L_10,1.0,,none,d_counseling_littlemermaid_01_12,,1,think,
d_counseling_littlemermaid_01_7,d_counseling_littlemermaid_01,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_01_7,True,,L_10,L_100,1.0,,littlemermaid,,,1,idle,
d_counseling_littlemermaid_01_8,d_counseling_littlemermaid_01,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_01_8,True,,L_100,L_100,1.0,,littlemermaid,,,1,idle,
d_counseling_littlemermaid_01_9,d_counseling_littlemermaid_01,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_01_9,True,,L_100,L_100,1.0,,littlemermaid,,,1,delight,
d_counseling_littlemermaid_01_10,d_counseling_littlemermaid_01,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_01_10,False,,L_100,L_100,1.0,,,,,1,delight,
d_counseling_littlemermaid_01_11,d_counseling_littlemermaid_01,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_01_11,False,,L_100,L_100,1.0,,,d_counseling_littlemermaid_01_17,,1,delight,
d_counseling_littlemermaid_01_12,d_counseling_littlemermaid_01,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_01_12,False,,L_10,L_100,1.0,,littlemermaid,,,1,think,
d_counseling_littlemermaid_01_13,d_counseling_littlemermaid_01,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_01_13,False,,L_100,L_100,1.0,,littlemermaid,,,1,think,
d_counseling_littlemermaid_01_14,d_counseling_littlemermaid_01,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_01_14,False,,L_100,L_100,1.0,,,,,1,think,
d_counseling_littlemermaid_01_15,d_counseling_littlemermaid_01,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_01_15,False,,L_100,L_100,1.0,,,,,1,think,
d_counseling_littlemermaid_01_16,d_counseling_littlemermaid_01,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_01_16,True,,L_100,L_100,1.0,,littlemermaid,,,1,think,
d_counseling_littlemermaid_01_17,d_counseling_littlemermaid_01,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_01_17,False,none,L_100,L_100,1.0,,,,,1,idle,littlemermaid
