id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_camera_shake,characters/0/hide_char_id
d_counseling_privaty_unkindmaid_14_1,d_counseling_privaty_unkindmaid_14,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_14_1,False,privaty_m,1,idle,CommanderRoom,10,10,1.0,bgm_story_backtonormal,,,
d_counseling_privaty_unkindmaid_14_2,d_counseling_privaty_unkindmaid_14,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_14_2,True,,1,idle,,10,10,1.0,,,,
d_counseling_privaty_unkindmaid_14_3,d_counseling_privaty_unkindmaid_14,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_14_3,True,,1,idle,,10,10,1.0,,,,
d_counseling_privaty_unkindmaid_14_4,d_counseling_privaty_unkindmaid_14,Choice,120,privaty_m,,Locale_Counseling:d_counseling_privaty_unkindmaid_14_4,False,,1,idle,,10,10,1.0,,d_counseling_privaty_unkindmaid_14_6,,
d_counseling_privaty_unkindmaid_14_5,d_counseling_privaty_unkindmaid_14,Choice,100,privaty_m,,Locale_Counseling:d_counseling_privaty_unkindmaid_14_5,False,,1,idle,,10,10,1.0,,d_counseling_privaty_unkindmaid_14_9,,
d_counseling_privaty_unkindmaid_14_6,d_counseling_privaty_unkindmaid_14,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_14_6,True,,1,surprise,,10,100,1.0,,,Low_2,
d_counseling_privaty_unkindmaid_14_7,d_counseling_privaty_unkindmaid_14,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_14_7,False,,1,shy2,,100,100,1.0,,,,
d_counseling_privaty_unkindmaid_14_8,d_counseling_privaty_unkindmaid_14,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_14_8,True,,1,shy2,,100,100,1.0,,d_counseling_privaty_unkindmaid_14_12,,
d_counseling_privaty_unkindmaid_14_9,d_counseling_privaty_unkindmaid_14,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_14_9,True,,1,surprise,,10,100,1.0,,,,
d_counseling_privaty_unkindmaid_14_10,d_counseling_privaty_unkindmaid_14,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_14_10,True,,1,no,,100,100,1.0,,,,
d_counseling_privaty_unkindmaid_14_11,d_counseling_privaty_unkindmaid_14,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_14_11,True,,1,sad,,100,100,1.0,,d_counseling_privaty_unkindmaid_14_12,,
d_counseling_privaty_unkindmaid_14_12,d_counseling_privaty_unkindmaid_14,Narration,0,privaty_m,,Locale_Counseling:d_counseling_privaty_unkindmaid_14_12,False,,1,idle,none,100,100,1.0,,,,privaty_m
