id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,jump_target,characters/0/hide_char_id
d_counseling_rosanna_chicocean_18_1,d_counseling_rosanna_chicocean_18,Narration,0,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_18_1,False,rosanna_s,1,idle,CoralIslandInside_d,10,10,1.0,sfx_scn_shutter,event_bgm_beautyfullshot_seasidedance,,,
d_counseling_rosanna_chicocean_18_2,d_counseling_rosanna_chicocean_18,Self,0,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_18_2,False,,1,idle,,10,10,1.0,,,,,
d_counseling_rosanna_chicocean_18_3,d_counseling_rosanna_chicocean_18,Speech,0,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_18_3,True,,1,smile,,10,10,1.0,,,rosanna_s,,
d_counseling_rosanna_chicocean_18_4,d_counseling_rosanna_chicocean_18,Speech,0,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_18_4,True,,1,smile,,10,10,1.0,,,rosanna_s,,
d_counseling_rosanna_chicocean_18_5,d_counseling_rosanna_chicocean_18,Choice,100,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_18_5,False,,1,smile,,10,10,1.0,,,,d_counseling_rosanna_chicocean_18_7,
d_counseling_rosanna_chicocean_18_6,d_counseling_rosanna_chicocean_18,Choice,120,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_18_6,False,,1,smile,,10,10,1.0,,,,d_counseling_rosanna_chicocean_18_11,
d_counseling_rosanna_chicocean_18_7,d_counseling_rosanna_chicocean_18,Narration,0,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_18_7,False,,1,smile,,10,100,1.0,sfx_scn_shutter,,,,
d_counseling_rosanna_chicocean_18_8,d_counseling_rosanna_chicocean_18,Speech,0,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_18_8,True,,1,void,,100,100,1.0,,,rosanna_s,,
d_counseling_rosanna_chicocean_18_9,d_counseling_rosanna_chicocean_18,Speech,0,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_18_9,True,,1,void,,100,100,1.0,,,rosanna_s,,
d_counseling_rosanna_chicocean_18_10,d_counseling_rosanna_chicocean_18,Speech,0,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_18_10,True,,1,void,,100,100,1.0,,,rosanna_s,d_counseling_rosanna_chicocean_18_16,
d_counseling_rosanna_chicocean_18_11,d_counseling_rosanna_chicocean_18,Narration,0,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_18_11,False,,1,smile,,10,100,1.0,sfx_scn_shutter,,,,
d_counseling_rosanna_chicocean_18_12,d_counseling_rosanna_chicocean_18,Speech,0,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_18_12,True,,1,smile,,100,100,1.0,,,rosanna_s,,
d_counseling_rosanna_chicocean_18_13,d_counseling_rosanna_chicocean_18,Speech,0,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_18_13,True,,1,delight,,100,100,1.0,,,rosanna_s,,
d_counseling_rosanna_chicocean_18_14,d_counseling_rosanna_chicocean_18,Speech,0,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_18_14,True,,1,delight,,100,100,1.0,,,rosanna_s,,
d_counseling_rosanna_chicocean_18_15,d_counseling_rosanna_chicocean_18,Speech,0,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_18_15,True,,1,delight,,100,100,1.0,,,rosanna_s,d_counseling_rosanna_chicocean_18_16,
d_counseling_rosanna_chicocean_18_16,d_counseling_rosanna_chicocean_18,Self,0,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_18_16,False,,1,idle,,100,100,1.0,,,,,
d_counseling_rosanna_chicocean_18_17,d_counseling_rosanna_chicocean_18,Self,0,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_18_17,False,,1,idle,,100,100,1.0,,,,,
d_counseling_rosanna_chicocean_18_18,d_counseling_rosanna_chicocean_18,Narration,0,rosanna_s,Locale_Counseling:d_counseling_rosanna_chicocean_18_18,False,,1,idle,none,100,100,1.0,,,,,rosanna_s
