id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,ambient_volume,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/1/hide_char_id,characters/2/hide_char_id,set_filter_01,set_filter_02
s002_14_2,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_2,True,mana,1,idle,Laboratory,black,black,1.0,ambient_scn_scifilab,25.0,bgm_frostpillar,,,,,,,,,,,,
s002_14_3,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_3,True,,1,idle,,black,black,1.0,ambient_scn_scifilab,50.0,,,,,,,,,,,,,
s002_14_4,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_4,True,,1,idle,,black,black,1.0,ambient_scn_scifilab,75.0,,,,,,,,,,,,,
s002_14_5,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_5,True,,1,idle,,10,10,1.0,ambient_scn_scifilab,100.0,,,,,,,,,,,,,
s002_14_6,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_6,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,
s002_14_7,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_7,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,
s002_14_8,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_8,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,
s002_14_9,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_9,True,,1,idle,,10,100,1.0,,,,,,,,,,,,,,,
s002_14_10,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_10,True,,1,idle,,100,100,1.0,,,,,,,,,,,,,,,
s002_14_11,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_11,True,,1,idle,,100,100,1.0,,,,,,,,,,,,,,,
s002_14_12,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_12,True,,1,idle,,100,100,1.0,,,,,,,,,,,,,,,
s002_14_13,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_13,True,,1,idle,,100,100,1.0,,,,,,,,,,,,,,,
s002_14_14,s002_14,Monologue,mihara_b,,Locale_SideStory:s002_14_14,False,,1,idle,,black,black,1.0,ambient_scn_scifilab,50.0,,mihara_b,13,idle,,,,,,,,,
s002_14_15,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_15,True,,1,idle,,1300,130,1.0,,,,,13,idle,,,,,,,,,
s002_14_16,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_16,True,,1,idle,,130,130,1.0,,,,,13,idle,,,,,,,,,
s002_14_17,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_17,True,,1,idle,,130,130,1.0,,,,,13,idle,,,,,,,,,
s002_14_18,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_18,True,,1,idle,,130,130,1.0,,,,,13,idle,,,,,,,,,
s002_14_19,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_19,True,,1,idle,,130,130,1.0,,,,,13,surprise,,,,,,,,,
s002_14_20,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_20,True,,1,idle,,130,113,1.0,,,,,13,surprise,,,,,,,,,
s002_14_21,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_21,True,,1,idle,,113,113,1.0,,,,,13,surprise,,,,,,,,,
s002_14_22,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_22,True,,1,idle,,113,113,1.0,,,,,13,surprise,,,,,,,,,
s002_14_23,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_23,True,,1,idle,,113,113,1.0,,,,,13,surprise,,,,,,,,,
s002_14_24,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_24,True,,1,idle,,113,113,1.0,,,,,13,surprise,,,,,,,,,
s002_14_25,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_25,True,,1,idle,,113,113,1.0,,,,,13,surprise,,,,,,,,,
s002_14_26,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_26,True,,1,idle,,113,113,1.0,,,,,13,surprise,,,,,,,,,
s002_14_27,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_27,True,,1,idle,,113,130,1.0,,,,,13,think,,,,,,,,,
s002_14_28,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_28,True,,1,idle,,130,130,1.0,,,,,13,think,,,,,,,,,
s002_14_29,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_29,True,,1,idle,,130,130,1.0,,,,,13,think,,,,,,,,,
s002_14_30,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_30,True,,1,idle,,130,113,1.0,,,,,13,think,,,,,,,,,
s002_14_31,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_31,True,,1,idle,,113,113,1.0,,,,,13,think,,,,,,,,,
s002_14_32,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_32,True,,1,idle,,113,113,1.0,,,,,13,think,,,,,,,,,
s002_14_33,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_33,True,,1,idle,,113,113,1.0,,,,,13,idle,,,,,,,,,
s002_14_34,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_34,True,,1,idle,,113,113,1.0,,,,,13,idle,,,,,,,,,
s002_14_35,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_35,True,,1,idle,,113,113,1.0,,,,,13,idle,,,,,,,,,
s002_14_36,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_36,True,,1,idle,,113,10,1.0,,,,,13,idle,,,,,,,,,
s002_14_37,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_37,True,,1,idle,,10,10,1.0,,,,,13,idle,,,,,,,,,
s002_14_38,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_38,True,,1,idle,,10,100,1.0,,,,,13,idle,,,,,,,,,
s002_14_39,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_39,True,,1,idle,,100,100,1.0,,,,,13,idle,,,,,,,,,
s002_14_40,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_40,True,,1,idle,,100,1300,1.0,,,,,13,idle,,,,,,,,,
s002_14_41,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_41,True,,1,idle,,1300,1300,1.0,,,,,13,idle,,,,,,,,,
s002_14_42,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_42,True,,1,idle,,1300,100,1.0,,,,,13,idle,,,,,,,,,
s002_14_43,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_43,True,,1,idle,,100,113,1.0,,,,,13,idle,,,,,,,,,
s002_14_44,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_44,True,,1,idle,,113,113,1.0,,,,,13,idle,,,,,,,,,
s002_14_45,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_45,True,,1,idle,,113,113,1.0,,,,,13,idle,,,,,,,,,
s002_14_46,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_46,True,,1,idle,,113,113,1.0,,,,,13,idle,,,,,,,,,
s002_14_47,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_47,True,,1,idle,,113,113,1.0,,,,,13,idle,,,,,,,,,
s002_14_48,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_48,True,,1,idle,,113,113,1.0,,,,,13,surprise,,,,,,,,,
s002_14_49,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_49,True,,1,idle,,113,10,1.0,,,,,13,surprise,,,,,,,,,
s002_14_50,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_50,True,,1,idle,,10,10,1.0,,,,,13,surprise,,,,,,,,,
s002_14_51,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_51,True,,1,idle,,10,100,1.0,,,,,13,surprise,,,,,,,,,
s002_14_52,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_52,True,,1,idle,,1300,1300,1.0,,,,,13,idle,,,,,,,,,
s002_14_53,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_53,True,,1,idle,,100,100,1.0,,,,,13,idle,,,,,,,,,
s002_14_54,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_54,True,,1,idle,,100,100,1.0,,,,,13,idle,,,,,,,,,
s002_14_55,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_55,True,,1,idle,,100,10,1.0,,,,,13,idle,,,,,,,,,
s002_14_56,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_56,True,,1,idle,,10,130,1.0,,,,,13,idle,,,,,,,,,
s002_14_57,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_57,True,,1,idle,,130,130,1.0,,,,,13,idle,,,,,,,,,
s002_14_58,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_58,True,,1,idle,,130,130,1.0,,,,,13,idle,,,,,,,,,
s002_14_59,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_59,True,,1,idle,,130,130,1.0,,,,,13,idle,,,,,,,,,
s002_14_60,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_60,True,,1,idle,,130,130,1.0,,,,,13,idle,,,,,,,,,
s002_14_61,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_61,True,,1,idle,,130,13,1.0,,,,,13,idle,,,,,,,,,
s002_14_62,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_62,True,,1,idle,,13,113,1.0,,,,,13,idle,,,,,,,,,
s002_14_63,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_63,True,,1,idle,,113,113,1.0,,,,,13,idle,,,,,,,,,
s002_14_64,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_64,True,,1,idle,,113,113,1.0,,,,,13,idle,,,,,,,,,
s002_14_65,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_65,True,,1,idle,,113,113,1.0,,,,,13,idle,,,,,,,,,
s002_14_66,s002_14,Speech,mana,mana,Locale_SideStory:s002_14_66,True,,1,idle,,113,113,1.0,,,,,13,idle,,,,,,,,,
s002_14_67,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_67,True,,1,idle,CityForest_03_d,113,113,1.0,none,,none,,13,idle,mana,yuni_n,1,idle,black,,,,
s002_14_68,s002_14,Speech,yuni_n,yuni_n,Locale_SideStory:s002_14_68,True,,,,,113,113,1.0,,,,,13,idle,,,1,idle,,,,,
s002_14_69,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_69,True,,,,,113,113,1.0,,,bgm_blackgunsmoke,,13,idle,,,1,idle,,,,,
s002_14_70,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_70,True,,,,,113,113,1.0,,,,,13,idle,,,1,idle,,,,,
s002_14_71,s002_14,Speech,yuni_n,yuni_n,Locale_SideStory:s002_14_71,True,,,,,113,113,1.0,,,,,13,idle,,,1,idle,,,,,
s002_14_72,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_72,True,,,,,113,113,1.0,,,,,13,idle,,,1,idle,,,,,
s002_14_73,s002_14,Speech,yuni_n,yuni_n,Locale_SideStory:s002_14_73,True,,,,,113,113,1.0,,,,,13,idle,,,1,idle,,,,,
s002_14_74,s002_14,Monologue,yuni_n,,Locale_SideStory:s002_14_74,False,,,,,113,113,1.0,,,,,13,idle,,,1,idle,,,,,
s002_14_75,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_75,True,,,,,113,113,1.0,,,,,13,idle,,,1,idle,,,,,
s002_14_76,s002_14,Speech,yuni_n,yuni_n,Locale_SideStory:s002_14_76,True,,,,,113,1,1.0,,,,,13,idle,,,1,idle,,,,,
s002_14_77,s002_14,Monologue,yuni_n,,Locale_SideStory:s002_14_77,False,,,,,1,L_100,1.5,,,,,13,idle,,,1,idle,,,,,
s002_14_78,s002_14,Speech,mihara,mihara,Locale_SideStory:s002_14_78,True,,,,,black,black,1.0,,,,mihara,13,idle,,,1,idle,,mihara_b,yuni_n,Vignetting,Grey
s002_14_79,s002_14,Speech,mihara,mihara,Locale_SideStory:s002_14_79,True,,,,,130,130,1.0,,,,,13,idle,,,1,idle,,,,Vignetting,Grey
s002_14_80,s002_14,Speech,mihara,mihara,Locale_SideStory:s002_14_80,True,,,,,130,130,1.0,,,,,13,idle,,,1,idle,,,,Vignetting,Grey
s002_14_81,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_81,True,,,,,black,black,1.0,,,,mihara_b,13,surprise,,yuni_n,1,idle,,mihara,,,
s002_14_82,s002_14,Speech,yuni_n,yuni_n,Locale_SideStory:s002_14_82,True,,,,,130,113,1.0,,,,,13,surprise,,,1,idle,,,,,
s002_14_83,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_83,True,,,,,113,113,1.0,,,,,13,surprise,,,1,idle,,,,,
s002_14_84,s002_14,Speech,yuni_n,yuni_n,Locale_SideStory:s002_14_84,True,,,,,113,113,1.0,,,,,13,surprise,,,1,idle,,,,,
s002_14_85,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_85,True,,,,,113,113,1.0,,,,,13,idle,,,1,idle,,,,,
s002_14_86,s002_14,Speech,yuni_n,yuni_n,Locale_SideStory:s002_14_86,True,,,,,113,113,1.0,,,,,13,idle,,,1,idle,,,,,
s002_14_87,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_87,True,,,,,113,113,1.0,,,,,13,delight,,,1,idle,,,,,
s002_14_88,s002_14,Speech,yuni_n,yuni_n,Locale_SideStory:s002_14_88,True,,,,,113,113,1.0,,,,,13,delight,,,1,delight,,,,,
s002_14_89,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_89,True,,,,,113,113,1.0,,,,,13,idle,,,1,delight,,,,,
s002_14_90,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_90,True,,,,,113,113,1.0,,,,,13,idle,,,1,delight,,,,,
s002_14_91,s002_14,Speech,yuni_n,yuni_n,Locale_SideStory:s002_14_91,True,,,,,113,113,1.0,,,,,13,idle,,,1,idle,,,,,
s002_14_92,s002_14,Speech,mihara_b,mihara_b,Locale_SideStory:s002_14_92,True,,,,,113,113,1.0,,,,,13,idle,,,1,idle,,,,,
s002_14_93,s002_14,Speech,yuni_n,yuni_n,Locale_SideStory:s002_14_93,True,,,,,113,113,1.0,,,,,13,idle,,,1,idle,,,,,
s002_14_94,s002_14,Monologue,,,Locale_SideStory:s002_14_94,False,,,,,black,black,1.0,,,,,13,idle,,,1,idle,,,,,
s002_14_95,s002_14,Monologue,,,Locale_SideStory:s002_14_95,False,,,,,black,black,1.0,,,,,13,idle,,,1,idle,,,,,
s002_14_96,s002_14,Monologue,,,Locale_SideStory:s002_14_96,False,,,,,black,black,1.0,,,,,13,idle,,,1,idle,,,,,
s002_14_97,s002_14,Narration,,,Locale_SideStory:s002_14_97,False,,,,,black,black,1.0,,,,,13,idle,,,1,idle,,,,,
