id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
s003_13_1,s003_13,Speech,lev,lev,Locale_SideStory:s003_13_1,True,EventScene_Side_03_02_1,1,10,1.3,bgm_chapter31_field_beast_a,,,,,,
s003_13_2,s003_13,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_13_2,True,,10,10,1.0,,,,,,,
s003_13_3,s003_13,Speech,lev,lev,Locale_SideStory:s003_13_3,True,,10,10,1.0,,,,,,,
s003_13_4,s003_13,Speech,lev,lev,Locale_SideStory:s003_13_4,True,,10,10,1.0,,,,,,,
s003_13_5,s003_13,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_13_5,True,,10,10,1.0,,,,,,,
s003_13_6,s003_13,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_13_6,True,,10,10,1.0,,,,,,,
s003_13_7,s003_13,Speech,lev,lev,Locale_SideStory:s003_13_7,True,,10,10,1.0,,,,,,,
s003_13_8,s003_13,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_13_8,True,,10,10,1.0,,,,,,,
s003_13_9,s003_13,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_13_9,True,,10,10,1.0,,,,,,,
s003_13_10,s003_13,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_13_10,True,,10,10,1.0,,,,,,,
s003_13_11,s003_13,Speech,lev,lev,Locale_SideStory:s003_13_11,True,,10,10,1.0,,,,,,,
s003_13_12,s003_13,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_13_12,True,,10,10,1.0,,,,,,,
s003_13_13,s003_13,Speech,lev,lev,Locale_SideStory:s003_13_13,True,,10,10,1.0,,,,,,,
s003_13_14,s003_13,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_13_14,True,,10,10,1.0,,,,,,,
s003_13_15,s003_13,Speech,lev,lev,Locale_SideStory:s003_13_15,True,,10,10,1.0,,,,,,,
s003_13_16,s003_13,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_13_16,True,,10,10,1.0,,,,,,,
s003_13_17,s003_13,Speech,lev,lev,Locale_SideStory:s003_13_17,True,,10,10,1.0,,,,,,,
