id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
s002_06_1,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_1,True,Hospital,10,10,1.0,bgm_frostpillar,mihara,1,think,pepper,3,idle,mary,13,idle
s002_06_2,s002_06,Speech,pepper,pepper,Locale_SideStory:s002_06_2,True,,XS_30,XS_30,1.0,,,1,think,,3,surprise,,13,idle
s002_06_3,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_3,True,,XS_130,XS_130,1.0,,,1,think,,3,surprise,,13,idle
s002_06_4,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_4,True,,10,10,1.0,,,1,think,,3,surprise,,13,idle
s002_06_5,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_5,True,,10,10,1.0,,,1,think,,3,surprise,,13,idle
s002_06_6,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_6,False,,XS_130,XS_130,1.0,,,1,think,,3,surprise,,13,idle
s002_06_7,s002_06,Speech,pepper,pepper,Locale_SideStory:s002_06_7,False,,XS_30,XS_300,0.7,,,1,think,,3,surprise,,13,idle
s002_06_8,s002_06,Speech,pepper,pepper,Locale_SideStory:s002_06_8,True,,XS_300,XS_300,1.0,,,1,think,,3,angry,,13,idle
s002_06_9,s002_06,Speech,pepper,pepper,Locale_SideStory:s002_06_9,True,,XS_300,XS_300,1.0,,,1,think,,3,angry,,13,idle
s002_06_10,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_10,True,,XS_300,100,1.0,,,1,think,,3,angry,,13,idle
s002_06_11,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_11,True,,100,100,1.0,,,1,think,,3,angry,,13,idle
s002_06_12,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_12,True,,100,10,1.0,,,1,think,,3,angry,,13,idle
s002_06_13,s002_06,Speech,pepper,pepper,Locale_SideStory:s002_06_13,True,,10,XS_30,1.0,,,1,think,,3,angry,,13,idle
s002_06_14,s002_06,Speech,pepper,pepper,Locale_SideStory:s002_06_14,True,,XS_30,XS_30,1.0,,,1,think,,3,angry,,13,idle
s002_06_15,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_15,True,,XS_130,XS_130,1.0,,,1,think,,3,angry,,13,worry
s002_06_16,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_16,True,,XS_130,XS_130,1.0,,,1,think,,3,angry,,13,worry
s002_06_17,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_17,True,,XS_130,XS_130,1.0,,,1,think,,3,angry,,13,worry
s002_06_18,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_18,True,,XS_130,XS_130,1.0,,,1,think,,3,angry,,13,worry
s002_06_19,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_19,True,,XS_130,10,1.0,,,1,idle,,3,angry,,13,worry
s002_06_20,s002_06,Speech,pepper,pepper,Locale_SideStory:s002_06_20,False,,10,XS_30,1.0,,,1,idle,,3,surprise,,13,worry
s002_06_21,s002_06,Speech,pepper,pepper,Locale_SideStory:s002_06_21,True,,XS_30,XS_30,1.0,,,1,idle,,3,surprise,,13,worry
s002_06_22,s002_06,Speech,pepper,pepper,Locale_SideStory:s002_06_22,True,,XS_30,XS_30,1.0,,,1,idle,,3,shy,,13,worry
s002_06_23,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_23,True,,XS_30,31,1.0,,,1,idle,,3,shy,,13,idle
s002_06_24,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_24,True,,31,31,1.0,,,1,idle,,3,shy,,13,idle
s002_06_25,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_25,True,,31,31,1.0,,,1,idle,,3,shy,,13,idle
s002_06_26,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_26,True,,31,113,1.0,,,1,idle,,3,shy,,13,idle
s002_06_27,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_27,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle
s002_06_28,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_28,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle
s002_06_29,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_29,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle
s002_06_30,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_30,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle
s002_06_31,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_31,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle
s002_06_32,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_32,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle
s002_06_33,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_33,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle
s002_06_34,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_34,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle
s002_06_35,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_35,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle
s002_06_36,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_36,True,,113,113,1.0,,,1,surprise,,3,idle,,13,idle
s002_06_37,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_37,True,,113,113,1.0,,,1,surprise,,3,idle,,13,idle
s002_06_38,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_38,True,,113,113,1.0,,,1,surprise,,3,idle,,13,idle
s002_06_39,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_39,True,,113,113,1.0,,,1,surprise,,3,idle,,13,idle
s002_06_40,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_40,True,,113,113,1.0,,,1,surprise,,3,idle,,13,idle
s002_06_41,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_41,True,,113,113,1.0,,,1,surprise,,3,idle,,13,idle
s002_06_42,s002_06,Speech,pepper,pepper,Locale_SideStory:s002_06_42,True,,XS_30,XS_30,1.0,,,1,surprise,,3,idle,,13,idle
s002_06_43,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_43,True,,XS_130,XS_130,1.0,,,1,surprise,,3,idle,,13,idle
s002_06_44,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_44,True,,XS_130,113,1.0,,,1,surprise,,3,idle,,13,idle
s002_06_45,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_45,True,,113,113,1.0,,,1,surprise,,3,idle,,13,idle
s002_06_46,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_46,True,,113,113,1.0,,,1,surprise,,3,idle,,13,idle
s002_06_47,s002_06,Speech,pepper,pepper,Locale_SideStory:s002_06_47,True,,113,31,1.0,,,1,surprise,,3,idle,,13,idle
s002_06_48,s002_06,Speech,pepper,pepper,Locale_SideStory:s002_06_48,True,,31,31,1.0,,,1,surprise,,3,idle,,13,idle
s002_06_49,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_49,True,,31,31,1.0,,,1,idle,,3,idle,,13,idle
s002_06_50,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_50,True,,31,31,1.0,,,1,idle,,3,idle,,13,idle
s002_06_51,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_51,True,,31,113,1.0,,,1,idle,,3,idle,,13,idle
s002_06_52,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_52,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle
s002_06_53,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_53,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle
s002_06_54,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_54,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle
s002_06_55,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_55,False,,113,113,1.0,,,1,idle,,3,idle,,13,idle
s002_06_56,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_56,True,,113,113,1.0,,,1,pain,,3,idle,,13,idle
s002_06_57,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_57,True,,113,113,1.0,,,1,pain,,3,idle,,13,idle
s002_06_58,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_58,True,,113,113,1.0,,,1,pain,,3,idle,,13,idle
s002_06_59,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_59,True,,113,113,1.0,,,1,pain,,3,idle,,13,idle
s002_06_60,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_60,True,,113,113,1.0,,,1,pain,,3,idle,,13,idle
s002_06_61,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_61,True,,113,113,1.0,,,1,pain,,3,idle,,13,idle
s002_06_62,s002_06,Speech,mihara,mihara,Locale_SideStory:s002_06_62,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle
s002_06_63,s002_06,Speech,mary,mary,Locale_SideStory:s002_06_63,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle
