id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
s002_02_1,s002_02,Speech,mary,mary,Locale_SideStory:s002_02_1,True,mihara,1,idle,mary,13,idle,pepper,3,idle,Hospital,113,113,1.0,bgm_frostpillar
s002_02_2,s002_02,Speech,mihara,mihara,Locale_SideStory:s002_02_2,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,
s002_02_3,s002_02,Speech,mihara,mihara,Locale_SideStory:s002_02_3,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,
s002_02_4,s002_02,Speech,mary,mary,Locale_SideStory:s002_02_4,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,
s002_02_5,s002_02,Speech,mihara,mihara,Locale_SideStory:s002_02_5,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,
s002_02_6,s002_02,Speech,mihara,mihara,Locale_SideStory:s002_02_6,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,
s002_02_7,s002_02,Speech,pepper,pepper,Locale_SideStory:s002_02_7,True,,1,idle,,13,idle,,3,angry,,113,31,1.0,
s002_02_8,s002_02,Speech,pepper,pepper,Locale_SideStory:s002_02_8,True,,1,idle,,13,idle,,3,angry,,31,31,1.0,
s002_02_9,s002_02,Speech,pepper,pepper,Locale_SideStory:s002_02_9,True,,1,idle,,13,idle,,3,angry,,31,31,1.0,
s002_02_10,s002_02,Speech,pepper,pepper,Locale_SideStory:s002_02_10,True,,1,idle,,13,idle,,3,angry,,31,31,1.0,
s002_02_11,s002_02,Speech,mihara,mihara,Locale_SideStory:s002_02_11,True,,1,surprise,,13,idle,,3,angry,,31,31,1.0,
s002_02_12,s002_02,Speech,pepper,pepper,Locale_SideStory:s002_02_12,True,,1,surprise,,13,idle,,3,angry,,31,XS_30,1.0,
s002_02_13,s002_02,Speech,pepper,pepper,Locale_SideStory:s002_02_13,True,,1,surprise,,13,idle,,3,angry,,XS_30,XS_30,1.0,
s002_02_14,s002_02,Speech,pepper,pepper,Locale_SideStory:s002_02_14,True,,1,surprise,,13,idle,,3,angry,,XS_30,XS_30,1.0,
s002_02_15,s002_02,Speech,mihara,mihara,Locale_SideStory:s002_02_15,True,,1,idle,,13,idle,,3,angry,,XS_30,10,1.0,
s002_02_16,s002_02,Speech,mihara,mihara,Locale_SideStory:s002_02_16,True,,1,idle,,13,idle,,3,angry,,10,10,1.0,
s002_02_17,s002_02,Speech,mihara,mihara,Locale_SideStory:s002_02_17,True,,1,idle,,13,idle,,3,angry,,10,10,1.0,
s002_02_18,s002_02,Speech,pepper,pepper,Locale_SideStory:s002_02_18,True,,1,idle,,13,idle,,3,angry,,10,10,1.0,
s002_02_19,s002_02,Speech,mihara,mihara,Locale_SideStory:s002_02_19,True,,1,idle,,13,idle,,3,angry,,10,100,1.0,
s002_02_20,s002_02,Speech,mihara,mihara,Locale_SideStory:s002_02_20,True,,1,idle,,13,idle,,3,angry,,100,100,1.0,
s002_02_21,s002_02,Speech,mihara,mihara,Locale_SideStory:s002_02_21,True,,1,idle,,13,idle,,3,angry,,100,10,1.0,
s002_02_22,s002_02,Speech,mihara,mihara,Locale_SideStory:s002_02_22,True,,1,idle,,13,idle,,3,angry,,10,10,1.0,
s002_02_23,s002_02,Speech,pepper,pepper,Locale_SideStory:s002_02_23,True,,1,idle,,13,idle,,3,angry,,10,XS_30,1.0,
s002_02_24,s002_02,Speech,pepper,pepper,Locale_SideStory:s002_02_24,True,,1,idle,,13,idle,,3,angry,,XS_30,XS_30,1.0,
s002_02_25,s002_02,Speech,mihara,mihara,Locale_SideStory:s002_02_25,True,,1,idle,,13,idle,,3,angry,,XS_30,31,1.0,
s002_02_26,s002_02,Speech,pepper,pepper,Locale_SideStory:s002_02_26,True,,1,idle,,13,idle,,3,angry,,31,31,1.0,
s002_02_27,s002_02,Speech,mary,mary,Locale_SideStory:s002_02_27,True,,1,idle,,13,idle,,3,angry,,31,113,1.0,
s002_02_28,s002_02,Speech,mary,mary,Locale_SideStory:s002_02_28,True,,1,idle,,13,idle,,3,angry,,113,113,1.0,
s002_02_29,s002_02,Speech,mary,mary,Locale_SideStory:s002_02_29,True,,1,idle,,13,idle,,3,idle,,113,XS_130,1.0,
s002_02_30,s002_02,Speech,mary,mary,Locale_SideStory:s002_02_30,True,,1,idle,,13,idle,,3,idle,,XS_130,XS_130,1.0,
