id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
s001_04_1,s001_04,Speech,marian_p,marian_p,Locale_SideStory:s001_04_1,True,Desert_02_n,10,100,1.0,event_bgm_wm_grassland,marian_p,1,sad2,snowwhite,3,idle,rapunzel,5,idle,hongryeon,7,idle
s001_04_2,s001_04,Speech,snowwhite,snowwhite,Locale_SideStory:s001_04_2,False,,300,300,1.0,,,1,sad2,,3,idle,,5,idle,,7,idle
s001_04_3,s001_04,Speech,marian_p,marian_p,Locale_SideStory:s001_04_3,True,,10,100,0.5,,,1,angry,,3,idle,,5,idle,,7,idle
s001_04_4,s001_04,Speech,snowwhite,snowwhite,Locale_SideStory:s001_04_4,True,,300,300,1.0,,,1,angry,,3,idle,,5,idle,,7,idle
s001_04_5,s001_04,Speech,marian_p,marian_p,Locale_SideStory:s001_04_5,True,,300,31,1.0,,,1,surprise,,3,idle,,5,idle,,7,idle
s001_04_6,s001_04,Speech,snowwhite,snowwhite,Locale_SideStory:s001_04_6,True,,31,31,1.0,,,1,surprise,,3,idle,,5,idle,,7,idle
s001_04_7,s001_04,Speech,marian_p,marian_p,Locale_SideStory:s001_04_7,True,,31,31,1.0,,,1,sad2,,3,idle,,5,idle,,7,idle
s001_04_8,s001_04,Speech,snowwhite,snowwhite,Locale_SideStory:s001_04_8,True,,31,31,1.0,,,1,sad2,,3,idle,,5,idle,,7,idle
s001_04_9,s001_04,Speech,marian_p,marian_p,Locale_SideStory:s001_04_9,False,,31,31,1.0,,,1,sad2,,3,idle,,5,idle,,7,idle
s001_04_10,s001_04,Speech,snowwhite,snowwhite,Locale_SideStory:s001_04_10,False,,31,31,1.0,,,1,sad2,,3,idle,,5,idle,,7,idle
s001_04_11,s001_04,Speech,marian_p,marian_p,Locale_SideStory:s001_04_11,True,,31,31,1.0,,,1,sad2,,3,idle,,5,idle,,7,idle
