id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
s003_09_1,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_1,True,lev,2,angry,littlemermaid,12,idle,SilentBeach_n,S_20,S_20,1.0,bgm_story_monochrome
s003_09_2,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_2,True,,2,angry,,12,idle,,S_20,S_20,1.0,
s003_09_3,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_3,True,,2,angry,,12,think,,S_20,1,1.3,
s003_09_4,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_4,True,,2,angry,,12,think,,1,1,1.0,
s003_09_5,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_5,True,,2,angry,,12,idle,,1,1,1.0,
s003_09_6,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_6,True,,2,angry,,12,idle,,1,1,1.0,
s003_09_7,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_7,True,,2,surprise,,12,idle,,1,1,1.0,
s003_09_8,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_8,True,,2,surprise,,12,idle,,1,1,1.0,
s003_09_9,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_9,True,,2,surprise,,12,idle,,1,1,1.0,
s003_09_10,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_10,True,,2,angry,,12,idle,,1,1,1.0,
s003_09_11,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_11,True,,2,angry,,12,idle,,1,1,1.0,
s003_09_12,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_12,True,,2,angry,,12,idle,,1,1,1.3,
s003_09_13,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_13,True,,2,angry,,12,idle,,1,1,1.0,
s003_09_14,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_14,True,,2,angry,,12,idle,,1,1,1.0,
s003_09_15,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_15,True,,2,angry,,12,idle,,1,1,1.0,
s003_09_16,s003_09,Narration,littlemermaid,,Locale_SideStory:s003_09_16,False,,2,angry,,12,think,,1,1,1.0,
s003_09_17,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_17,True,,2,angry,,12,think,,1,1,1.0,
s003_09_18,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_18,True,,2,angry,,12,idle,,1,1,1.0,
s003_09_19,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_19,True,,2,angry,,12,idle,,1,1,1.0,
s003_09_20,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_20,True,,2,angry,,12,idle,,1,1,1.0,
s003_09_21,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_21,True,,2,angry,,12,idle,,1,L_120,1.3,
s003_09_22,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_22,True,,2,angry,,12,idle,,L_120,L_120,1.0,
s003_09_23,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_23,True,,2,angry,,12,idle,,L_120,L_120,1.0,
s003_09_24,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_24,True,,2,angry,,12,idle,,L_120,L_120,1.0,
s003_09_25,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_25,True,,2,angry,,12,idle,,L_120,L_120,1.0,
s003_09_26,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_26,True,,2,angry,,12,idle,,L_120,L_120,1.0,
s003_09_27,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_27,True,,2,angry,,12,idle,,L_120,L_120,1.0,
s003_09_28,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_28,True,,2,angry,,12,idle,,L_120,L_120,1.0,
s003_09_29,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_29,True,,2,angry,,12,idle,,L_120,L_120,1.0,
s003_09_30,s003_09,Speech,littlemermaid,lev,Locale_SideStory:s003_09_30,False,,2,worry,,12,idle,,L_120,L_120,1.0,
s003_09_31,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_31,True,,2,worry,,12,idle,,L_120,L_120,1.0,
s003_09_32,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_32,True,,2,worry,,12,idle,,L_120,L_120,1.0,
s003_09_33,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_33,True,,2,worry,,12,idle,,L_120,L_120,1.0,
s003_09_34,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_34,True,,2,worry,,12,idle,,L_120,L_120,1.0,
s003_09_35,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_35,True,,2,worry,,12,idle,,L_120,L_120,1.0,
s003_09_36,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_36,True,,2,worry,,12,idle,,L_120,S_20,1.3,
s003_09_37,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_37,True,,2,special,,12,idle,,S_20,S_20,1.0,
s003_09_38,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_38,True,,2,special,,12,idle,,S_20,S_20,1.0,
s003_09_39,s003_09,Monologue,lev,,Locale_SideStory:s003_09_39,False,,2,special,,12,idle,,S_20,S_20,1.0,
s003_09_40,s003_09,Speech,lev,littlemermaid,Locale_SideStory:s003_09_40,False,,2,special,,12,surprise,,S_20,S_20,1.0,
s003_09_41,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_41,True,,2,special,,12,surprise,,S_20,S_20,1.0,
s003_09_42,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_42,True,,2,special,,12,surprise,,S_20,S_20,1.0,
s003_09_43,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_43,True,,2,special,,12,surprise,,S_20,S_20,1.0,
s003_09_44,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_44,True,,2,special,,12,surprise,,S_20,S_20,1.0,
s003_09_45,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_45,True,,2,special,,12,delight,,S_20,1,1.3,
s003_09_46,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_46,True,,2,angry,,12,delight,,1,1,1.0,
s003_09_47,s003_09,Monologue,lev,,Locale_SideStory:s003_09_47,False,,2,angry,,12,delight,,1,1,1.0,
s003_09_48,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_48,False,,2,worry,,12,delight,,1,1,1.0,
s003_09_49,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_49,True,,2,worry,,12,delight,,1,1,1.0,
s003_09_50,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_50,True,,2,worry,,12,delight,,1,1,1.0,
s003_09_51,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_51,True,,2,worry,,12,delight,,1,1,1.0,
s003_09_52,s003_09,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_09_52,True,,2,worry,,12,delight,,1,1,1.0,
s003_09_53,s003_09,Speech,lev,lev,Locale_SideStory:s003_09_53,True,,2,worry,,12,delight,,1,1,1.3,
