stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,mod_value,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/8/private_monster_count
6210951,wave_tower_default_011,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,3320010111.0,path_grd_close_small_001,2220020111,Drop,2220020111.0,Drop,2220020111.0,Dash,2220020111.0,Dash,path_grd_close_special_024,4.0,1220040111.0,Drop,1120010111.0,Drop,1120010111.0,Drop,1320040211.0,Drop,path_fly_mid_small_050,6.0,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,3210030111.0,Dash,path_grd_close_elite1_801,0.0,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Drop,3320010111.0,Drop,path_grd_mid_small_043,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,30,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210952,wave_tower_default_011,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,1310020111.0,path_fly_mid_small_018,3210010111,Drop,3210010111.0,Drop,3210010111.0,Dash,3210010111.0,Dash,path_fly_close_special_046,6.0,2210010111.0,Drop,1110010111.0,Drop,1110010111.0,Drop,1310030211.0,Drop,path_grd_close_small_013,6.0,1220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,path_fly_close_elite1_801,0.0,3210010111.0,Dash,3210010111.0,Dash,2210010111.0,Drop,1310020111.0,Drop,path_fly_mid_small_050,2210010111.0,Dash,2210010111.0,Dash,2210010111.0,Dash,3210030111.0,Dash,30,12,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210953,wave_tower_default_011,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,3320020111.0,path_grd_close_small_051,2220020111,Dash,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,path_grd_mid_elite1_802,7.0,3120010111.0,Jump,3120010111.0,Jump,3220070111.0,Drop,3320020211.0,Drop,path_grd_mid_small_043,4.0,3220010111.0,Dash,3220070111.0,Drop,3220010111.0,Dash,3220070111.0,Drop,path_grd_close_small_069,,3220050111.0,Jump,3220050111.0,Jump,3220050111.0,Jump,2220040111.0,Jump,path_grd_mid_elite1_802,1220040111.0,Dash,1220040111.0,Dash,3220070111.0,Drop,3320020111.0,Drop,18,24,0,0.0,path_grd_close_small_069,5.0,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,2220040111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210954,wave_tower_default_011,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,3320070111.0,path_grd_mid_small_055,3220050111,Drop,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,path_grd_mid_elite2_805,,3220050111.0,Drop,3220050111.0,Drop,3320070211.0,Dash,3320070211.0,Dash,path_fly_mid_small_027,10.0,2210030111.0,Drop,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,path_grd_mid_elite3_814,0.0,3220050111.0,Drop,3320070211.0,Jump,3320070211.0,Jump,3320070111.0,Jump,path_fly_mid_small_027,2210030111.0,Drop,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,0,42,0,8.0,path_grd_mid_small_061,10.0,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210955,wave_tower_default_011,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_grd_close_elite1_801,3220050111,Normal,3220050111.0,Normal,3220050111.0,Normal,2320030211.0,Drop,path_grd_mid_small_070,9.0,2220010111.0,Normal,3220050111.0,Normal,3220050111.0,Normal,2220040111.0,Normal,path_fly_mid_small_008,,1210030111.0,Drop,1210030111.0,Drop,1210030111.0,Drop,1210030111.0,Drop,path_grd_mid_elite1_802,3.0,3220050111.0,Dash,3220050111.0,Dash,2220040111.0,Normal,2320030211.0,Dash,path_fly_mid_elite1_802,2210020111.0,Normal,2210020111.0,Normal,1210030111.0,Drop,2310040111.0,Drop,9,57,0,12.0,path_fly_mid_small_030,12.0,1210030111.0,Drop,1210030111.0,Normal,1210030111.0,Drop,1210030111.0,Drop,20,path_grd_mid_small_061,3220050111.0,Normal,3220050111.0,Normal,3220050111.0,Normal,3220050111.0,Normal,path_grd_mid_small_075,8.0,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,2220040111.0,Dash,path_fly_mid_elite1_802,1210030111.0,Normal,1210030111.0,Normal,2220040111.0,Drop,2310040211.0,Normal,,
6210956,wave_tower_default_011,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,2320060111.0,path_grd_mid_small_008,3220030111,Drop,3220030111.0,Drop,3220030111.0,Drop,3220030111.0,Drop,path_grd_mid_elite1_802,6.0,3220030111.0,Dash,3220030111.0,Dash,3220060111.0,Dash,2320060211.0,Drop,path_grd_mid_small_058,10.0,3220060111.0,Drop,3220020111.0,Drop,3220060111.0,Drop,3220020111.0,Drop,path_grd_mid_elite1_802,0.0,3220030111.0,Dash,3220030111.0,Dash,3220060111.0,Dash,2320060111.0,Drop,path_fly_mid_elite1_802,3210020111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,2310050211.0,Drop,0,45,0,8.0,path_grd_mid_small_049,8.0,3220030111.0,Drop,3220060111.0,Drop,3220060111.0,Drop,3220060111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210957,wave_tower_default_011,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,3310020111.0,path_grd_mid_small_002,1220010111,Dash,1220010111.0,Dash,1220010111.0,Dash,1220010111.0,Dash,path_fly_mid_elite2_808,5.0,2210020111.0,Dash,1210010111.0,Dash,3310020211.0,Drop,3310020211.0,Drop,path_grd_mid_small_043,10.0,1220010111.0,Dash,1220010111.0,Dash,1220010111.0,Dash,1220010111.0,Dash,path_fly_mid_elite3_811,0.0,2210020111.0,Dash,3310020211.0,Drop,3310020211.0,Drop,3310020111.0,Drop,path_grd_mid_small_052,1220010111.0,Jump,1220010111.0,Jump,1220010111.0,Drop,1220010111.0,Drop,0,42,0,10.0,path_fly_mid_small_002,,2210020111.0,Dash,2210020111.0,Dash,1210010111.0,Dash,1210010111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210958,wave_tower_default_011,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,1320030111.0,path_fly_mid_small_018,1210030111,Dash,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,path_grd_mid_elite2_805,5.0,2220010111.0,Dash,2120010111.0,Dash,3320010211.0,Dash,1320030211.0,Drop,path_fly_mid_special_016,10.0,1210030111.0,Dash,2110010111.0,Dash,1210030111.0,Dash,3210030111.0,Dash,path_grd_mid_elite2_808,0.0,2220010111.0,Dash,2220010111.0,Dash,3320010211.0,Drop,1320030111.0,Drop,path_fly_close_special_046,1210030111.0,Dash,2110010111.0,Dash,1210030111.0,Dash,3210030111.0,Dash,15,54,0,10.0,path_grd_mid_elite2_805,,2220010111.0,Dash,2120010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,,path_fly_mid_small_002,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,,,,,,,,,,,,,,,,,,,,8.0,
6210959,wave_tower_default_011,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_grd_far_elite1_803,1220060111,Drop,1220030111.0,Drop,2220040111.0,Drop,3320020211.0,Drop,path_grd_mid_elite1_802,3.0,1220030111.0,Drop,1220030111.0,Drop,3220090111.0,Drop,3320020211.0,Drop,path_grd_close_small_069,5.0,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,2220040111.0,Dash,path_grd_far_elite2_806,2.0,1220060111.0,Dash,3220070111.0,Dash,3320020211.0,Drop,3320020211.0,Drop,path_grd_mid_small_011,1220030111.0,Drop,1220030111.0,Drop,3220090111.0,Drop,3220090111.0,Drop,6,27,27,,path_grd_mid_small_070,5.0,1220030111.0,Dash,3220090111.0,Dash,1220030111.0,Dash,2220040111.0,Normal,normal,path_grd_mid_small_075,1220050111.0,Jump,2220040111.0,Jump,1220050111.0,Jump,2220040111.0,Jump,path_grd_far_elite1_803,,3220070111.0,Drop,1220030111.0,Drop,3220090111.0,Drop,3320020111.0,Drop,,,,,,,,,,6.0,
6210960,wave_tower_default_011,Campaign,180,7,False,True,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,2421040111.0,path_grd_mid_centurion_901,2421040111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
