stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,mod_value,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count
6240301,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Tetra,ibg_tower_001,1320040111.0,path_grd_close_small_001,1220020111,Drop,1220020111.0,Drop,1220030111.0,Dash,1220030111.0,Dash,path_grd_mid_elite1_802,7.0,1120010111.0,Jump,1120010111.0,Jump,1220020111.0,Drop,2320050211.0,Drop,path_fly_mid_small_053,6.0,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,1210040111.0,Dash,path_grd_mid_special_065,0.0,1120010111.0,Dash,1120010111.0,Dash,1220030111.0,Drop,1320040111.0,Drop,path_grd_far_small_071,11.0,1220040111.0,Dash,1220040111.0,Dash,1220040111.0,Dash,3220020111.0,Dash,6,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240302,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Tetra,ibg_tower_001,2320050111.0,path_grd_mid_special_025,1120010111,Jump,1120010111.0,Jump,3220050111.0,Drop,2320050211.0,Drop,path_fly_mid_small_030,10.0,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,3210040111.0,Drop,path_grd_close_small_013,4.0,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,path_grd_mid_elite1_802,0.0,3220050111.0,Dash,3220050111.0,Dash,1220050111.0,Drop,1320030211.0,Drop,path_grd_mid_special_025,6.0,3120010111.0,Dash,3120010111.0,Dash,1220050111.0,Drop,2320050111.0,Dash,6,51,0,path_grd_mid_small_043,3.0,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,2220040111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240303,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Tetra,ibg_tower_001,1310020111.0,path_fly_close_special_044,2110010111,Drop,2110010111.0,Drop,2210020111.0,Drop,2210030111.0,Drop,path_grd_mid_elite2_805,10.0,2220030111.0,Dash,2220030111.0,Dash,2320050211.0,Drop,2320050211.0,Drop,path_fly_mid_small_053,,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,1210040111.0,Dash,path_fly_close_small_029,,2210020111.0,Jump,2210020111.0,Jump,2210020111.0,Jump,2210020111.0,Jump,path_grd_close_elite1_801,0.0,2220030111.0,Jump,2220030111.0,Jump,2220040111.0,Drop,3320040211.0,Drop,36,24,0,path_fly_mid_elite1_802,10.0,2210020111.0,Jump,2210020111.0,Jump,3210030111.0,Drop,1310020111.0,Drop,path_fly_close_small_029,4.0,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240304,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Tetra,ibg_tower_001,2320030111.0,path_grd_close_elite1_801,1220040111,Jump,1220040111.0,Jump,1220050111.0,Drop,2320030211.0,Drop,path_grd_close_small_013,7.0,1220040111.0,Dash,1220050111.0,Dash,1220040111.0,Dash,1220050111.0,Dash,path_grd_mid_small_049,6.0,1220040111.0,Drop,1220050111.0,Drop,1220040111.0,Drop,2220040111.0,Drop,path_fly_close_small_041,7.0,1110010111.0,Drop,1110010111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,path_grd_mid_small_055,0.0,1220040111.0,Drop,1220040111.0,Drop,3220020111.0,Drop,2320030111.0,Drop,27,18,0,path_grd_close_small_042,4.0,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,path_fly_mid_small_030,,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240305,wave_tower_tetra_005,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Tetra,ibg_tower_defense_001,,path_grd_mid_elite1_802,2220010111,Dash,2220010111.0,Dash,2220010111.0,Dash,1320030211.0,Normal,path_fly_close_small_041,12.0,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,3210040111.0,Drop,path_grd_mid_special_025,,2220010111.0,Jump,1120010111.0,Jump,1220050111.0,Drop,2220040111.0,Jump,path_grd_close_small_036,,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,path_grd_mid_elite2_805,2.0,2220010111.0,Jump,1120010111.0,Dash,2320050211.0,Drop,2320050111.0,Normal,24,63,0,path_grd_close_small_036,,1220050111.0,Jump,1220050111.0,Jump,1220050111.0,Jump,2320040211.0,Normal,path_fly_mid_special_047,10.0,3110010111.0,Dash,3110010111.0,Dash,3210040111.0,Drop,3210030111.0,Drop,20,path_grd_mid_small_075,10.0,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,path_fly_close_small_001,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,path_fly_mid_elite2_805,10.0,2220010111.0,Drop,2220010111.0,Drop,2320050211.0,Normal,3320070211.0,Drop,
6240306,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Tetra,ibg_tower_001,3320070111.0,path_grd_mid_small_049,1220060111,Dash,1220060111.0,Dash,1220060111.0,Dash,2220040111.0,Dash,path_fly_mid_elite1_802,7.0,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,1310030211.0,Drop,path_grd_mid_small_058,,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Dash,path_grd_mid_elite1_802,0.0,1220060111.0,Dash,1220060111.0,Dash,2220030111.0,Drop,3320070111.0,Drop,path_fly_close_small_023,6.0,3210020111.0,Jump,3210020111.0,Jump,3210020111.0,Jump,3210030111.0,Dash,6,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240307,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Tetra,ibg_tower_001,2320030111.0,path_grd_close_elite1_801,1220040111,Jump,1220040111.0,Jump,1220050111.0,Drop,2320030211.0,Drop,path_grd_close_small_013,7.0,1220040111.0,Dash,1220050111.0,Dash,1220040111.0,Dash,1220050111.0,Dash,path_grd_mid_small_049,6.0,1220040111.0,Drop,1220050111.0,Drop,1220040111.0,Drop,2220040111.0,Drop,path_fly_close_small_041,7.0,1110010111.0,Drop,1110010111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,path_grd_mid_small_055,0.0,1220040111.0,Drop,1220040111.0,Drop,3220020111.0,Drop,2320030111.0,Drop,27,18,0,path_grd_close_small_042,4.0,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,path_fly_mid_small_030,,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240308,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Tetra,ibg_tower_001,2310040111.0,path_grd_mid_small_043,1220010111,Drop,3220020111.0,Drop,1220010111.0,Drop,3220020111.0,Drop,path_fly_mid_elite1_802,,2210020111.0,Drop,2210020111.0,Drop,1210040111.0,Drop,2310040211.0,Drop,path_grd_mid_small_058,8.0,1220010111.0,Drop,3220020111.0,Drop,1220010111.0,Drop,3320040211.0,Drop,path_fly_mid_elite2_808,0.0,2210020111.0,Dash,2210020111.0,Dash,2310040211.0,Dash,2310040111.0,Dash,path_grd_mid_small_070,,3220020111.0,Drop,3220020111.0,Drop,3220020111.0,Drop,2220050111.0,Normal,0,45,0,path_grd_mid_elite1_802,,1220010111.0,Dash,1220010111.0,Dash,3220020111.0,Dash,3320040211.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240309,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Tetra,ibg_tower_001,2320030111.0,path_fly_mid_small_030,1210010111,Drop,1210010111.0,Drop,1210010111.0,Drop,3210040111.0,Drop,path_grd_close_small_054,5.0,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,2320030211.0,Drop,path_grd_mid_special_065,5.0,3220060111.0,Dash,3220060111.0,Dash,1220050111.0,Drop,3320030211.0,Drop,path_grd_far_small_044,6.0,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,path_grd_close_small_042,10.0,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,21,36,12,path_grd_mid_elite2_805,0.0,3220050111.0,Drop,3220050111.0,Drop,3320030211.0,Drop,3320030211.0,Drop,path_grd_close_elite2_807,,1220050111.0,Dash,1220050111.0,Dash,3320030211.0,Drop,2320030111.0,Drop,,path_fly_far_small_040,6.0,1210010111.0,Dash,1210010111.0,Dash,1210010111.0,Dash,1210010111.0,Dash,path_grd_mid_small_043,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,,,,,,,,,,,10.0
6240310,wave_tower_tetra_005,Campaign,180,5,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Tetra,ibg_tower_001,3410030141.0,path_fly_mid_centurion_901,3410030141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
