stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6133001,wave_lostsector_008,Campaign,90,5,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,0,18,18,,1320010141.0,path_fly_mid_small_042,path_grd_far_elite1_803,,path_grd_mid_small_008,8.0,path_grd_far_elite1_803,0.0,path_fly_mid_small_036,10.0,,,,,,,,,,3210020141,Drop,3210020141,Drop,3210020141,Drop,1210050141,Drop,1220030141,Dash,1220030141,Dash,2220040141,Drop,3320020241,Drop,3220070141,Drop,1220060141,Drop,1220060141,Drop,3220070141,Drop,1220060141,Dash,1220060141,Dash,2220040141,Drop,1320010141,Drop,3210020141,Drop,3210020141,Drop,1210050141,Drop,1210050141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133002,wave_lostsector_008,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,0,30,12,,2320050141.0,path_grd_mid_small_002,path_grd_mid_special_065,6.0,path_grd_far_small_009,8.0,path_grd_mid_elite1_802,0.0,path_grd_far_small_050,,,,,,,,,,,3220050141,Drop,3220050141,Drop,3220050141,Dash,2220040141,Dash,3120010141,Drop,3120010141,Drop,3220050141,Drop,2320050241,Drop,3220070141,Jump,3220070141,Jump,1220030141,Jump,2220040141,Jump,3220040141,Jump,3220040141,Jump,2220040141,Drop,2320050141,Drop,3220070141,Drop,1220030141,Drop,3220070141,Drop,1220030141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133003,wave_lostsector_008,BaseDefense,60,7,True,True,point_grd_lostsector_004_midclear,point_fly_lostsector_004,sbg_lostsector_004_midclear,lostsector,Day,ibg_lostsector_basedefense_001,0,57,0,normal,,path_grd_mid_elite1_802,path_grd_mid_small_037,5.0,path_grd_mid_small_040,4.0,path_grd_mid_elite1_802,2.0,path_grd_mid_small_070,10.0,path_grd_mid_small_011,5.0,path_grd_mid_small_075,6.0,path_grd_mid_elite1_802,,,,,3220040141,Dash,3220040141,Dash,2220040141,Drop,1320020241,Drop,3220010141,Dash,1220050141,Dash,3220010141,Dash,1220050141,Dash,3220010141,Dash,3220010141,Dash,1220050141,Dash,1220050141,Dash,3220040141,Dash,1220050141,Dash,2220040141,Drop,1320020241,Drop,3220040141,Dash,3220040141,Drop,3220040141,Drop,2220040141,Dash,1220050141.0,Jump,1220050141.0,Jump,3220040141.0,Jump,3220040141.0,Jump,1220050141.0,Jump,3220040141.0,Jump,1220050141.0,Jump,3220040141.0,Jump,3220040141.0,Dash,1220050141.0,Dash,2220040141.0,Drop,1320020141.0,Drop,,,,,,,,,,,,,,,,
6133004,wave_lostsector_008,Campaign,90,5,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,30,12,0,,1310020141.0,path_fly_mid_small_018,path_fly_close_special_046,6.0,path_grd_close_small_013,6.0,path_fly_close_elite1_801,0.0,path_fly_mid_small_050,7.0,,,,,,,,,,3210010141,Drop,3210010141,Drop,3210010141,Dash,3210010141,Dash,2210010141,Drop,1110010141,Drop,1110010141,Drop,1310030241,Drop,1220020141,Dash,1220020141,Dash,1220020141,Dash,1220020141,Dash,3210010141,Dash,3210010141,Dash,2210010141,Drop,1310020141,Drop,2210010141,Dash,2210010141,Dash,2210010141,Dash,3210030141,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133005,wave_lostsector_008,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,6,36,0,,2320020141.0,path_grd_mid_small_002,path_grd_mid_elite1_802,5.0,path_grd_mid_small_049,10.0,path_grd_mid_elite2_805,0.0,path_grd_close_small_004,8.0,path_grd_mid_small_005,6.0,,,,,,,,1220040141,Jump,1220040141,Jump,1220040141,Jump,1220040141,Jump,1220040141,Dash,1220040141,Dash,3220060141,Drop,2320070241,Drop,1220040141,Drop,3220060141,Drop,3220060141,Drop,3220060141,Drop,1220040141,Drop,3220060141,Drop,2320070241,Drop,2320020141,Drop,1220040141,Dash,3220060141,Dash,1220040141,Dash,3220060141,Dash,1220040141.0,Dash,3220060141.0,Dash,1220040141.0,Dash,3220060141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133006,wave_lostsector_008,Campaign,90,7,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,0,42,9,,3310040141.0,path_fly_mid_small_018,path_fly_mid_small_050,5.0,path_fly_mid_elite2_808,10.0,path_fly_mid_small_024,,path_fly_far_elite1_803,0.0,path_fly_mid_elite2_808,10.0,path_fly_mid_small_039,8.0,,,,,,3210010141,Dash,3210010141,Dash,3210010141,Dash,3210010141,Dash,3210010141,Dash,3210010141,Dash,3210010141,Dash,3210030141,Normal,3210010141,Dash,3210010141,Dash,3310050241,Drop,3310050241,Drop,3210010141,Dash,3210010141,Dash,3210010141,Dash,3210010141,Dash,3210010141,Drop,3210010141,Drop,3210030141,Drop,3310040141,Drop,3210010141.0,Drop,3210010141.0,Drop,3310050241.0,Drop,3310050241.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6133007,wave_lostsector_008,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,0,42,0,,2310020141.0,path_grd_mid_small_002,path_fly_mid_elite1_802,,path_fly_mid_small_039,7.0,path_fly_mid_small_039,0.0,path_fly_mid_elite1_802,8.0,path_grd_mid_small_043,8.0,,,,,,,,1220060141,Dash,1220060141,Dash,1220060141,Dash,1220060141,Dash,2210020141,Dash,2210020141,Dash,1210050141,Drop,2310020241,Drop,2210020141,Drop,2210020141,Drop,2210020141,Drop,2210020141,Drop,2210020141,Drop,2210020141,Drop,1210050141,Drop,1210050141,Drop,2210020141,Dash,2210020141,Dash,1210050141,Drop,2310020141,Drop,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133008,wave_lostsector_008,Campaign,90,5,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,0,42,0,,1310010141.0,path_grd_mid_small_055,path_fly_mid_elite1_802,,path_grd_mid_small_043,8.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_034,10.0,path_grd_mid_small_046,8.0,,,,,,,,3220030141,Drop,3220030141,Drop,3220030141,Drop,3220030141,Drop,1210030141,Dash,1210030141,Dash,1210030141,Dash,1310010241,Dash,3220030141,Drop,3220030141,Drop,3220030141,Drop,3220080141,Drop,1210030141,Dash,1210030141,Dash,1210030141,Dash,1310010141,Dash,3220080141,Drop,3220030141,Drop,3220030141,Drop,3220030141,Drop,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,3220080141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133009,wave_lostsector_008,Campaign,90,7,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,0,42,12,,3320030141.0,path_fly_far_small_022,path_fly_mid_small_033,,path_fly_mid_elite2_808,10.0,path_fly_mid_small_036,,path_grd_mid_elite3_811,0.0,path_grd_far_small_038,8.0,path_grd_mid_small_043,8.0,path_grd_mid_small_040,,,,,1210030141,Dash,2210020141,Dash,2210020141,Dash,1210030141,Dash,2210020141,Dash,1210030141,Dash,2210020141,Dash,2310060241,Drop,2210020141,Dash,1210030141,Dash,3310030241,Drop,3310030241,Drop,1210030141,Drop,1210030141,Drop,2210020141,Drop,2210020141,Drop,2220030141,Dash,2320020241,Drop,3320030241,Drop,3320030141,Drop,3220060141.0,Dash,3220070141.0,Dash,3220060141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,2220030141.0,Dash,3220070141.0,Dash,2220030141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,,,,,,,,,,,,,,,,
6133010,wave_lostsector_008,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,0,36,0,,1320060141.0,path_grd_mid_small_055,path_grd_mid_elite3_814,,path_grd_mid_small_011,8.0,path_grd_mid_elite3_814,0.0,path_grd_mid_small_043,8.0,,,,,,,,,,2220010141,Drop,2220010141,Drop,2220010141,Drop,2220010141,Drop,2220020141,Dash,3320010241,Dash,2220040141,Dash,1320060241,Dash,2220010141,Drop,2220010141,Drop,2220010141,Drop,2220010141,Drop,2220020141,Dash,3320010241,Dash,2220040141,Drop,1320060141,Drop,2220010141,Drop,2220010141,Drop,2220010141,Drop,2220010141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
