stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6500101,wave_eventdungeon_001,Campaign,90,5,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Day,ibg_desert_001,65,7,0,3310010111,path_fly_close_special_044,path_fly_mid_small_042,12.0,path_grd_close_special_064,,path_fly_close_special_044,0.0,path_fly_close_small_029,11.0,path_fly_close_special_046,5.0,,,,,,,1110010111,Drop,1110010111.0,Drop,1110010111.0,Drop,1310020211.0,Drop,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,2120010111.0,Jump,2120010111.0,Jump,2120010111.0,Jump,2120010111.0,Jump,1110010111.0,Jump,1110010111.0,Jump,2210010111.0,Drop,3310010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,3210030111.0,Drop,1110010111.0,Dash,1110010111.0,Dash,1110010111.0,Dash,1110010111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6500102,wave_eventdungeon_001,Campaign,90,5,True,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Day,ibg_desert_001,15,18,0,1320040111,path_grd_mid_small_049,path_grd_close_small_054,7.0,path_fly_mid_small_039,4.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_070,7.0,,,,,,,,,3120010111,Drop,3120010111.0,Drop,3120010111.0,Drop,2220040111.0,Dash,1220040111.0,Drop,1220040111.0,Drop,1220040111.0,Drop,2320050211.0,Drop,3210020111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,1220040111.0,Jump,1220040111.0,Jump,2220040111.0,Dash,1320040111.0,Drop,1220040111.0,Dash,1220040111.0,Dash,1220040111.0,Dash,3220020111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500103,wave_eventdungeon_001,Campaign,90,5,True,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Day,ibg_desert_001,21,12,0,2320030111,path_grd_close_small_048,path_grd_mid_small_070,7.0,path_fly_close_small_029,7.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_043,8.0,,,,,,,,,3220010111,Drop,3220010111.0,Drop,3220010111.0,Drop,2320030211.0,Drop,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,3220070111.0,Dash,3210020111.0,Drop,3210020111.0,Drop,3210020111.0,Drop,3210020111.0,Drop,3220010111.0,Jump,3220010111.0,Jump,2220010111.0,Drop,2320030111.0,Drop,3220010111.0,Dash,3220010111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500104,wave_eventdungeon_001,Campaign,90,5,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Day,ibg_desert_001,0,18,15,1320030111,path_grd_mid_small_043,path_grd_far_small_071,6.0,path_fly_mid_small_039,6.0,path_grd_far_elite1_803,0.0,path_fly_mid_small_030,,,,,,,,,,1220010111,Dash,1220010111.0,Dash,3220060111.0,Jump,3220060111.0,Jump,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,2320030211.0,Dash,1210010111.0,Drop,1210030111.0,Drop,1210010111.0,Drop,1210030111.0,Drop,3220060111.0,Jump,3220060111.0,Jump,1220010111.0,Drop,1320030111.0,Drop,1210030111.0,Drop,1210030111.0,Drop,1210030111.0,Drop,1210030111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500105,wave_eventdungeon_001,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Day,ibg_desert_001,6,51,0,2320050111,path_grd_mid_special_025,path_fly_mid_small_030,10.0,path_grd_close_small_013,4.0,path_grd_mid_elite1_802,0.0,path_grd_mid_special_025,6.0,path_grd_mid_small_043,3.0,,,,,,,1120010111,Jump,1120010111.0,Jump,3220050111.0,Drop,2320050211.0,Drop,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,3210040111.0,Drop,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,1220050111.0,Drop,2320050111.0,Drop,3120010111.0,Dash,3120010111.0,Dash,1220050111.0,Drop,2220040111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6500106,wave_eventdungeon_001,Campaign,90,5,True,False,point_grd_wasteland_005,point_fly_wasteland_005,sbg_wasteland_005,Wasteland,Day,ibg_wasteland_001,0,30,0,2320060111,path_grd_mid_small_070,path_fly_mid_small_039,,path_grd_mid_small_034,7.0,path_grd_mid_small_068,0.0,path_grd_mid_small_037,10.0,,,,,,,,,3220050111,Dash,3220050111.0,Dash,3220050111.0,Dash,2220050111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,1210040111.0,Dash,1310010211.0,Dash,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,2220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,2220050111.0,Drop,2320060111.0,Drop,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,2220050111.0,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500107,wave_eventdungeon_001,Campaign,90,5,True,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Day,ibg_wasteland_001,24,12,0,1310020111,path_fly_mid_small_002,path_grd_close_elite1_801,6.0,path_fly_close_small_029,,path_fly_close_elite1_801,0.0,path_grd_mid_small_052,6.0,,,,,,,,,2210010111,Drop,2210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,3220040111.0,Jump,3220040111.0,Jump,2220040111.0,Dash,2320010211.0,Dash,3210010111.0,Drop,3210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Dash,2210010111.0,Dash,3210030111.0,Drop,1310020111.0,Drop,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500108,wave_eventdungeon_001,Campaign,90,5,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_000,CityForestUnder,Day,ibg_cityforestunder_001,0,24,12,3320010111,path_fly_far_small_019,path_fly_mid_elite1_802,6.0,path_grd_mid_small_058,,path_grd_mid_elite1_802,0.0,path_fly_far_small_040,6.0,,,,,,,,,3210010111,Drop,3210010111.0,Drop,2210010111.0,Dash,2210010111.0,Dash,3210010111.0,Drop,3210010111.0,Drop,3210030111.0,Dash,1310020211.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Dash,3220040111.0,Jump,3220040111.0,Jump,2220040111.0,Drop,3320010111.0,Drop,2210010111.0,Dash,2210010111.0,Dash,2210010111.0,Dash,2210010111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500109,wave_eventdungeon_001,Campaign,90,5,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,21,15,0,3320040111,path_grd_close_small_010,path_grd_mid_elite1_802,6.0,path_fly_close_small_029,,path_grd_close_elite1_801,0.0,path_grd_mid_small_043,,,,,,,,,,2220010111,Jump,3220020111.0,Jump,2220010111.0,Jump,3220020111.0,Jump,2220010111.0,Dash,2220010111.0,Dash,3220020111.0,Drop,2320060211.0,Drop,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,1210040111.0,Drop,2220010111.0,Dash,2220010111.0,Dash,3220020111.0,Drop,3320040111.0,Drop,2220010111.0,Dash,3220020111.0,Dash,2220010111.0,Dash,3220020111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500110,wave_eventdungeon_001,Campaign,180,5,False,False,point_grd_blacksmith_01,point_fly_blacksmith_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforestunder_001,0,0,1,1520030111,b_grd_blacksmith_01,,,,,,,,,,,,,,,,,1520030111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
