stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/4/private_monster_count,wave_data/2/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,mod_value,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6230251,wave_tower_missilis_004,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,3310010111.0,path_grd_mid_small_037,3220060111,Dash,2220040111.0,Dash,3220060111.0,Dash,1320040211.0,Dash,path_grd_far_small_041,7.0,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,2220050111.0,Dash,path_fly_far_small_031,1210010111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,3210030111.0,Drop,path_fly_mid_elite2_805,0.0,1210010111.0,Jump,1210010111.0,Jump,3210030111.0,Drop,3310010111.0,Drop,path_grd_far_small_044,3220060111.0,Dash,2220040111.0,Dash,3220060111.0,Dash,2220040111.0,Dash,0,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230252,wave_tower_missilis_004,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,1320060111.0,path_grd_far_small_059,3220040111,Dash,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Dash,path_grd_mid_elite1_802,7.0,3220040111.0,Drop,3220040111.0,Drop,1220050111.0,Dash,1320060211.0,Dash,path_fly_mid_small_005,3210020111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,3210030111.0,Dash,path_grd_mid_elite1_802,0.0,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Drop,2320030211.0,Drop,path_grd_far_small_074,3220040111.0,Dash,2220040111.0,Dash,3220040111.0,Dash,1320060111.0,Dash,0,24,12,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230253,wave_tower_missilis_004,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,2320070111.0,path_grd_mid_special_065,3120010111,Dash,3120010111.0,Dash,2220020111.0,Drop,2320070211.0,Drop,path_grd_far_small_074,12.0,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,3220080111.0,Dash,path_fly_mid_small_005,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Dash,path_fly_mid_elite1_802,0.0,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Drop,2310040211.0,Drop,path_grd_far_small_071,2220020111.0,Dash,2220020111.0,Dash,3220060111.0,Dash,2320070111.0,Jump,0,30,12,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230254,wave_tower_missilis_004,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,2320030111.0,path_grd_close_small_067,3220030111,Dash,3220030111.0,Dash,3220030111.0,Drop,2320020211.0,Drop,path_grd_mid_small_012,,3220030111.0,Dash,3220030111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,path_grd_mid_small_046,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,path_grd_close_elite1_801,0.0,2120010111.0,Jump,2120010111.0,Jump,2220040111.0,Drop,3320050211.0,Drop,path_grd_mid_small_043,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,2320030111.0,Dash,30,18,0,6.0,4.0,path_grd_close_special_064,3.0,2120010111.0,Dash,2120010111.0,Dash,1220050111.0,Drop,1220050111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230255,wave_tower_missilis_004,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,3310040111.0,path_grd_mid_elite1_802,3220050111,Jump,3220050111.0,Jump,2220050111.0,Drop,2320030211.0,Drop,path_fly_close_small_029,9.0,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,1310010211.0,Drop,path_grd_mid_small_043,3220050111.0,Dash,3220020111.0,Dash,3220050111.0,Dash,3220020111.0,Dash,path_grd_mid_elite3_811,0.0,3220020111.0,Dash,2320030211.0,Drop,2320030211.0,Drop,2320030211.0,Drop,path_fly_mid_small_030,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,3310040111.0,Drop,12,36,0,10.0,6.0,path_grd_close_small_042,6.0,3220050111.0,Dash,3220020111.0,Dash,3220050111.0,Dash,3220020111.0,Dash,path_grd_mid_small_043,8.0,3220050111.0,Jump,3220020111.0,Jump,3220050111.0,Jump,3220020111.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230256,wave_tower_missilis_004,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,3320020111.0,path_grd_mid_small_055,1220060111,Drop,1220060111.0,Drop,1220060111.0,Drop,2220040111.0,Drop,path_grd_far_elite1_803,7.0,1220060111.0,Dash,1220060111.0,Dash,3220070111.0,Dash,1320010211.0,Dash,path_fly_mid_small_030,1210020111.0,Dash,1210020111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,path_grd_far_elite1_803,0.0,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Drop,3320020111.0,Drop,path_grd_mid_small_043,1220060111.0,Jump,1220060111.0,Jump,1220060111.0,Jump,3220020111.0,Dash,0,18,18,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230257,wave_tower_missilis_004,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,3320010111.0,path_grd_mid_special_025,1120010111,Jump,1120010111.0,Jump,3220050111.0,Drop,2320050211.0,Drop,path_fly_close_small_029,7.0,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Dash,path_grd_mid_small_058,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,path_grd_mid_elite1_802,0.0,3220050111.0,Dash,3220050111.0,Dash,2220040111.0,Drop,2320050211.0,Drop,path_grd_close_small_045,3220040111.0,Jump,3220040111.0,Jump,3220040111.0,Jump,3320010111.0,Dash,12,30,0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230258,wave_tower_missilis_004,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,2320020111.0,path_grd_mid_special_025,1120010111,Jump,1120010111.0,Jump,3220020111.0,Drop,3320050211.0,Drop,path_fly_mid_small_036,7.0,3210030111.0,Dash,2210040111.0,Dash,3210010111.0,Dash,2210040111.0,Dash,path_grd_mid_small_058,3220030111.0,Dash,3220030111.0,Dash,3220030111.0,Dash,2220040111.0,Dash,path_fly_mid_small_042,,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Drop,3210010111.0,Drop,path_fly_mid_small_030,1210010111.0,Drop,1210010111.0,Drop,2210040111.0,Drop,1310010211.0,Drop,0,54,0,0.0,7.0,path_grd_mid_elite1_802,,3220030111.0,Dash,3220030111.0,Dash,2220040111.0,Drop,2320020111.0,Jump,path_grd_mid_small_043,,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230259,wave_tower_missilis_004,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,1320040111.0,path_grd_mid_elite2_808,1220010111,Dash,1220010111.0,Dash,2320030211.0,Drop,1320040211.0,Drop,path_grd_close_small_042,10.0,1220010111.0,Dash,3220020111.0,Dash,1220010111.0,Dash,3220020111.0,Dash,path_fly_close_small_029,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,3210030111.0,Drop,path_grd_mid_small_070,10.0,1220010111.0,Dash,1220010111.0,Dash,1220010111.0,Dash,3220020111.0,Drop,path_grd_close_elite1_801,1220010111.0,Jump,1220010111.0,Jump,2320030211.0,Drop,2220050111.0,Drop,21,30,0,0.0,6.0,path_grd_mid_elite2_808,10.0,1120010111.0,Drop,2220050111.0,Drop,3320080211.0,Drop,1320040111.0,Drop,path_fly_mid_small_053,5.0,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,3210030111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230260,wave_tower_missilis_004,Campaign,180,6,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_001,3421010111.0,path_grd_mid_centurion_902,3421010111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
