stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/5/private_monster_count,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count
6420021,wave_simulationroom_005,Campaign,90,5,True,False,point_grd_arkcity_005_oc,point_fly_arkcity_005_oc,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,3320070111,path_grd_close_small_001,2220020111,Drop,2220020111.0,Drop,2220020111.0,Dash,2220020111.0,Dash,path_grd_close_special_024,4.0,3220030111,Drop,1120010111.0,Drop,1120010111.0,Drop,3320070211.0,Drop,path_fly_mid_small_050,7.0,2210010111,Dash,2210010111.0,Dash,2210010111.0,Dash,3210030111.0,Dash,path_grd_close_elite1_801,0.0,3220030111,Dash,3220030111.0,Dash,2220040111.0,Drop,3320070111.0,Drop,path_grd_mid_small_043,7.0,2220020111,Dash,2220020111.0,Dash,2220020111.0,Dash,3220050111.0,Dash,30,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420022,wave_simulationroom_005,Campaign,90,5,True,False,point_grd_arkcity_003_oc,point_fly_arkcity_003_oc,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,2320010111,path_fly_mid_small_018,2210010111,Drop,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,path_grd_mid_elite1_802,,2220030111,Dash,3120010111.0,Dash,3220080111.0,Drop,2320010211.0,Drop,path_fly_mid_small_036,7.0,2210010111,Drop,2210010111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,path_grd_mid_elite1_802,0.0,2220030111,Dash,2220030111.0,Dash,3220080111.0,Drop,2320010111.0,Drop,path_fly_mid_small_027,8.0,3210040111,Drop,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,0,42,0,path_grd_mid_small_043,2220030111.0,Dash,1220050111.0,Dash,2220030111.0,Dash,1220050111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420023,wave_simulationroom_005,Campaign,90,7,True,False,point_grd_arkcity_004_oc,point_fly_arkcity_004_oc,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,2310050111,path_grd_mid_small_002,2220030111,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,path_grd_mid_elite2_808,5.0,2220030111,Dash,3120010111.0,Dash,3220060111.0,Drop,1320030211.0,Drop,path_fly_mid_small_050,8.0,3210010111,Drop,3210010111.0,Drop,3210010111.0,Drop,3210030111.0,Dash,path_fly_mid_elite1_802,0.0,3210010111,Dash,1210010111.0,Dash,3210030111.0,Drop,2310050111.0,Drop,path_fly_mid_small_021,8.0,1210010111,Drop,3210010111.0,Drop,3210010111.0,Drop,1210010111.0,Drop,0,42,0,path_grd_mid_small_043,2220030111.0,Dash,2220030111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420024,wave_simulationroom_005,Campaign,90,7,True,False,point_grd_arkcity_002_oc,point_fly_arkcity_002_oc,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,3320080111,path_grd_mid_small_070,1220010111,Drop,1220010111.0,Drop,1220010111.0,Drop,2220040111.0,Dash,path_fly_mid_small_033,,1210020111,Dash,1210020111.0,Dash,1210020111.0,Dash,1310020211.0,Drop,path_grd_mid_elite1_802,9.0,1220010111,Drop,1220010111.0,Drop,3220070111.0,Drop,3320080211.0,Drop,path_grd_far_small_044,,1220010111,Drop,3220070111.0,Drop,1220010111.0,Drop,3220070111.0,Drop,path_grd_far_small_071,0.0,3220070111,Drop,1220010111.0,Drop,3220070111.0,Drop,2220040111.0,Dash,0,36,12,path_grd_mid_elite2_808,1220010111.0,Dash,3220070111.0,Dash,2320010211.0,Drop,3320080111.0,Drop,path_fly_mid_small_030,8.0,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420025,wave_simulationroom_005,Campaign,90,7,True,False,point_grd_arkcity_001_oc,point_fly_arkcity_001_oc,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,3320060111,path_grd_mid_small_002,2220030111,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,path_grd_mid_small_068,5.0,1220040111,Dash,1220040111.0,Dash,2220050111.0,Dash,2320020211.0,Drop,path_grd_mid_elite1_802,10.0,2220030111,Jump,1220040111.0,Jump,3220060111.0,Drop,3320060211.0,Drop,path_fly_close_small_001,,2210020111,Dash,2210040111.0,Dash,2210020111.0,Dash,2210040111.0,Dash,path_grd_mid_small_068,0.0,2220030111,Dash,2220030111.0,Dash,2220050111.0,Dash,2320020211.0,Drop,12,42,0,path_grd_mid_elite2_805,1220040111.0,Jump,3220060111.0,Jump,3320060211.0,Drop,3320060111.0,Drop,path_fly_close_small_035,,2210020111.0,Dash,2210020111.0,Dash,2210040111.0,Dash,2210040111.0,Dash,path_grd_mid_small_043,8.0,2220030111.0,Drop,2220030111.0,Drop,2220030111.0,Drop,2220030111.0,Drop,,,,,,,,,,,,,,,,,,,,,
6421021,wave_simulationroom_005,Campaign,90,5,True,False,point_grd_arkcity_005_oc,point_fly_arkcity_005_oc,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,3320070121,path_grd_close_small_001,2220020121,Drop,2220020121.0,Drop,2220020121.0,Dash,2220020121.0,Dash,path_grd_close_special_024,4.0,3220030121,Drop,1120010121.0,Drop,1120010121.0,Drop,3320070221.0,Drop,path_fly_mid_small_050,7.0,2210010121,Dash,2210010121.0,Dash,2210010121.0,Dash,3210030121.0,Dash,path_grd_close_elite1_801,0.0,3220030121,Dash,3220030121.0,Dash,2220040121.0,Drop,3320070121.0,Drop,path_grd_mid_small_043,7.0,2220020121,Dash,2220020121.0,Dash,2220020121.0,Dash,3220050121.0,Dash,30,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6421022,wave_simulationroom_005,Campaign,90,5,True,False,point_grd_arkcity_003_oc,point_fly_arkcity_003_oc,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,2320010121,path_fly_mid_small_018,2210010121,Drop,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,path_grd_mid_elite1_802,,2220030121,Dash,3120010121.0,Dash,3220080121.0,Drop,2320010221.0,Drop,path_fly_mid_small_036,7.0,2210010121,Drop,2210010121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,path_grd_mid_elite1_802,0.0,2220030121,Dash,2220030121.0,Dash,3220080121.0,Drop,2320010121.0,Drop,path_fly_mid_small_027,8.0,3210040121,Drop,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,0,42,0,path_grd_mid_small_043,2220030121.0,Dash,1220050121.0,Dash,2220030121.0,Dash,1220050121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6421023,wave_simulationroom_005,Campaign,90,7,True,False,point_grd_arkcity_004_oc,point_fly_arkcity_004_oc,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,2310050121,path_grd_mid_small_002,2220030121,Dash,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,path_grd_mid_elite2_808,5.0,2220030121,Dash,3120010121.0,Dash,3220060121.0,Drop,1320030221.0,Drop,path_fly_mid_small_050,8.0,3210010121,Drop,3210010121.0,Drop,3210010121.0,Drop,3210030121.0,Dash,path_fly_mid_elite1_802,0.0,3210010121,Dash,1210010121.0,Dash,3210030121.0,Drop,2310050121.0,Drop,path_fly_mid_small_021,8.0,1210010121,Drop,3210010121.0,Drop,3210010121.0,Drop,1210010121.0,Drop,0,42,0,path_grd_mid_small_043,2220030121.0,Dash,2220030121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6421024,wave_simulationroom_005,Campaign,90,7,True,False,point_grd_arkcity_002_oc,point_fly_arkcity_002_oc,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,3320080121,path_grd_mid_small_070,1220010121,Drop,1220010121.0,Drop,1220010121.0,Drop,2220040121.0,Dash,path_fly_mid_small_033,,1210020121,Dash,1210020121.0,Dash,1210020121.0,Dash,1310020221.0,Drop,path_grd_mid_elite1_802,9.0,1220010121,Drop,1220010121.0,Drop,3220070121.0,Drop,3320080221.0,Drop,path_grd_far_small_044,,1220010121,Drop,3220070121.0,Drop,1220010121.0,Drop,3220070121.0,Drop,path_grd_far_small_071,0.0,3220070121,Drop,1220010121.0,Drop,3220070121.0,Drop,2220040121.0,Dash,0,36,12,path_grd_mid_elite2_808,1220010121.0,Dash,3220070121.0,Dash,2320010221.0,Drop,3320080121.0,Drop,path_fly_mid_small_030,8.0,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6421025,wave_simulationroom_005,Campaign,90,7,True,False,point_grd_arkcity_001_oc,point_fly_arkcity_001_oc,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,3320060121,path_grd_mid_small_002,2220030121,Dash,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,path_grd_mid_small_068,5.0,1220040121,Dash,1220040121.0,Dash,2220050121.0,Dash,2320020221.0,Drop,path_grd_mid_elite1_802,10.0,2220030121,Jump,1220040121.0,Jump,3220060121.0,Drop,3320060221.0,Drop,path_fly_close_small_001,,2210020121,Dash,2210040121.0,Dash,2210020121.0,Dash,2210040121.0,Dash,path_grd_mid_small_068,0.0,2220030121,Dash,2220030121.0,Dash,2220050121.0,Dash,2320020221.0,Drop,12,42,0,path_grd_mid_elite2_805,1220040121.0,Jump,3220060121.0,Jump,3320060221.0,Drop,3320060121.0,Drop,path_fly_close_small_035,,2210020121.0,Dash,2210020121.0,Dash,2210040121.0,Dash,2210040121.0,Dash,path_grd_mid_small_043,8.0,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,,,,,,,,,,,,,,,,,,,,,
