stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6025001,wave_campaign_normal_011,Campaign,90,5,True,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Day,ibg_cityforestunder_001,0,24,12,,3320070141.0,path_grd_mid_small_002,path_grd_mid_elite1_802,7.0,path_grd_far_small_053,,path_grd_mid_elite1_802,0.0,path_grd_far_small_044,,,,,,,,,,,2220030141,Jump,2220030141.0,Jump,2220030141.0,Dash,2220040141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,3320070241.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Drop,3320070141.0,Drop,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6025002,wave_campaign_normal_011,Campaign,90,5,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Day,ibg_cityforestunder_001,0,30,15,,1310020141.0,path_grd_far_small_053,path_grd_mid_elite1_802,6.0,path_fly_mid_small_050,,path_fly_far_elite1_803,0.0,path_grd_mid_special_065,6.0,,,,,,,,,,1220060141,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,1220020141.0,Jump,1220020141.0,Jump,1220020141.0,Jump,2320010241.0,Jump,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,3210030141.0,Drop,1210030141.0,Jump,1210030141.0,Jump,1210040141.0,Drop,1310020141.0,Drop,1220060141.0,Dash,1220060141.0,Dash,3220040141.0,Drop,3220040141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6025003,wave_campaign_normal_011,Campaign,90,7,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,33,24,0,,2310050141.0,path_grd_close_small_042,path_grd_mid_elite2_805,,path_grd_close_small_048,7.0,path_fly_close_small_038,10.0,path_fly_close_elite2_807,0.0,path_fly_mid_elite1_802,10.0,path_grd_close_small_048,6.0,path_grd_mid_small_043,12.0,,,,3220030141,Dash,1220050141.0,Dash,3220030141.0,Dash,1220050141.0,Dash,3220030141.0,Drop,2220040141.0,Drop,1320040241.0,Dash,1320040241.0,Dash,1220040141.0,Drop,1220040141.0,Drop,1220040141.0,Drop,1220050141.0,Drop,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,3210030141.0,Dash,2110010141.0,Dash,2110010141.0,Dash,3310050241.0,Dash,3310050241.0,Dash,2110010141.0,Jump,2110010141.0,Jump,3210030141.0,Dash,2310050141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,1220050141.0,Drop,1220040141.0,Dash,1220050141.0,Dash,1220040141.0,Dash,1220050141.0,Dash,,,,,,,,,,,,,,,,
6025004,wave_campaign_normal_011,Campaign,90,5,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,0,18,24,,3320020141.0,path_grd_mid_small_043,path_grd_far_elite1_803,7.0,path_grd_far_small_044,4.0,path_grd_mid_small_070,11.0,path_grd_far_elite1_803,0.0,path_grd_mid_small_073,5.0,,,,,,,,2220030141,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,1120010141.0,Dash,1120010141.0,Dash,3220070141.0,Drop,3320020241.0,Drop,2220030141.0,Dash,3220070141.0,Dash,2220030141.0,Dash,3220070141.0,Dash,1120010141.0,Jump,1120010141.0,Jump,1120010141.0,Jump,2220040141.0,Jump,2220030141.0,Dash,2220030141.0,Dash,3220070141.0,Drop,3320020141.0,Drop,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6025005,wave_campaign_normal_011,Campaign,90,5,True,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,15,21,0,,3320080141.0,path_grd_close_small_001,path_fly_mid_small_030,,path_grd_mid_elite1_802,8.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_049,10.0,,,,,,,,,,3220050141,Drop,3220050141.0,Drop,1220060141.0,Dash,1220060141.0,Dash,1210020141.0,Drop,1210020141.0,Drop,1210020141.0,Drop,1210020141.0,Drop,3220050141.0,Dash,3220050141.0,Dash,3220020141.0,Drop,3320080241.0,Drop,1220060141.0,Jump,1220060141.0,Jump,3220020141.0,Drop,3320070241.0,Drop,3220050141.0,Jump,3220050141.0,Jump,3220050141.0,Jump,3320080141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6025006,wave_campaign_normal_011,Campaign,90,7,True,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Day,ibg_cityforestunder_001,0,45,0,,2310040141.0,path_grd_mid_small_002,path_grd_mid_small_070,,path_fly_mid_small_042,,path_grd_mid_small_043,,path_fly_mid_elite1_802,0.0,path_grd_mid_small_061,4.0,path_grd_mid_small_043,,,,,,,3220050141,Drop,3220050141.0,Drop,3220050141.0,Drop,3220020141.0,Drop,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3320040241.0,Dash,1210030141.0,Drop,2310060241.0,Drop,1210030141.0,Drop,2310040241.0,Drop,3220050141.0,Dash,3220020141.0,Dash,3220050141.0,Dash,3220020141.0,Dash,1210030141.0,Drop,1210030141.0,Drop,2310060241.0,Drop,2310040141.0,Drop,3220020141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3320040241.0,Dash,3220020141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3320040241.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6025007,wave_campaign_normal_011,Campaign,90,5,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,0,30,15,,3310050141.0,path_grd_far_small_053,path_fly_mid_elite1_802,6.0,path_fly_mid_small_050,,path_fly_far_elite1_803,0.0,path_grd_mid_special_065,6.0,,,,,,,,,,1220060141,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,1210030141.0,Jump,1210030141.0,Jump,1210030141.0,Jump,3310050241.0,Jump,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,3210030141.0,Drop,1210030141.0,Jump,1210030141.0,Jump,1210040141.0,Drop,3310050141.0,Drop,1220060141.0,Dash,1220060141.0,Dash,3220040141.0,Drop,3220040141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6025008,wave_campaign_normal_011,Campaign,90,7,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Day,ibg_cityforestunder_001,21,27,0,,3320030141.0,path_grd_mid_small_002,path_fly_close_small_017,5.0,path_fly_mid_small_027,10.0,path_grd_close_elite3_813,,path_grd_mid_elite1_802,0.0,path_fly_mid_small_036,10.0,path_grd_close_small_042,,,,,,,3220050141,Dash,3220050141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,3210030141.0,Drop,3310030241.0,Drop,1220050141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,1220050141.0,Dash,3220050141.0,Dash,3220040141.0,Dash,3320030141.0,Drop,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6025009,wave_campaign_normal_011,Campaign,90,7,True,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,18,33,0,,3310040141.0,path_fly_mid_small_018,path_fly_close_small_049,4.0,path_fly_mid_elite2_808,9.0,path_fly_close_small_035,,path_fly_mid_elite2_805,0.0,path_fly_mid_elite1_802,8.0,path_fly_close_small_049,,,,,,,2210010141,Dash,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,1210030141.0,Drop,1210030141.0,Drop,1210030141.0,Drop,3310040241.0,Drop,2210010141.0,Drop,2210010141.0,Drop,1310030241.0,Drop,1310030241.0,Drop,2210010141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,2210010141.0,Dash,1210030141.0,Dash,1310030241.0,Drop,3310040141.0,Drop,3210030141.0,Normal,2210010141.0,Drop,2210010141.0,Drop,1310030241.0,Drop,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,3210030141.0,Normal,,,,,,,,,,,,,,,,,,,,,,,,
6025010,wave_campaign_normal_011,Campaign,90,7,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,6,27,0,,1310030141.0,path_grd_mid_small_002,path_fly_mid_small_024,6.0,path_fly_mid_small_024,8.0,path_fly_mid_elite1_802,0.0,path_grd_close_small_072,8.0,,,,,,,,,,1220010141,Dash,1220010141.0,Dash,1120010141.0,Drop,1120010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,2310060241.0,Drop,3210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,2310060241.0,Drop,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Drop,1310030141.0,Drop,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,3220020141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
