stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/2/private_monster_count,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,mod_value,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count
6250001,wave_tower_pilgrim_001,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Pilgrim,ibg_tower_001,1310020141.0,path_fly_mid_small_018,3210010141,Drop,3210010141.0,Drop,2110010141.0,Dash,2110010141.0,Dash,path_fly_close_small_029,6.0,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,1310030241.0,Drop,path_grd_close_small_013,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,path_fly_close_elite1_801,0.0,3210010141.0,Dash,3210010141.0,Dash,2210010141.0,Drop,1310020141.0,Drop,path_fly_mid_small_039,7.0,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,21,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250002,wave_tower_pilgrim_001,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Pilgrim,ibg_tower_001,3310010141.0,path_fly_mid_special_047,2110010141,Dash,2110010141.0,Dash,2110010141.0,Drop,1310020241.0,Drop,path_fly_mid_small_036,12.0,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,path_grd_mid_special_025,3120010141.0,Drop,3120010141.0,Drop,3120010141.0,Drop,3120010141.0,Drop,path_fly_mid_special_016,0.0,2110010141.0,Jump,2110010141.0,Jump,3210010141.0,Drop,3310010141.0,Drop,path_fly_mid_small_042,11.0,3210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,3210030141.0,Drop,15,57,0,path_fly_close_special_044,5.0,2110010141.0,Drop,2110010141.0,Drop,2110010141.0,Drop,2110010141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250003,wave_tower_pilgrim_001,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Pilgrim,ibg_tower_001,3310020141.0,path_fly_close_small_029,3210020141,Drop,3210020141.0,Drop,3210020141.0,Drop,2310020241.0,Drop,path_grd_mid_small_037,7.0,3220010141.0,Dash,3220010141.0,Jump,3220010141.0,Dash,1220050141.0,Jump,path_grd_mid_small_040,3220010141.0,Dash,3220010141.0,Jump,3220010141.0,Dash,1220050141.0,Jump,path_fly_mid_special_016,0.0,3110010141.0,Drop,3110010141.0,Drop,3210020141.0,Drop,3310020141.0,Drop,path_grd_mid_small_012,7.0,3220010141.0,Dash,3220010141.0,Dash,3220010141.0,Dash,2220040141.0,Dash,6,33,0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250004,wave_tower_pilgrim_001,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Pilgrim,ibg_tower_001,1310010141.0,path_grd_close_small_010,3220040141,Jump,3220040141.0,Jump,3220040141.0,Jump,3220040141.0,Jump,path_grd_mid_small_052,,3220030141.0,Dash,3220030141.0,Dash,2220050141.0,Dash,2320060241.0,Dash,path_fly_close_small_029,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,1210040141.0,Drop,path_fly_close_elite1_801,0.0,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Drop,1310010141.0,Drop,path_grd_mid_small_040,10.0,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,2220050141.0,Normal,21,12,0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250005,wave_tower_pilgrim_001,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Pilgrim,ibg_tower_001,1320060141.0,path_grd_close_small_067,1220010141,Dash,1220010141.0,Dash,2220040141.0,Drop,2320020241.0,Drop,path_grd_mid_elite2_805,,2220010141.0,Dash,2220010141.0,Dash,2320050241.0,Dash,2320050241.0,Dash,path_fly_close_small_049,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,3210030141.0,Dash,path_grd_mid_small_043,12.0,1220010141.0,Dash,1220010141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,path_grd_mid_small_049,0.0,1220050141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,21,36,0,path_grd_close_elite2_807,5.0,2220010141.0,Dash,2220010141.0,Dash,1320030241.0,Drop,1320060141.0,Drop,,path_grd_mid_special_025,1220010141.0,Dash,1220010141.0,Dash,1220050141.0,Drop,2220040141.0,Drop,,,,,,,,,,,,,,,,,,,,,,
6250006,wave_tower_pilgrim_001,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Pilgrim,ibg_tower_001,2320020141.0,path_grd_close_small_067,3220060141,Dash,3220060141.0,Dash,2220050141.0,Drop,2320020241.0,Drop,path_grd_mid_small_070,7.0,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,3220020141.0,Dash,path_grd_mid_special_065,2120010141.0,Dash,2120010141.0,Dash,3220060141.0,Drop,3220060141.0,Drop,path_grd_close_elite1_801,0.0,3220060141.0,Dash,3220060141.0,Dash,3220020141.0,Drop,2320020141.0,Drop,path_grd_mid_small_073,7.0,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,2220050141.0,Dash,15,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250007,wave_tower_pilgrim_001,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Pilgrim,ibg_tower_001,2320050141.0,path_grd_close_small_048,1220040141,Drop,1220040141.0,Drop,1220040141.0,Drop,2320050241.0,Drop,path_grd_close_small_069,,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,1220050141.0,Drop,path_fly_mid_small_039,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,path_grd_close_elite1_801,0.0,3120010141.0,Dash,3120010141.0,Dash,1220050141.0,Drop,2320050141.0,Drop,path_grd_close_special_064,6.0,2120010141.0,Dash,2120010141.0,Dash,1220050141.0,Drop,1220050141.0,Drop,42,6,0,path_grd_close_small_042,3.0,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250008,wave_tower_pilgrim_001,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Pilgrim,ibg_tower_001,1310020141.0,path_fly_mid_small_002,2210010141,Drop,2210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,path_grd_close_elite1_801,6.0,3220040141.0,Jump,3220040141.0,Jump,2220040141.0,Dash,2320010241.0,Dash,path_fly_close_small_029,3210010141.0,Drop,3210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,path_fly_close_elite1_801,0.0,2210010141.0,Dash,2210010141.0,Dash,3210030141.0,Drop,1310020141.0,Drop,path_grd_mid_small_052,6.0,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250009,wave_tower_pilgrim_001,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Pilgrim,ibg_tower_001,3310020141.0,path_grd_far_small_062,2220030141,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,path_grd_mid_elite1_802,7.0,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Drop,3320060241.0,Drop,path_fly_mid_small_030,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,path_fly_mid_elite1_802,0.0,2210010141.0,Drop,2210010141.0,Drop,3210030141.0,Drop,3310020141.0,Drop,path_grd_far_special_063,6.0,2220030141.0,Jump,2220030141.0,Jump,2220030141.0,Jump,2220040141.0,Dash,0,24,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250010,wave_tower_pilgrim_001,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Pilgrim,ibg_tower_001,3320070141.0,path_grd_close_small_054,3220040141,Drop,3220040141.0,Drop,3220040141.0,Drop,1320030241.0,Drop,path_grd_mid_elite1_802,8.0,2220030141.0,Dash,2220030141.0,Dash,3220020141.0,Drop,3320070241.0,Drop,path_grd_mid_small_043,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,path_grd_close_small_069,11.0,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3220020141.0,Dash,path_fly_close_elite2_807,0.0,3210010141.0,Dash,3210010141.0,Dash,1310030241.0,Dash,1310030241.0,Dash,21,30,0,path_grd_mid_elite1_802,10.0,2220030141.0,Jump,2220030141.0,Jump,2220040141.0,Drop,3320070141.0,Drop,4.0,path_grd_mid_small_043,2220030141.0,Dash,2220040141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,5.0,,,,,,,,,,,,,,,,,,,,,
