stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/1/private_monster_count,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,mod_value,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type
7000001,wave_campaign_hard_001,Campaign,90,2,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_000,CityForestUnder,Night,ibg_cityforestunder_001,2320020111.0,path_grd_close_small_001,1120010111,Drop,1120010111.0,Dash,1120010111.0,Dash,1120010111.0,Jump,path_fly_close_small_001,1110010111.0,Drop,1210010111.0,Dash,1210010111.0,Jump,1310010211.0,Drop,path_grd_mid_small_002,0.0,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,2320020111.0,Drop,12,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000002,wave_campaign_hard_001,Campaign,90,4,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Night,ibg_cityforestunder_001,1320040111.0,path_grd_mid_small_002,2220030111,Drop,2220030111.0,Drop,3120010111.0,Normal,3120010111.0,Normal,path_grd_close_small_039,3220050111.0,Jump,3220050111.0,Jump,3220010111.0,Dash,2320020211.0,Drop,path_grd_close_small_014,,1120010111.0,Jump,1120010111.0,Jump,1120010111.0,Drop,1120010111.0,Jump,18,12,0,path_grd_close_small_048,0.0,2120010111.0,Normal,3120010111.0,Dash,3120010111.0,Jump,1320040111.0,Drop,path_grd_mid_small_005,1120010111.0,Drop,1120010111.0,Drop,1220010111.0,Drop,1220010111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000003,wave_campaign_hard_001,Campaign,90,2,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Night,ibg_cityforestunder_001,3310010111.0,path_fly_far_small_037,1110010111,Dash,2210020111.0,Drop,2210020111.0,Drop,1110010111.0,Dash,path_fly_mid_small_024,1210010111.0,Drop,3210020111.0,Drop,3210020111.0,Jump,1310010211.0,Drop,path_grd_mid_small_055,,2120010111.0,Jump,3220020111.0,Jump,3220020111.0,Jump,1220010111.0,Drop,6,12,12,path_fly_far_small_006,0.0,2210020111.0,Dash,1210020111.0,Dash,1210020111.0,Drop,3310010111.0,Drop,path_fly_close_small_052,2110010111.0,Jump,2110010111.0,Jump,1210020111.0,Jump,1210020111.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7001001,wave_campaign_hard_001,Campaign,90,5,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Night,ibg_cityforestunder_001,2310020141.0,path_grd_mid_small_002,1120010141,Jump,1120010141.0,Jump,3220070141.0,Drop,2320010141.0,Dash,path_fly_mid_small_008,1210020141.0,Drop,1210020141.0,Drop,3210010141.0,Jump,2110010141.0,Dash,path_fly_mid_small_005,,3210010141.0,Drop,2110010141.0,Drop,2110010141.0,Drop,1120010141.0,Drop,0,30,0,path_fly_mid_small_008,0.0,2110010141.0,Drop,1210010141.0,Jump,1210010141.0,Dash,2310020141.0,Drop,path_grd_mid_small_037,2120010141.0,Jump,2120010141.0,Jump,1220020141.0,Jump,1220020141.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7001002,wave_campaign_hard_001,Campaign,90,0,True,False,point_grd_cityforest_001,point_fly_cityforest_001,sbg_cityforest_001,CityForestUnder,Night,ibg_cityforest_001,2310020141.0,path_fly_far_small_037,2110010141,Drop,3210010141.0,Drop,3210010141.0,Dash,2110010141.0,Dash,path_fly_mid_small_008,3210020141.0,Drop,3210020141.0,Drop,1210010141.0,Jump,3310010241.0,Jump,path_grd_mid_small_055,,2220030141.0,Drop,3220040141.0,Drop,3220050141.0,Jump,3220050141.0,Jump,0,12,18,path_fly_far_small_009,0.0,3210020141.0,Drop,3210020141.0,Drop,2110010141.0,Jump,2310020141.0,Drop,path_fly_close_small_007,3210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7001003,wave_campaign_hard_001,Campaign,90,0,True,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForest,Night,ibg_cityforestunder_001,2320020141.0,path_fly_mid_small_008,3210010141,Drop,3210010141.0,Jump,3210010141.0,Jump,1310020241.0,Jump,path_fly_mid_small_005,3210010141.0,Jump,3210010141.0,Jump,2110010141.0,Jump,2110010141.0,Drop,path_grd_close_small_010,,3120010141.0,Jump,3220070141.0,Jump,3220050141.0,Drop,3220060141.0,Drop,12,18,0,path_grd_close_small_014,0.0,2120010141.0,Jump,2120010141.0,Jump,3220060141.0,Jump,2320020141.0,Drop,path_grd_mid_small_040,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7001004,wave_campaign_hard_001,Campaign,180,5,False,False,point_grd_blacksmith_01,point_fly_blacksmith_01,sbg_cityforestunderbbg003_001,CityForestUnder,Night,ibg_cityforestunder_001,1520030111.0,b_grd_blacksmith_01,1520030111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7001005,wave_campaign_hard_001,Campaign,180,5,False,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Day,ibg_desert_001,3520010111.0,b_g_alteisen_01,3520010111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7002001,wave_campaign_hard_001,Campaign,90,5,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForest,Night,ibg_cityforestunder_001,3310030121.0,path_grd_close_small_001,3120010121,Drop,3120010121.0,Drop,3220050121.0,Dash,3220050121.0,Dash,path_fly_mid_small_018,3210020121.0,Drop,3210020121.0,Drop,3210030121.0,Drop,3310010221.0,Drop,path_grd_close_small_004,,3120010121.0,Jump,3120010121.0,Jump,3220030121.0,Jump,3220030121.0,Jump,18,12,0,path_fly_mid_small_005,0.0,3210010121.0,Jump,3210010121.0,Jump,3110010121.0,Normal,3310030121.0,Drop,path_grd_close_small_004,3120010121.0,Jump,3120010121.0,Jump,3220030121.0,Jump,3220030121.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7002002,wave_campaign_hard_001,Campaign,90,5,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForest,Night,ibg_cityforestunder_001,3310010121.0,path_grd_mid_small_043,3220050121,Dash,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,path_grd_close_small_004,3220040121.0,Jump,3220040121.0,Jump,3220040121.0,Jump,3320070221.0,Drop,path_grd_mid_small_055,,3120010121.0,Jump,3220030121.0,Random,3220030121.0,Random,3220030121.0,Random,12,18,0,path_fly_close_small_004,0.0,3110010121.0,Random,3210020121.0,Normal,3210020121.0,Normal,3310010121.0,Drop,path_grd_mid_small_055,3120010121.0,Jump,3220030121.0,Random,3220030121.0,Random,3220030121.0,Random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
