stage_id,group_id,spot_mod,ui_theme,battle_time,mod_value,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,target_list/0/name,target_list/0/value,wave_data/0/wave_path,wave_data/0/private_monster_count,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6230401,wave_tower_missilis_006,Campaign,None,90,0,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,0,18,18,target_list,-974947185.0,path_grd_mid_small_055,-1,path_grd_far_elite1_803,7,path_fly_mid_small_030,-1,path_grd_far_elite1_803,0,path_grd_mid_small_043,6,,-1,,-1,,-1,,-1,,-1,1220060111,Drop,1220060111,Drop,1220060111,Drop,-2074927185,Drop,1220060111,Dash,1220060111,Dash,-1074897185,Dash,1320010211,Dash,1210020111,Dash,1210020111,Dash,-1084947185,Dash,-1084947185,Dash,-1074927185,Dash,-1074927185,Dash,-2074927185,Drop,-974947185,Drop,1220060111,Jump,1220060111,Jump,1220060111,Jump,-1074947185,Dash,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6230402,wave_tower_missilis_006,Campaign,None,90,0,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,42,6,0,target_list,-1974917185.0,path_grd_close_small_048,-1,path_grd_close_small_069,-1,path_fly_mid_small_039,4,path_grd_close_elite1_801,0,path_grd_close_special_064,6,path_grd_close_small_042,3,,-1,,-1,,-1,,-1,1220040111,Drop,1220040111,Drop,1220040111,Drop,-1974917085,Drop,1220040111,Dash,1220040111,Dash,1220040111,Dash,1220050111,Drop,-1084927185,Dash,-1084927185,Dash,-1084927185,Dash,-1084927185,Dash,-1174957185,Dash,-1174957185,Dash,1220050111,Drop,-1974957085,Drop,2120010111,Dash,2120010111,Dash,1220050111,Drop,-1974917185,Drop,1220050111,Dash,1220050111,Dash,1220050111,Dash,1220050111,Dash,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6230403,wave_tower_missilis_006,Campaign,None,90,0,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,0,48,0,target_list,1320060111.0,path_fly_mid_small_036,-1,path_grd_mid_elite1_802,7,path_grd_mid_small_058,7,path_fly_mid_small_030,8,path_fly_mid_small_050,0,path_grd_mid_elite1_802,-1,path_grd_mid_small_012,5,,-1,,-1,,-1,-2084957185,Dash,-2084957185,Dash,-2084957185,Jump,-1084937185,Jump,-2074937185,Dash,-2074937185,Dash,-1074947185,Dash,-1974917085,Jump,-2074957185,Dash,-1074917185,Dash,-1074917185,Dash,-2074927185,Dash,1210010111,Dash,1210010111,Dash,-1084937185,Drop,1210010111,Dash,1210030111,Jump,1210030111,Jump,1210030111,Jump,1310010211,Jump,-2074937185,Jump,-2074937185,Jump,-2074927185,Drop,1320060111,Drop,1220060111,Dash,1220060111,Dash,1220060111,Dash,1220060111,Dash,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6230404,wave_tower_missilis_006,Campaign,None,90,0,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,6,42,0,target_list,1310010111.0,path_grd_mid_small_002,-1,path_fly_mid_elite1_802,5,path_fly_mid_small_024,8,path_fly_mid_elite2_805,0,path_fly_close_small_020,9,path_grd_mid_small_043,5,path_fly_mid_small_042,8,,-1,,-1,,-1,-1074927185,Dash,-1074927185,Dash,-1074927185,Dash,-1074927185,Dash,-1084957185,Drop,-1084957185,Drop,-1084917185,Drop,-1984907085,Drop,-1084957185,Dash,-1084957185,Dash,-1084957185,Dash,-1084957185,Dash,-1084957185,Drop,-1084957185,Drop,-1984907085,Drop,1310010111,Drop,-1084917185,Drop,-1084957185,Drop,-1084957185,Drop,-1084957185,Drop,-1074927185,Dash,-1074927185,Dash,-1074927185,Dash,-1074927185,Dash,-1084917185,Drop,-1074927185,Drop,-1074927185,Drop,-1074927185,Drop,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6230405,wave_tower_missilis_006,Defense,None,90,20,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,12,60,0,,,path_grd_mid_elite1_802,-1,path_grd_close_small_067,12,path_grd_mid_special_025,10,path_fly_close_small_004,-1,path_grd_mid_elite2_805,3,path_fly_mid_small_030,12,path_fly_mid_small_005,-1,path_grd_mid_small_076,10,path_fly_mid_elite2_808,-1,,-1,1220060111,Normal,1220060111,Normal,-2074927185,Drop,1320060211,Drop,-1074917185,Dash,-1074917185,Dash,-1074947185,Normal,-1074947185,Normal,2120010111,Jump,2120010111,Jump,1220060111,Dash,-2074927185,Dash,-2084947185,Drop,-2084947185,Drop,-2084947185,Drop,-2084947185,Drop,-1074917185,Drop,-1074917185,Drop,1320060211,Drop,1320060111,Normal,-2084947185,Drop,-2084947185,Drop,-2084947185,Drop,-1984937085,Dash,-2084947185,Dash,-2084947185,Dash,-2084947185,Dash,-2084947185,Dash,-1074917185,Jump,-1074917185,Jump,-2074927185,Jump,-2074927185,Jump,1210020111,Drop,1210020111,Drop,-984917085,Drop,-984917085,Drop,0,None,0,None,0,None,0,None
6230406,wave_tower_missilis_006,Campaign,None,90,0,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,0,36,0,target_list,-984917185.0,path_grd_mid_small_070,-1,path_fly_mid_elite2_808,7,path_grd_mid_small_058,7,path_fly_mid_elite1_802,0,path_grd_mid_small_040,6,,-1,,-1,,-1,,-1,,-1,1220010111,Dash,1220010111,Dash,1220010111,Jump,-2074917185,Jump,1210010111,Dash,-2084927185,Dash,1210010111,Dash,-1084937185,Dash,-1074937185,Dash,-1074937185,Dash,-1074937185,Dash,-2074927185,Dash,-2084947185,Dash,-2084947185,Dash,1210010111,Drop,-984917185,Drop,-2074947185,Dash,-1074907185,Jump,-2074947185,Dash,-1074907185,Jump,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6230407,wave_tower_missilis_006,Campaign,None,90,0,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,12,45,15,target_list,-984927185.0,path_grd_close_small_004,-1,path_fly_mid_special_016,-1,path_grd_mid_special_025,10,path_fly_far_special_045,0,path_grd_close_small_048,9,path_grd_mid_special_065,8,,-1,,-1,,-1,,-1,-2074957185,Jump,1120010111,Jump,-2074957185,Jump,1120010111,Jump,-1184957185,Drop,-1084947185,Drop,-1084937185,Drop,-984927085,Drop,-2074957185,Jump,1120010111,Jump,-2074937185,Jump,-2074927185,Jump,-1184957185,Drop,-1084947185,Drop,-1084937185,Drop,-984927185,Drop,-1074947185,Dash,-2074957185,Dash,-2074957185,Dash,-2074957185,Dash,-2074957185,Drop,-2074937185,Drop,1120010111,Drop,-1074947185,Drop,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6230408,wave_tower_missilis_006,Campaign,None,90,0,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,6,42,0,target_list,1310010111.0,path_grd_mid_small_002,-1,path_fly_mid_elite1_802,5,path_fly_mid_small_024,8,path_fly_mid_elite2_805,0,path_fly_close_small_020,9,path_grd_mid_small_043,5,path_fly_mid_small_042,8,,-1,,-1,,-1,-1074927185,Dash,-1074927185,Dash,-1074927185,Dash,-1074927185,Dash,-1084957185,Drop,-1084957185,Drop,-1084917185,Drop,-1984907085,Drop,-1084957185,Dash,-1084957185,Dash,-1084957185,Dash,-1084957185,Dash,-1084957185,Drop,-1084957185,Drop,-1984907085,Drop,1310010111,Drop,-1084917185,Drop,-1084957185,Drop,-1084957185,Drop,-1084957185,Drop,-1074927185,Dash,-1074927185,Dash,-1074927185,Dash,-1074927185,Dash,-1084917185,Drop,-1074927185,Drop,-1074927185,Drop,-1074927185,Drop,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6230409,wave_tower_missilis_006,Defense,None,90,20,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,0,63,0,,,path_fly_mid_elite1_802,-1,path_grd_mid_small_070,10,path_fly_mid_small_005,-1,path_grd_mid_small_061,4,path_fly_mid_elite2_805,5,path_fly_mid_small_027,8,path_grd_mid_small_061,-1,path_grd_mid_small_075,-1,path_fly_mid_elite2_805,10,,-1,1210030111,Dash,1210030111,Dash,1210040111,Dash,1310020211,Dash,1220060111,Dash,1220060111,Dash,1220060111,Dash,-2074917185,Normal,1210020111,Dash,-1084917185,Dash,1210030111,Dash,-1084917185,Dash,1220060111,Drop,1220060111,Drop,1220060111,Drop,1220060111,Drop,1210030111,Drop,1210020111,Drop,-1984907085,Drop,1310020111,Drop,-1084917185,Dash,1210020111,Normal,1210020111,Dash,-1984907085,Dash,1220060111,Drop,1220060111,Drop,1220060111,Drop,1220060111,Drop,1220060111,Drop,1220060111,Drop,1220060111,Drop,-2074917185,Drop,1210030111,Drop,1210020111,Drop,-1984907085,Drop,1310020211,Drop,0,None,0,None,0,None,0,None
6230410,wave_tower_missilis_006,Campaign,None,180,0,5,False,False,point_grd_ultra_01,point_fly_ultra_01,sbg_desertbbg006_001,Desert,Twilight,ibg_desert_001,1,0,0,target_list,1520460141.0,b_g_ultra_01,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,1520460141,Normal,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
