stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/4/private_monster_count,wave_data/2/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,mod_value,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
7025001,wave_campaign_hard_010,Campaign,90,5,true,false,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Night,ibg_cityforestunder_001,3320070141,path_grd_mid_small_002,2220030141,Jump,2220030141,Jump,2220030141,Dash,2220040141,Dash,path_grd_mid_elite1_802,7,2220030141,Dash,2220030141,Dash,2220030141,Dash,3320070241,Dash,path_grd_far_small_053,2220030141,Dash,2220030141,Dash,2220030141,Dash,2220030141,Dash,path_grd_mid_elite1_802,0,2220030141,Dash,2220030141,Dash,2220040141,Drop,3320070141,Drop,path_grd_far_small_044,2220030141,Dash,2220030141,Dash,2220030141,Dash,2220030141,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025002,wave_campaign_hard_010,Campaign,90,5,true,false,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Night,ibg_cityforestunder_001,1310020141,path_grd_far_small_053,1220060141,Dash,1220060141,Dash,1220060141,Dash,1220060141,Dash,path_grd_mid_elite1_802,6,1220020141,Jump,1220020141,Jump,1220020141,Jump,2320010241,Jump,path_fly_mid_small_050,2210010141,Drop,2210010141,Drop,2210010141,Drop,3210030141,Drop,path_fly_far_elite1_803,0,1210030141,Jump,1210030141,Jump,1210040141,Drop,1310020141,Drop,path_grd_mid_special_065,1220060141,Dash,1220060141,Dash,3220040141,Drop,3220040141,Drop,0,30,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025003,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Night,ibg_cityforestunder_001,2310050141,path_grd_close_small_042,3220030141,Dash,1220050141,Dash,3220030141,Dash,1220050141,Dash,path_grd_mid_elite2_805,,3220030141,Drop,2220040141,Drop,1320040241,Dash,1320040241,Dash,path_grd_close_small_048,1220040141,Drop,1220040141,Drop,1220040141,Drop,1220050141,Drop,path_fly_close_small_038,10,2210020141,Dash,2210020141,Dash,2210020141,Dash,3210030141,Dash,path_fly_close_elite2_807,2110010141,Dash,2110010141,Dash,3310050241,Dash,3310050241,Dash,33,24,0,0,7,path_fly_mid_elite1_802,10,2110010141,Jump,2110010141,Jump,3210030141,Dash,2310050141,Drop,path_grd_close_small_048,6,3220030141,Drop,3220030141,Drop,3220030141,Drop,1220050141,Drop,path_grd_mid_small_043,12,1220040141,Dash,1220050141,Dash,1220040141,Dash,1220050141,Dash,,,,,,,,,,,,,,,,,,,,
7025004,wave_campaign_hard_010,Campaign,90,5,true,false,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Night,ibg_cityforestunder_001,3320020141,path_grd_mid_small_043,2220030141,Dash,2220030141,Dash,2220030141,Dash,2220030141,Dash,path_grd_far_elite1_803,7,1120010141,Dash,1120010141,Dash,3220070141,Drop,3320020241,Drop,path_grd_far_small_044,2220030141,Dash,3220070141,Dash,2220030141,Dash,3220070141,Dash,path_grd_mid_small_070,11,1120010141,Jump,1120010141,Jump,1120010141,Jump,2220040141,Jump,path_grd_far_elite1_803,2220030141,Dash,2220030141,Dash,3220070141,Drop,3320020141,Drop,0,18,24,0,4,path_grd_mid_small_073,5,2220030141,Dash,2220030141,Dash,2220030141,Dash,2220040141,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025005,wave_campaign_hard_010,Campaign,90,5,true,false,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Night,ibg_cityforestunder_001,3320080141,path_grd_close_small_001,3220050141,Drop,3220050141,Drop,1220060141,Dash,1220060141,Dash,path_fly_mid_small_030,,1210020141,Drop,1210020141,Drop,1210020141,Drop,1210020141,Drop,path_grd_mid_elite1_802,3220050141,Dash,3220050141,Dash,3220020141,Drop,3320080241,Drop,path_grd_close_elite1_801,0,1220060141,Jump,1220060141,Jump,3220020141,Drop,3320070241,Drop,path_grd_mid_small_049,3220050141,Jump,3220050141,Jump,3220050141,Jump,3320080141,Drop,15,21,0,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025006,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Night,ibg_cityforestunder_001,2310040141,path_grd_mid_small_002,3220050141,Drop,3220050141,Drop,3220050141,Drop,3220020141,Drop,path_grd_mid_small_070,,3220050141,Dash,3220050141,Dash,3220050141,Dash,3320040241,Dash,path_fly_mid_small_042,1210030141,Drop,2310060241,Drop,1210030141,Drop,2310040241,Drop,path_grd_mid_small_043,,3220050141,Dash,3220020141,Dash,3220050141,Dash,3220020141,Dash,path_fly_mid_elite1_802,1210030141,Drop,1210030141,Drop,2310060241,Drop,2310040141,Drop,0,45,0,0,,path_grd_mid_small_061,4,3220020141,Dash,3220050141,Dash,3220050141,Dash,3320040241,Dash,path_grd_mid_small_043,,3220020141,Dash,3220050141,Dash,3220050141,Dash,3320040241,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025007,wave_campaign_hard_010,Campaign,90,5,true,false,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Night,ibg_cityforestunder_001,3310050141,path_grd_far_small_053,1220060141,Dash,1220060141,Dash,1220060141,Dash,1220060141,Dash,path_fly_mid_elite1_802,6,1210030141,Jump,1210030141,Jump,1210030141,Jump,3310050241,Jump,path_fly_mid_small_050,2210010141,Drop,2210010141,Drop,2210010141,Drop,3210030141,Drop,path_fly_far_elite1_803,0,1210030141,Jump,1210030141,Jump,1210040141,Drop,3310050141,Drop,path_grd_mid_special_065,1220060141,Dash,1220060141,Dash,3220040141,Drop,3220040141,Drop,0,30,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025008,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Night,ibg_cityforestunder_001,3320030141,path_grd_mid_small_002,3220050141,Dash,3220050141,Dash,3220040141,Dash,3220040141,Dash,path_fly_close_small_017,5,3210040141,Drop,3210040141,Drop,3210040141,Drop,3210040141,Drop,path_fly_mid_small_027,3210010141,Drop,3210010141,Drop,3210030141,Drop,3310030241,Drop,path_grd_close_elite3_813,,1220050141,Drop,1220050141,Drop,1220050141,Drop,1220050141,Drop,path_grd_mid_elite1_802,1220050141,Dash,3220050141,Dash,3220040141,Dash,3320030141,Drop,21,27,0,0,10,path_fly_mid_small_036,10,3210040141,Dash,3210040141,Dash,3210040141,Dash,3210040141,Dash,path_grd_close_small_042,,3220050141,Dash,3220050141,Dash,3220040141,Dash,3220040141,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025009,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Night,ibg_cityforestunder_001,3310040141,path_fly_mid_small_018,2210010141,Dash,2210010141,Dash,2210010141,Dash,2210010141,Dash,path_fly_close_small_049,4,1210030141,Drop,1210030141,Drop,1210030141,Drop,3310040241,Drop,path_fly_mid_elite2_808,2210010141,Drop,2210010141,Drop,1310030241,Drop,1310030241,Drop,path_fly_close_small_035,,2210010141,Dash,1210030141,Dash,1210030141,Dash,1210030141,Dash,path_fly_mid_elite2_805,2210010141,Dash,1210030141,Dash,1310030241,Drop,3310040141,Drop,18,33,0,0,9,path_fly_mid_elite1_802,8,3210030141,Normal,2210010141,Drop,2210010141,Drop,1310030241,Drop,path_fly_close_small_049,,1210030141,Dash,1210030141,Dash,1210030141,Dash,3210030141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025010,wave_campaign_hard_010,Campaign,90,5,true,false,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Night,ibg_cityforestunder_001,2320060141,path_grd_mid_small_070,3220050141,Dash,3220050141,Dash,3220050141,Dash,2220050141,Dash,path_fly_mid_small_039,,1210020141,Dash,1210020141,Dash,1210040141,Dash,2310060241,Dash,path_grd_mid_small_034,3220050141,Drop,3220050141,Drop,3220050141,Drop,2220050141,Dash,path_grd_mid_small_068,0,3220050141,Dash,3220050141,Dash,2220050141,Drop,2320060141,Drop,path_grd_mid_small_037,3220050141,Dash,3220050141,Dash,3220050141,Dash,2220050141,Normal,0,36,0,10,7,path_fly_mid_small_039,,1210020141,Dash,1210020141,Dash,1210040141,Dash,2310060241,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
