stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,mod_value,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
7015001,wave_campaign_hard_005,Campaign,90,5,true,false,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Night,ibg_cityforestunder_001,1320040111,path_grd_mid_small_049,3120010111,Drop,3120010111,Drop,3120010111,Drop,2220040111,Dash,path_grd_close_small_054,7,1220040111,Drop,1220040111,Drop,1220040111,Drop,2320050211,Drop,path_fly_mid_small_039,4,3210020111,Dash,3210020111,Dash,3210020111,Dash,3210020111,Dash,path_grd_close_elite1_801,0,1220040111,Jump,1220040111,Jump,2220040111,Dash,1320040111,Drop,path_grd_mid_small_070,7,1220040111,Dash,1220040111,Dash,1220040111,Dash,3220020111,Dash,15,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7015002,wave_campaign_hard_005,Campaign,90,5,true,false,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Night,ibg_cityforestunder_001,1310020111,path_fly_mid_small_018,3210010111,Drop,3210010111,Drop,2110010111,Dash,2110010111,Dash,path_fly_close_small_029,6,2210010111,Drop,2210010111,Drop,2210010111,Drop,1310030211,Drop,path_grd_close_small_013,,2220020111,Dash,2220020111,Dash,2220020111,Dash,2220020111,Dash,path_fly_close_elite1_801,0,3210010111,Dash,3210010111,Dash,2210010111,Drop,1310020111,Drop,path_fly_mid_small_039,7,2210010111,Dash,2210010111,Dash,2210010111,Dash,2210010111,Dash,21,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7015003,wave_campaign_hard_005,Campaign,90,7,true,false,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Night,ibg_cityforestunder_001,1310020111,path_fly_close_special_044,2110010111,Drop,2110010111,Drop,2210030111,Drop,2210030111,Drop,path_grd_mid_elite2_805,10,2220030111,Dash,2220030111,Dash,2320050211,Drop,2320050211,Drop,path_fly_mid_small_053,,2210020111,Dash,2210020111,Dash,2210020111,Dash,1210040111,Dash,path_fly_close_small_029,,2210020111,Jump,2210020111,Jump,2210020111,Jump,2210020111,Jump,path_fly_mid_elite1_802,0,2210020111,Dash,2210020111,Dash,3210030111,Drop,1310020111,Drop,36,24,0,path_grd_close_elite1_801,10,2220030111,Jump,2220030111,Jump,2220040111,Drop,3320040211,Drop,path_fly_close_small_029,5,2210020111,Drop,2210020111,Drop,2210020111,Drop,2210020111,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7015004,wave_campaign_hard_005,Campaign,90,5,true,false,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Night,ibg_cityforestunder_001,1310010111,path_grd_close_special_024,2120010111,Jump,2120010111,Jump,2120010111,Drop,2220050111,Drop,path_fly_mid_elite1_802,12,2210010111,Drop,2210010111,Drop,3210030111,Drop,1310010211,Drop,path_fly_close_special_046,,2110010111,Dash,2110010111,Dash,2110010111,Dash,2110010111,Dash,path_fly_mid_special_016,0,2110010111,Drop,2110010111,Drop,3210030111,Dash,1310010111,Drop,path_grd_close_special_024,11,3120010111,Jump,3120010111,Jump,1220050111,Drop,2220040111,Drop,45,39,0,path_grd_mid_special_065,7,3120010111,Dash,3120010111,Dash,3120010111,Dash,3120010111,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7015005,wave_campaign_hard_005,Campaign,90,5,true,false,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Night,ibg_cityforestunder_001,3310020111,path_grd_far_small_003,2220030111,Drop,2220030111,Drop,3220070111,Dash,3220070111,Dash,path_grd_mid_elite1_802,6,2220030111,Drop,2220030111,Drop,3220070111,Drop,3320060211,Drop,path_grd_far_small_044,,2220030111,Dash,2220030111,Dash,3220070111,Dash,3220070111,Dash,path_fly_mid_special_047,0,2110010111,Dash,2110010111,Dash,3210040111,Drop,3310020111,Drop,path_grd_far_small_044,9,2220030111,Dash,2220030111,Dash,3220070111,Dash,3220070111,Dash,0,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7015006,wave_campaign_hard_005,Campaign,90,7,true,false,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Night,ibg_cityforestunder_001,3320070111,path_grd_close_small_007,3220050111,Drop,3220050111,Drop,2220010111,Drop,2220010111,Drop,path_grd_mid_elite2_805,,3220050111,Dash,3220050111,Dash,2320010211,Dash,2320010211,Dash,path_fly_mid_special_016,8,3110010111,Drop,3110010111,Drop,3110010111,Drop,3210030111,Drop,path_grd_close_small_013,12,2220010111,Dash,2220010111,Dash,2220010111,Dash,2220040111,Dash,path_grd_mid_elite2_808,0,2220030111,Dash,2220030111,Dash,2320020211,Drop,3320070111,Drop,18,48,0,path_fly_close_small_029,,3210010111,Drop,3210010111,Drop,3210010111,Drop,3210030111,Drop,path_grd_mid_special_065,5,2220030111,Dash,2220030111,Dash,3220050111,Drop,2220040111,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7015007,wave_campaign_hard_005,Campaign,90,5,true,false,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Night,ibg_cityforestunder_001,3310020111,path_fly_close_small_029,3210020111,Drop,3210020111,Drop,3210020111,Drop,2310020211,Drop,path_grd_mid_small_037,7,3220010111,Dash,3220010111,Jump,3220010111,Dash,1220050111,Jump,path_grd_mid_small_040,7,3220010111,Dash,3220010111,Jump,3220010111,Dash,1220050111,Jump,path_fly_mid_special_016,0,3110010111,Drop,3110010111,Drop,3210020111,Drop,3310020111,Drop,path_grd_mid_small_012,7,3220010111,Dash,3220010111,Dash,3220010111,Dash,2220040111,Dash,6,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7015008,wave_campaign_hard_005,Campaign,90,5,true,false,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Night,ibg_cityforestunder_001,3320020111,path_grd_close_small_051,3220050111,Dash,3220050111,Dash,3220050111,Dash,3220050111,Dash,path_grd_mid_elite1_802,7,3120010111,Jump,3120010111,Jump,3220070111,Drop,3320020211,Drop,path_grd_mid_small_049,4,3220050111,Drop,3220070111,Drop,3220050111,Drop,3220070111,Drop,path_grd_close_small_042,11,3120010111,Dash,3120010111,Dash,3120010111,Dash,3120010111,Dash,path_grd_mid_elite1_802,0,3220050111,Dash,3220050111,Dash,3220070111,Drop,3320020111,Drop,18,24,0,path_grd_close_small_069,5,3220050111,Dash,3220050111,Dash,3220050111,Dash,2220040111,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7015009,wave_campaign_hard_005,Campaign,90,7,true,false,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Night,ibg_cityforestunder_001,1320030111,path_grd_mid_small_049,1220010111,Drop,1220010111,Drop,1220010111,Drop,1220050111,Drop,path_grd_close_elite2_804,0,1220050111,Jump,1220050111,Jump,1320030211,Drop,1320030211,Drop,path_fly_close_special_046,4,1110010111,Dash,1110010111,Dash,3210040111,Drop,3210040111,Drop,path_grd_mid_small_043,5,1220010111,Dash,1220050111,Dash,1220010111,Dash,1220050111,Dash,path_grd_close_small_042,,1220050111,Dash,1220010111,Dash,1220050111,Dash,1220010111,Dash,45,27,0,path_grd_mid_elite1_802,0,1220010111,Dash,1220010111,Dash,1220050111,Drop,1320030111,Drop,path_grd_close_elite2_804,,1220050111,Jump,1220010111,Jump,3320060211,Drop,3320060211,Drop,path_grd_mid_small_043,5,1220050111,Dash,1220050111,Dash,1220050111,Dash,1220050111,Dash,path_grd_close_small_010,4,1220050111,Jump,1220050111,Jump,1220050111,Jump,1220050111,Jump,,,,,,,,,,,
7015013,wave_campaign_hard_005,Campaign,90,5,true,false,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Night,ibg_cityforestunder_001,3320070111,path_grd_mid_small_002,2220030111,Jump,2220030111,Jump,2220030111,Dash,2220040111,Dash,path_grd_mid_elite1_802,7,2220030111,Dash,2220030111,Dash,2220030111,Dash,3320070211,Dash,path_grd_far_small_053,,2220030111,Dash,2220030111,Dash,2220030111,Dash,2220030111,Dash,path_grd_mid_elite1_802,0,2220030111,Dash,2220030111,Dash,2220040111,Drop,3320070111,Drop,path_grd_far_small_044,,2220030111,Dash,2220030111,Dash,2220030111,Dash,2220030111,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
