stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type
6505901,wave_eventdungeon_022,Campaign,90,5,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Night,ibg_ocean_001,3320070111,path_grd_close_small_001,1220020111,Drop,1220020111.0,Drop,1220020111.0,Dash,1220020111.0,Dash,path_grd_mid_elite1_802,7.0,1120010111.0,Jump,1120010111.0,Jump,2220030111.0,Drop,3320070211.0,Drop,path_fly_mid_small_053,6.0,2210010111.0,Dash,2210010111.0,Dash,2210010111.0,Dash,3210030111.0,Dash,path_grd_mid_special_065,0.0,1120010111.0,Dash,1120010111.0,Dash,2220030111.0,Drop,3320070111.0,Drop,path_fly_mid_special_016,11.0,1110010111.0,Drop,1110010111.0,Drop,2210020111.0,Drop,3210030111.0,Drop,13,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505902,wave_eventdungeon_022,Campaign,90,5,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Night,ibg_ocean_001,2320060111,path_grd_mid_small_070,3220050111,Dash,3220050111.0,Dash,3220050111.0,Dash,2220050111.0,Dash,path_fly_mid_small_039,,1210020111.0,Dash,1210020111.0,Dash,1210040111.0,Dash,1310010211.0,Dash,path_grd_mid_small_034,7.0,3220060111.0,Drop,3220080111.0,Drop,3220060111.0,Drop,2220050111.0,Dash,path_grd_mid_small_068,0.0,3220060111.0,Dash,3220060111.0,Dash,2220050111.0,Drop,2320060111.0,Drop,path_grd_mid_small_043,10.0,3220050111.0,Dash,3220060111.0,Dash,2220050111.0,Dash,3220080111.0,Normal,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505903,wave_eventdungeon_022,Campaign,90,5,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Night,ibg_ocean_001,2310060111,path_fly_mid_small_018,2210020111,Dash,1210010111.0,Dash,2210020111.0,Dash,1210010111.0,Dash,path_fly_mid_elite2_808,,2210020111.0,Dash,1210010111.0,Dash,1210060111.0,Dash,2310060211.0,Drop,path_fly_mid_small_050,8.0,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,1210060111.0,Dash,path_fly_mid_small_050,0.0,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,1210060111.0,Dash,path_fly_mid_elite2_808,,2210020111.0,Dash,1210010111.0,Dash,2310060111.0,Dash,1210060111.0,Drop,0,32,10,path_fly_mid_small_002,8.0,2210020111.0,Dash,1210010111.0,Dash,2210020111.0,Dash,1210010111.0,Dash,,,,,,,,,,,,,,,,,,,,
6505904,wave_eventdungeon_022,Campaign,90,5,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Night,ibg_ocean_001,1310020111,path_fly_mid_small_018,3210010111,Drop,3210010111.0,Drop,3210010111.0,Dash,3210010111.0,Dash,path_fly_close_special_046,6.0,2210010111.0,Drop,1110010111.0,Drop,1110010111.0,Drop,1310030211.0,Drop,path_grd_close_small_013,6.0,1220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,path_fly_close_elite1_801,0.0,3210010111.0,Dash,3210010111.0,Dash,2210010111.0,Drop,1310020111.0,Drop,path_fly_mid_small_050,7.0,2210010111.0,Dash,2210010111.0,Dash,2210010111.0,Dash,3210030111.0,Dash,21,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505905,wave_eventdungeon_022,Campaign,90,5,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Night,ibg_ocean_001,2320020111,path_grd_mid_small_002,2220020111,Drop,2220020111.0,Drop,2220010111.0,Dash,2220010111.0,Dash,path_grd_mid_elite1_802,7.0,3220050111.0,Dash,3220050111.0,Dash,2220050111.0,Drop,2320020211.0,Drop,path_grd_far_small_071,8.0,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,2220050111.0,Drop,path_fly_mid_small_030,,3210020111.0,Jump,3210020111.0,Jump,1210010111.0,Jump,1210010111.0,Jump,path_grd_mid_elite1_802,0.0,2220020111.0,Dash,2220020111.0,Dash,2220040111.0,Drop,2320020111.0,Drop,0,29,13,path_grd_far_small_047,6.0,3220060111.0,Jump,3220060111.0,Jump,3220060111.0,Jump,3220060111.0,Jump,,,,,,,,,,,,,,,,,,,,
6505906,wave_eventdungeon_022,Campaign,90,7,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Night,ibg_ocean_001,3310040111,path_grd_mid_small_049,1220020111,Dash,1220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,path_fly_mid_elite1_802,,1210020111.0,Drop,1210020111.0,Drop,3210030111.0,Drop,3310040211.0,Drop,path_grd_mid_small_046,10.0,1220020111.0,Drop,1220020111.0,Drop,1220020111.0,Drop,1220020111.0,Drop,path_grd_mid_small_034,0.0,1220020111.0,Jump,1220020111.0,Jump,1220020111.0,Jump,1320030211.0,Drop,path_fly_far_elite1_803,7.0,1210020111.0,Drop,1210020111.0,Drop,1210010111.0,Drop,3310040111.0,Drop,9,24,9,path_grd_mid_small_008,,1220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,,,,,,,,,,,,,,,,,,,,
6505907,wave_eventdungeon_022,Campaign,90,5,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Night,ibg_ocean_001,2310040111,path_grd_mid_small_052,2220010111,Dash,2220010111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,path_fly_mid_elite1_802,6.0,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Drop,1310010211.0,Drop,path_fly_mid_small_050,,1210010111.0,Dash,1210010111.0,Dash,1210010111.0,Dash,1210040111.0,Dash,path_fly_mid_elite1_802,0.0,1210020111.0,Dash,1210020111.0,Dash,1210040111.0,Drop,2310040111.0,Drop,path_grd_mid_special_025,6.0,3120010111.0,Dash,3120010111.0,Dash,3220060111.0,Drop,3220020111.0,Drop,0,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505908,wave_eventdungeon_022,Campaign,90,5,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Night,ibg_ocean_001,1320060111,path_grd_mid_small_055,2220010111,Drop,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,path_grd_mid_elite3_814,,2220020111.0,Dash,3320010211.0,Dash,2220040111.0,Dash,1320060211.0,Dash,path_grd_mid_small_011,8.0,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,path_grd_mid_elite3_814,0.0,2220020111.0,Dash,3320010211.0,Dash,2220040111.0,Drop,1320060111.0,Drop,path_grd_mid_small_043,8.0,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,11,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505909,wave_eventdungeon_022,Campaign,90,7,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Night,ibg_ocean_001,2310010111,path_grd_mid_small_043,3220050111,Dash,3220050111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,path_fly_mid_small_033,,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,2310060211.0,Drop,path_fly_mid_elite1_802,10.0,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,2310010211.0,Drop,path_grd_mid_elite1_802,0.0,3220050111.0,Dash,3220050111.0,Dash,3220060111.0,Drop,2320070211.0,Drop,path_fly_mid_elite2_805,10.0,2210020111.0,Drop,2210020111.0,Drop,2310060211.0,Drop,2310010111.0,Drop,0,45,0,path_fly_mid_small_024,,2210020111.0,Drop,2210020111.0,Dash,1210010111.0,Dash,1210010111.0,Dash,,,,,,,,,,,,,,,,,,,,
6505910,wave_eventdungeon_022,Campaign,90,5,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Night,ibg_ocean_001,1320010111,path_grd_mid_small_002,1220040111,Jump,1220040111.0,Jump,1220040111.0,Jump,2220040111.0,Dash,path_grd_far_elite1_803,6.0,2220010111.0,Drop,2220010111.0,Drop,2220040111.0,Drop,1320010211.0,Drop,path_grd_mid_small_055,10.0,1220040111.0,Dash,1220040111.0,Dash,1220040111.0,Dash,1220050111.0,Dash,path_grd_far_elite1_803,0.0,2220010111.0,Drop,2220010111.0,Drop,2220040111.0,Drop,1320010111.0,Drop,path_grd_mid_small_070,7.0,1220040111.0,Jump,1220050111.0,Jump,1220040111.0,Jump,2220040111.0,Dash,0,24,18,path_grd_mid_small_043,6.0,2220010111.0,Drop,1220050111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,,,,,,,,,,,,,,,,,,,,
