stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6501901,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_005,point_fly_arkcityday_005,sbg_arkcityday_005,ArkCityDay,Day,ibg_arkcityday_001,2320050141,path_grd_far_small_003,2220010141,Drop,2220010141.0,Drop,3220060141.0,Dash,3220060141.0,Dash,path_grd_mid_elite1_802,7.0,2220010141.0,Jump,2220010141.0,Jump,3220060141.0,Drop,2320050241.0,Drop,path_fly_mid_special_016,4.0,3110010141.0,Drop,3110010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,path_grd_mid_elite1_802,0.0,2220010141.0,Dash,2220010141.0,Dash,3220060141.0,Drop,2320050141.0,Drop,path_grd_far_small_044,10.0,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,path_grd_mid_special_025,3120010141.0,Jump,3120010141.0,Jump,3120010141.0,Drop,3120010141.0,Drop,0,48,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501902,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,3320070141,path_grd_mid_small_002,2220030141,Jump,2220030141.0,Jump,2220030141.0,Dash,2220040141.0,Dash,path_grd_mid_elite1_802,7.0,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,3320070241.0,Dash,path_grd_far_small_053,,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,path_grd_mid_elite1_802,0.0,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Drop,3320070141.0,Drop,path_grd_far_small_044,,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,,,,,,,,,,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501903,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Day,ibg_arkcityday_001,2310020141,path_grd_close_small_007,2220020141,Drop,2220020141.0,Drop,1220050141.0,Drop,1320030241.0,Drop,path_fly_mid_small_036,4.0,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,path_fly_close_special_044,6.0,3210040141.0,Drop,3210040141.0,Drop,3210010141.0,Drop,3210030141.0,Drop,path_grd_mid_elite1_802,0.0,2120010141.0,Dash,2120010141.0,Dash,1220050141.0,Drop,3320060241.0,Drop,path_fly_close_special_046,10.0,2110010141.0,Dash,2110010141.0,Dash,3210040141.0,Drop,2310020141.0,Drop,path_fly_close_small_035,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,42,15,0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501904,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Day,ibg_arkcityday_001,1320040141,path_grd_mid_small_049,3220050141,Drop,3220050141.0,Drop,3220050141.0,Drop,1320040241.0,Drop,path_grd_far_small_071,7.0,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,path_grd_mid_small_012,,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220020141.0,Dash,path_grd_mid_small_055,0.0,2220030141.0,Drop,2220030141.0,Drop,2220030141.0,Drop,1320040141.0,Drop,path_grd_far_special_066,,2220030141.0,Dash,2220030141.0,Dash,3220060141.0,Drop,3220060141.0,Drop,,,,,,,,,,0,9,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501905,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Day,ibg_arkcityday_001,1320060141,path_grd_far_small_059,3220040141,Dash,3220040141.0,Dash,3220040141.0,Dash,2220040141.0,Dash,path_grd_mid_elite1_802,7.0,3220040141.0,Drop,3220040141.0,Drop,1220050141.0,Dash,1320060241.0,Dash,path_fly_mid_small_005,,3210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,3210030141.0,Dash,path_grd_mid_elite1_802,0.0,3220040141.0,Dash,3220040141.0,Dash,2220040141.0,Drop,2320030241.0,Drop,path_grd_far_small_074,10.0,3220040141.0,Dash,2220040141.0,Dash,3220040141.0,Dash,1320060141.0,Dash,,,,,,,,,,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501906,wave_eventdungeon_009,Campaign,90,7,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,3320080141,path_fly_mid_small_030,2210010141,Drop,2210010141.0,Drop,2210010141.0,Drop,3210040141.0,Drop,path_grd_mid_elite1_802,5.0,2220020141.0,Jump,2220020141.0,Jump,3220030141.0,Drop,3320080241.0,Drop,path_grd_close_small_042,12.0,2220020141.0,Dash,1220050141.0,Dash,3220030141.0,Dash,1220050141.0,Dash,path_grd_close_small_013,0.0,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,2320010241.0,Dash,path_grd_mid_elite1_802,7.0,3220030141.0,Dash,3220030141.0,Dash,1220050141.0,Drop,3320080141.0,Drop,path_fly_close_small_029,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,3210040141.0,Dash,18,24,0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501907,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,2320060141,path_grd_mid_small_070,3220050141,Dash,3220050141.0,Dash,3220050141.0,Dash,2220050141.0,Dash,path_fly_mid_small_039,,1210020141.0,Dash,1210020141.0,Dash,1210040141.0,Dash,1310010241.0,Dash,path_grd_mid_small_034,7.0,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,2220050141.0,Dash,path_grd_mid_small_068,0.0,3220050141.0,Dash,3220050141.0,Dash,2220050141.0,Drop,2320060141.0,Drop,path_grd_mid_small_037,10.0,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,2220050141.0,Normal,,,,,,,,,,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501908,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Day,ibg_arkcityday_001,3320030141,path_grd_mid_small_040,1220060141,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,path_fly_mid_small_005,7.0,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,1210040141.0,Dash,path_fly_mid_small_050,7.0,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210040141.0,Dash,path_fly_mid_elite1_802,0.0,3210010141.0,Dash,3210010141.0,Dash,1210010141.0,Drop,1310010241.0,Drop,path_grd_mid_small_043,7.0,2220030141.0,Jump,3220020141.0,Jump,2220030141.0,Jump,3320030141.0,Dash,,,,,,,,,,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501909,wave_eventdungeon_009,Campaign,90,7,True,False,point_grd_arkcityday_005,point_fly_arkcityday_005,sbg_arkcityday_005,ArkCityDay,Day,ibg_arkcityday_001,2310040141,path_grd_mid_small_043,1220010141,Drop,3220020141.0,Drop,1220010141.0,Drop,3220020141.0,Drop,path_fly_mid_elite1_802,,2210020141.0,Drop,2210020141.0,Drop,1210040141.0,Drop,2310040241.0,Drop,path_grd_mid_small_058,8.0,1220010141.0,Drop,3220020141.0,Drop,1220010141.0,Drop,3320040241.0,Drop,path_fly_mid_elite2_808,0.0,2210020141.0,Dash,2210020141.0,Dash,2310040241.0,Dash,2310040141.0,Dash,path_grd_mid_small_070,,3220020141.0,Drop,3220020141.0,Drop,3220020141.0,Drop,2220050141.0,Normal,path_grd_mid_elite1_802,1220010141.0,Dash,1220010141.0,Dash,3220020141.0,Dash,3320040241.0,Drop,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501910,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,2320030141,path_grd_close_elite1_801,1220040141,Jump,1220040141.0,Jump,1220050141.0,Drop,2320030241.0,Drop,path_grd_close_small_013,7.0,1220040141.0,Dash,1220050141.0,Dash,1220040141.0,Dash,1220050141.0,Dash,path_grd_mid_small_049,6.0,1220040141.0,Drop,1220050141.0,Drop,1220040141.0,Drop,2220040141.0,Drop,path_fly_close_small_041,7.0,1110010141.0,Drop,1110010141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,path_grd_mid_small_055,0.0,1220040141.0,Drop,1220040141.0,Drop,3220020141.0,Drop,2320030141.0,Drop,path_grd_close_small_042,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,27,18,0,4.0,path_fly_mid_small_030,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,,,,,,,,,,,,,,,,,,,,,
