stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,mod_value,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6031001,wave_campaign_normal_014,Campaign,90,5,True,False,point_grd_cityforestcrystal_002,point_fly_cityforestcrystal_002,sbg_cityforestundercrystal_002,CityForestUnder,Day,ibg_cityforestundercrystal_001,3320010131.0,path_grd_close_small_001,2220020131,Drop,2220020131.0,Drop,2220020131.0,Dash,2220020131.0,Dash,path_grd_close_special_024,4.0,1220040131.0,Drop,1120010131.0,Drop,1120010131.0,Drop,1320040231.0,Drop,path_fly_mid_small_050,6.0,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,3210030131.0,Dash,path_grd_close_elite1_801,0.0,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Drop,3320010131.0,Drop,path_grd_mid_small_043,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,30,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6031002,wave_campaign_normal_014,Campaign,90,5,True,False,point_grd_cityforestcrystal_001,point_fly_cityforestcrystal_001,sbg_cityforestundercrystal_001,CityForestUnder,Day,ibg_cityforestundercrystal_001,2320050131.0,path_grd_mid_small_002,3220050131,Drop,3220050131.0,Drop,3220050131.0,Dash,2220040131.0,Dash,path_grd_mid_special_065,6.0,3120010131.0,Drop,3120010131.0,Drop,3220050131.0,Drop,2320050231.0,Drop,path_grd_far_small_009,8.0,3220070131.0,Jump,3220070131.0,Jump,1220030131.0,Jump,2220040131.0,Jump,path_grd_mid_elite1_802,0.0,3220040131.0,Jump,3220040131.0,Jump,2220040131.0,Drop,2320050131.0,Drop,path_grd_far_small_050,3220070131.0,Drop,1220030131.0,Drop,3220070131.0,Drop,1220030131.0,Drop,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6031003,wave_campaign_normal_014,Campaign,90,7,True,False,point_grd_cityforestcrystal_003,point_fly_cityforestcrystal_003,sbg_cityforestundercrystal_003,CityForestUnder,Day,ibg_cityforestundercrystal_001,3310040131.0,path_fly_mid_small_018,3210010131,Dash,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,path_fly_mid_small_050,5.0,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Normal,path_fly_mid_elite2_808,10.0,3210010131.0,Dash,3210010131.0,Dash,3310050231.0,Drop,3310050231.0,Drop,path_fly_mid_small_024,,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,path_fly_far_elite1_803,3210010131.0,Drop,3210010131.0,Drop,3210030131.0,Drop,3310040131.0,Drop,0,42,9,0.0,path_fly_mid_elite2_808,10.0,3210010131.0,Drop,3210010131.0,Drop,3310050231.0,Drop,3310050231.0,Dash,path_fly_mid_small_039,8.0,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6031004,wave_campaign_normal_014,Campaign,90,5,True,False,point_grd_cityforestcrystal_005,point_fly_cityforestcrystal_005,sbg_cityforestundercrystal_005,CityForestUnder,Day,ibg_cityforestundercrystal_001,1310030131.0,path_fly_mid_small_018,2210020131,Dash,2210020131.0,Dash,2210020131.0,Drop,2210020131.0,Drop,path_fly_mid_special_047,6.0,3210010131.0,Dash,2110010131.0,Dash,2110010131.0,Dash,1310020231.0,Dash,path_grd_close_small_004,6.0,3220040131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,path_fly_mid_elite1_802,0.0,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,1310030131.0,Drop,path_fly_mid_small_024,3210010131.0,Jump,3210010131.0,Jump,3210010131.0,Jump,1210040131.0,Jump,6,32,4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6031005,wave_campaign_normal_014,Campaign,90,5,True,False,point_grd_cityforestcrystal_004,point_fly_cityforestcrystal_004,sbg_cityforestundercrystal_004,CityForestUnder,Day,ibg_cityforestundercrystal_001,2320020131.0,path_grd_mid_small_002,2220020131,Drop,2220020131.0,Drop,2220010131.0,Dash,2220010131.0,Dash,path_grd_mid_elite1_802,7.0,3220050131.0,Dash,3220050131.0,Dash,2220050131.0,Drop,2320020231.0,Drop,path_grd_far_small_071,8.0,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,2220050131.0,Drop,path_fly_mid_small_030,,3210020131.0,Jump,3210020131.0,Jump,1210010131.0,Jump,1210010131.0,Jump,path_grd_mid_elite1_802,2220020131.0,Dash,2220020131.0,Dash,2220040131.0,Drop,2320020131.0,Drop,0,30,12,0.0,path_grd_far_small_047,6.0,3220060131.0,Jump,3220060131.0,Jump,3220060131.0,Jump,3220060131.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6031006,wave_campaign_normal_014,Campaign,90,7,True,False,point_grd_cityforestcrystal_005,point_fly_cityforestcrystal_005,sbg_cityforestundercrystal_005,CityForestUnder,Day,ibg_cityforestundercrystal_001,1320010131.0,path_grd_mid_small_043,1220060131,Jump,1220060131.0,Jump,1220060131.0,Jump,1220060131.0,Jump,path_grd_mid_small_055,5.0,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,3220080131.0,Drop,path_grd_mid_elite2_805,10.0,1220060131.0,Dash,3220060131.0,Dash,3320070231.0,Drop,1320010231.0,Drop,path_grd_mid_small_034,,3220080131.0,Drop,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,path_grd_mid_small_055,1220060131.0,Dash,3220060131.0,Dash,1220060131.0,Drop,3220080131.0,Drop,0,39,9,0.0,path_grd_far_elite2_809,8.0,1220060131.0,Dash,3220060131.0,Dash,3320070231.0,Drop,1320010131.0,Drop,path_grd_mid_small_043,,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,3220080131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6031007,wave_campaign_normal_014,Campaign,90,5,True,False,point_grd_cityforestcrystal_003,point_fly_cityforestcrystal_003,sbg_cityforestundercrystal_003,CityForestUnder,Day,ibg_cityforestundercrystal_001,2310060131.0,path_grd_mid_small_005,1220040131,Dash,1220040131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,path_fly_mid_special_016,7.0,1110010131.0,Drop,1110010131.0,Drop,2210010131.0,Drop,2310060231.0,Drop,path_fly_far_small_031,,1210010131.0,Drop,1210010131.0,Drop,1210010131.0,Drop,1210040131.0,Drop,path_fly_mid_elite2_805,0.0,1210010131.0,Jump,1210010131.0,Jump,1210010131.0,Drop,2310060131.0,Drop,path_grd_far_small_044,3220060131.0,Dash,2220040131.0,Dash,3220060131.0,Dash,2220040131.0,Dash,0,30,27,,path_fly_far_special_048,8.0,3110010131.0,Jump,3110010131.0,Jump,3110010131.0,Jump,1210010131.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6031008,wave_campaign_normal_014,Campaign,90,5,True,False,point_grd_cityforestcrystal_002,point_fly_cityforestcrystal_002,sbg_cityforestundercrystal_002,CityForestUnder,Day,ibg_cityforestundercrystal_001,2320010131.0,path_grd_mid_small_002,3220040131,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,path_fly_mid_small_050,,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Dash,path_grd_mid_elite1_802,8.0,3220040131.0,Drop,3220040131.0,Drop,3220060131.0,Drop,2320010231.0,Drop,path_grd_mid_elite2_808,0.0,3220040131.0,Dash,3220060131.0,Dash,1320030231.0,Drop,2320010131.0,Drop,path_fly_mid_small_050,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Dash,0,42,0,10.0,path_grd_mid_small_043,7.0,3220040131.0,Drop,3220060131.0,Drop,3220040131.0,Drop,3220060131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6031009,wave_campaign_normal_014,Campaign,90,7,True,False,point_grd_cityforestcrystal_001,point_fly_cityforestcrystal_001,sbg_cityforestundercrystal_001,CityForestUnder,Day,ibg_cityforestundercrystal_001,1320040131.0,path_grd_mid_small_070,3220040131,Drop,3220040131.0,Drop,3220040131.0,Drop,2220040131.0,Normal,path_grd_mid_elite2_808,6.0,3220040131.0,Dash,3220060131.0,Dash,3320040231.0,Drop,1320040231.0,Drop,path_fly_mid_small_036,10.0,3210010131.0,Dash,3210010131.0,Dash,1210010131.0,Dash,1210010131.0,Dash,path_grd_close_small_042,,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,path_fly_close_small_041,1210010131.0,Drop,1210010131.0,Drop,1210010131.0,Drop,2310050231.0,Drop,18,36,0,0.0,path_grd_mid_elite1_802,8.0,3220040131.0,Dash,3220040131.0,Dash,3220060131.0,Drop,1320040131.0,Drop,path_grd_close_small_039,9.0,3220040131.0,Dash,3220060131.0,Dash,3220040131.0,Dash,3220060131.0,Dash,path_grd_mid_small_037,3220040131.0,Dash,3220060131.0,Dash,3220040131.0,Dash,3220060131.0,Dash,,,,,,,,,,,,,,,,,,,,,,
6031010,wave_campaign_normal_014,Defense,90,7,True,True,point_grd_cityforestcrystal_001_rightclear,point_fly_cityforestcrystal_001_rightclear,sbg_cityforestundercrystal_001_rightclear,CityForestUnder,Day,ibg_cityforestundercrystal_001_rightclear,,path_grd_mid_small_070,3220050131,Dash,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Normal,path_fly_far_small_022,,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,path_grd_mid_small_070,10.0,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Normal,path_fly_mid_elite1_802,4.0,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,2310040231.0,Drop,path_grd_far_small_071,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Normal,0,33,21,10.0,path_grd_mid_small_040,8.0,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,path_grd_mid_small_075,,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Normal,2220040131.0,Normal,path_fly_far_elite2_809,2210020131.0,Drop,2210020131.0,Drop,2310040231.0,Drop,2310040231.0,Drop,20,,,,,,,,,,,,,,,,,,,,,
