stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/1/private_monster_count,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,mod_value,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6210451,wave_tower_default_006,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2310060111.0,path_grd_close_small_004,2220010111,Jump,1120010111.0,Jump,2220010111.0,Jump,1120010111.0,Jump,path_grd_mid_special_025,2220030111.0,Jump,1120010111.0,Jump,2220030111.0,Jump,2320020211.0,Jump,path_fly_mid_special_016,10.0,3110010111.0,Drop,3110010111.0,Drop,3210030111.0,Drop,2210020111.0,Drop,path_fly_far_special_045,0.0,3110010111.0,Drop,2210020111.0,Drop,3210030111.0,Drop,2310060111.0,Drop,path_grd_close_small_048,9.0,3220020111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,path_fly_mid_special_047,8.0,3210010111.0,Drop,3210010111.0,Drop,2110010111.0,Drop,2110010111.0,Drop,12,45,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210452,wave_tower_default_006,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,3310050111.0,path_grd_mid_small_070,2220010111,Drop,2220010111.0,Drop,2220010111.0,Drop,2220040111.0,Jump,path_fly_mid_small_008,3210010111.0,Dash,3210030111.0,Dash,3210010111.0,Dash,3310050211.0,Dash,path_grd_mid_small_037,7.0,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,path_fly_mid_elite1_802,0.0,1210030111.0,Jump,1210030111.0,Jump,3210030111.0,Drop,3310050211.0,Drop,path_fly_mid_small_030,7.0,3210010111.0,Drop,3210030111.0,Drop,3210010111.0,Drop,3310050111.0,Dash,,,,,,,,,,,0,33,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210453,wave_tower_default_006,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,3310050111.0,path_grd_mid_small_070,3220050111,Dash,3220050111.0,Dash,3220050111.0,Dash,2220040111.0,Normal,path_fly_mid_elite2_808,2210020111.0,Drop,2210020111.0,Drop,3310050211.0,Drop,3310050211.0,Drop,path_grd_mid_small_034,8.0,2220040111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,path_fly_mid_elite1_802,0.0,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,3310050111.0,Drop,path_grd_mid_small_070,10.0,3220050111.0,Drop,3220050111.0,Drop,2220040111.0,Drop,3320080211.0,Drop,path_grd_mid_small_070,5.0,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,2220040111.0,Dash,0,48,0,,path_fly_mid_small_002,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210454,wave_tower_default_006,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,1310010111.0,path_grd_mid_small_002,3220040111,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,path_fly_mid_elite1_802,3210010111.0,Drop,3210010111.0,Drop,3210050111.0,Drop,2310060211.0,Drop,path_fly_mid_small_024,8.0,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,path_fly_mid_elite2_805,0.0,3210010111.0,Drop,3210010111.0,Drop,2310060211.0,Drop,1310010111.0,Drop,path_fly_close_small_020,9.0,3210050111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,path_grd_mid_small_043,5.0,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,6,42,0,5.0,path_fly_mid_small_042,3210050111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210455,wave_tower_default_006,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,2310010111.0,path_fly_mid_small_050,2210020111,Dash,2210020111.0,Dash,2210020111.0,Dash,3210030111.0,Normal,path_fly_mid_elite2_805,2210020111.0,Drop,2210020111.0,Drop,2310060211.0,Drop,2310010211.0,Drop,path_fly_mid_small_050,8.0,1210010111.0,Dash,3210040111.0,Dash,2210020111.0,Dash,3210030111.0,Normal,path_fly_mid_small_027,,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2310060211.0,Drop,path_fly_far_elite2_806,0.0,1210010111.0,Drop,2210020111.0,Drop,2310010211.0,Drop,2310010111.0,Drop,path_fly_mid_small_027,10.0,3210040111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2310060211.0,Drop,6,39,9,5.0,path_fly_mid_small_050,1210010111.0,Dash,1210010111.0,Dash,1210010111.0,Dash,3210030111.0,Dash,,path_fly_close_small_026,3210040111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2310060211.0,Drop,,,,,,,,,,,,,,,,,,,,,,
6210456,wave_tower_default_006,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,2310060111.0,path_grd_mid_small_002,3220050111,Dash,3220050111.0,Dash,1120010111.0,Drop,1120010111.0,Drop,path_fly_mid_small_024,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2310060211.0,Drop,path_grd_close_small_069,8.0,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,2220040111.0,Drop,path_fly_mid_elite1_802,0.0,1210030111.0,Dash,2210020111.0,Dash,1210030111.0,Drop,2310060111.0,Drop,path_fly_close_small_049,8.0,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Dash,,,,,,,,,,,12,21,0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210457,wave_tower_default_006,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2310040111.0,path_grd_mid_small_002,1220060111,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,path_fly_mid_elite1_802,1210030111.0,Drop,3210050111.0,Drop,3210030111.0,Drop,2310040211.0,Drop,path_grd_close_small_060,,1220060111.0,Drop,1220050111.0,Drop,1220060111.0,Drop,1220050111.0,Drop,path_fly_mid_small_021,6.0,1210030111.0,Drop,1210030111.0,Drop,1210030111.0,Drop,3210050111.0,Drop,path_fly_mid_elite2_805,0.0,1210030111.0,Drop,3210050111.0,Drop,2310060211.0,Drop,2310040111.0,Drop,path_fly_close_small_049,,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,3210030111.0,Normal,12,42,0,6.0,path_grd_mid_small_043,1220060111.0,Drop,1220050111.0,Drop,1220060111.0,Drop,1220050111.0,Drop,,path_grd_mid_small_005,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,8.0,,,,,,,,,,,,,,,,,,,,,
6210458,wave_tower_default_006,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,2310060111.0,path_fly_close_small_026,2210020111,Dash,2210020111.0,Dash,2210020111.0,Drop,2310060211.0,Drop,path_fly_mid_small_027,1210020111.0,Dash,1210020111.0,Dash,3210040111.0,Dash,3210050111.0,Dash,path_fly_mid_small_021,4.0,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,path_fly_close_elite1_801,0.0,3110010111.0,Jump,1210030111.0,Jump,1210040111.0,Drop,1210030111.0,Drop,path_fly_mid_small_021,6.0,3210040111.0,Dash,3210040111.0,Dash,3210040111.0,Dash,2310060111.0,Dash,path_fly_mid_special_016,3.0,2110010111.0,Dash,2110010111.0,Dash,3210040111.0,Drop,3210050111.0,Drop,15,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210459,wave_tower_default_006,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_grd_mid_small_046,2220020111,Drop,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,path_fly_mid_small_050,3210040111.0,Drop,3210050111.0,Drop,3210040111.0,Drop,3210030111.0,Normal,path_grd_mid_small_070,,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,2220040111.0,Dash,path_grd_mid_elite2_808,3.0,2220020111.0,Drop,2220040111.0,Drop,3320040211.0,Drop,1320040211.0,Drop,path_fly_mid_small_050,10.0,3210040111.0,Drop,3210050111.0,Drop,3210040111.0,Drop,3210030111.0,Normal,path_grd_mid_small_043,10.0,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,0,69,0,,path_grd_mid_small_075,2220010111.0,Drop,2220010111.0,Drop,2220040111.0,Normal,2220010111.0,Drop,4.0,path_grd_mid_elite1_802,2220010111.0,Drop,1220050111.0,Drop,2220040111.0,Drop,2220010111.0,Drop,,normal,path_fly_mid_small_050,8.0,3210040111.0,Drop,3210050111.0,Drop,3210040111.0,Drop,3210030111.0,Normal,path_grd_mid_elite2_808,10.0,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,1320040211.0,Drop
6210460,wave_tower_default_006,Campaign,180,7,False,False,point_grd_desertcrystal_002_midclear,point_fly_desertcrystal_002,sbg_desertcrystal_002_midclear,Desert,Day,ibg_desert_001,4420010121.0,path_grd_mid_centurion_902,4420010121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
