stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6021001,wave_campaign_normal_009,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,27,17,1,,2320030121.0,path_grd_close_elite1_801,path_grd_close_small_013,7.0,path_grd_mid_small_049,6.0,path_fly_close_small_041,7.0,path_grd_mid_small_055,0.0,path_grd_close_small_042,4.0,path_fly_mid_small_030,,,,,,,,1220040121,Jump,1220040121.0,Jump,1220050121.0,Drop,2320030221.0,Drop,1220040121.0,Dash,3220080121.0,Dash,1220040121.0,Dash,3220080121.0,Dash,1220040121.0,Drop,1220050121.0,Drop,1220040121.0,Drop,2220040121.0,Drop,1110010121.0,Drop,1110010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,1220040121.0,Drop,1220040121.0,Drop,3220020121.0,Drop,2320030121.0,Drop,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,3220080121.0,Dash,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3220080121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6021002,wave_campaign_normal_009,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Day,ibg_desert_001,6,30,6,,1320040121.0,path_grd_close_small_001,path_grd_mid_elite1_802,7.0,path_fly_mid_small_053,6.0,path_grd_mid_special_065,0.0,path_grd_far_small_071,11.0,,,,,,,,,,,1220020121,Drop,1220020121.0,Drop,1220030121.0,Dash,1220030121.0,Dash,1120010121.0,Jump,1120010121.0,Jump,1220020121.0,Drop,2320050221.0,Drop,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,1210040121.0,Dash,1120010121.0,Dash,1120010121.0,Dash,1220030121.0,Drop,1320040121.0,Drop,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,3220020121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6021003,wave_campaign_normal_009,Campaign,90,5,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Day,ibg_desert_001,0,18,21,,1320040121.0,path_grd_mid_small_049,path_grd_far_small_071,7.0,path_grd_mid_small_012,,path_grd_mid_small_055,0.0,path_grd_far_special_066,,,,,,,,,,,,3220050121,Drop,3220050121.0,Drop,3220050121.0,Drop,1320040221.0,Drop,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3220020121.0,Dash,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,1320040121.0,Drop,2220030121.0,Dash,2220030121.0,Dash,3220060121.0,Drop,3220060121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6021004,wave_campaign_normal_009,Campaign,90,5,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Day,ibg_desert_001,0,30,12,,2310020121.0,path_fly_mid_small_039,path_grd_mid_special_025,7.0,path_grd_far_small_044,7.0,path_fly_mid_elite1_802,0.0,path_grd_far_small_071,7.0,,,,,,,,,,,1210020121,Dash,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,3120010121.0,Jump,3120010121.0,Jump,1220030121.0,Drop,1320010221.0,Drop,1220030121.0,Dash,1220030121.0,Dash,3220070121.0,Dash,3220080121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,3210030121.0,Drop,2310020121.0,Drop,1220030121.0,Jump,1220030121.0,Jump,1220030121.0,Jump,2220040121.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6021005,wave_campaign_normal_009,Campaign,90,5,True,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Day,ibg_desert_001,12,21,0,,2320030121.0,path_grd_mid_small_002,path_grd_close_small_067,6.0,path_grd_mid_small_011,6.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_048,,,,,,,,,,,,3220050121,Drop,3220050121.0,Drop,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,2220050121.0,Drop,1320030221.0,Drop,3220060121.0,Jump,3220060121.0,Jump,3220060121.0,Jump,3220060121.0,Jump,3220060121.0,Jump,3220060121.0,Jump,3220020121.0,Drop,2320030121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6021006,wave_campaign_normal_009,Campaign,90,5,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Day,ibg_desert_001,0,33,0,,3320030121.0,path_grd_mid_small_040,path_fly_mid_small_005,7.0,path_fly_mid_small_050,7.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_043,7.0,,,,,,,,,,,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,1210040121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210040121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,1210010121.0,Drop,3310040221.0,Drop,2220030121.0,Jump,3220020121.0,Jump,2220030121.0,Jump,3320030121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6021007,wave_campaign_normal_009,BaseDefense,60,6,True,True,point_grd_desert_004_midclear,point_fly_desert_004,sbg_desert_004_midclear,Desert,Day,ibg_desert_basedefense_001,0,54,6,normal,,path_grd_mid_small_002,path_grd_far_small_071,,path_grd_mid_small_052,,path_grd_mid_special_025,3.0,path_fly_mid_small_030,10.0,path_grd_mid_small_073,9.0,path_grd_mid_small_076,5.0,path_grd_mid_elite1_802,7.0,,,,,3220030121,Drop,3220030121.0,Drop,3220070121.0,Dash,3220070121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,2220040121.0,Dash,3220030121.0,Jump,3220070121.0,Jump,3220030121.0,Jump,3220070121.0,Jump,1120010121.0,Jump,1120010121.0,Jump,3220030121.0,Drop,1320010221.0,Drop,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,3210030121.0,Drop,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,3220070121.0,Dash,3220030121.0,Dash,3220070121.0,Dash,3220030121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,2220040121.0,Drop,3320020221.0,Drop,,,,,,,,,,,,,,,,
6021008,wave_campaign_normal_009,BaseDefense,60,6,True,True,point_grd_desert_004_midclear,point_fly_desert_004,sbg_desert_004_midclear,Desert,Day,ibg_desert_basedefense_001,6,63,0,normal,,path_grd_close_small_036,path_grd_mid_small_040,,path_grd_mid_small_052,,path_grd_mid_elite1_802,3.0,path_fly_mid_small_039,10.0,path_grd_mid_special_065,8.0,path_grd_mid_small_075,6.0,path_fly_mid_elite1_802,7.0,path_grd_mid_small_012,12.0,,,2220020121,Dash,2220020121.0,Dash,2220020121.0,Dash,2220050121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,3220020121.0,Dash,2220020121.0,Dash,1220040121.0,Jump,2220020121.0,Dash,3220080121.0,Jump,1220040121.0,Jump,1220040121.0,Jump,3220020121.0,Drop,2320060221.0,Drop,1220040121.0,Jump,3210010121.0,Drop,1220040121.0,Jump,3210010121.0,Drop,2120010121.0,Dash,2120010121.0,Dash,2220020121.0,Drop,3220020121.0,Drop,2220020121.0,Jump,3220020121.0,Jump,2220020121.0,Jump,3220020121.0,Jump,1220040121.0,Drop,2220020121.0,Drop,3210010121.0,Drop,1310010221.0,Drop,2220020121.0,Drop,2220020121.0,Drop,2220020121.0,Drop,2320060221.0,Drop,,,,,,,,
6021009,wave_campaign_normal_009,Defense,90,10,True,True,point_grd_desert_002_rightclear,point_fly_desert_002_rightclear,sbg_desert_002_rightclear,Desert,Day,ibg_desert_defense_001,45,57,15,20,,path_grd_close_special_064,path_fly_mid_special_016,12.0,path_grd_mid_special_025,,path_fly_mid_special_047,4.0,path_grd_close_special_024,16.0,path_grd_far_special_066,10.0,path_grd_mid_small_075,10.0,path_grd_close_special_024,,path_grd_mid_small_012,20.0,,,1120010121,Dash,1120010121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,1110010121.0,Drop,1110010121.0,Drop,3210020121.0,Normal,3210020121.0,Normal,3120010121.0,Drop,3120010121.0,Drop,3220040121.0,Jump,2220040121.0,Jump,2110010121.0,Dash,2110010121.0,Dash,1210020121.0,Normal,1310020221.0,Drop,3120010121.0,Dash,3120010121.0,Dash,3220040121.0,Drop,3220040121.0,Drop,1120010121.0,Drop,1120010121.0,Drop,1120010121.0,Drop,1120010121.0,Drop,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,2220040121.0,Dash,2120010121.0,Jump,2120010121.0,Jump,3220040121.0,Drop,2320010221.0,Dash,2120010121.0,Jump,2120010121.0,Jump,2120010121.0,Jump,2320010221.0,Normal,,,,,,,,
6021010,wave_campaign_normal_009,Defense,90,7,True,True,point_grd_desert_002_rightclear,point_fly_desert_002_rightclear,sbg_desert_002_rightclear,Desert,Day,ibg_desert_defense_001,24,36,0,20,,path_grd_close_small_007,path_grd_mid_small_037,8.0,path_grd_close_small_013,10.0,path_grd_mid_elite1_802,3.0,path_grd_mid_small_012,12.0,path_fly_close_small_029,10.0,path_grd_mid_small_075,10.0,path_fly_mid_elite1_802,,path_grd_close_small_013,15.0,,,3220050121,Jump,3220050121.0,Jump,3220050121.0,Jump,3220050121.0,Jump,1220060121.0,Normal,1220060121.0,Normal,1220060121.0,Jump,1220060121.0,Jump,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,1220060121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,1220060121.0,Drop,1320060221.0,Drop,1220060121.0,Jump,1220060121.0,Normal,1220060121.0,Jump,1220060121.0,Normal,1210030121.0,Jump,1210030121.0,Jump,1210030121.0,Jump,1220060121.0,Drop,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,1210030121.0,Jump,1210030121.0,Jump,1220060121.0,Drop,1310020221.0,Drop,1220060121.0,Normal,1220060121.0,Jump,1220060121.0,Normal,3320010221.0,Normal,,,,,,,,
