stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/2/private_monster_count,mod_value,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count
6114001,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,1310020131.0,path_fly_mid_small_018,3210010131,Drop,3210010131,Drop,2110010131,Dash,2110010131,Dash,path_fly_close_small_029,6.0,2210010131,Drop,2210010131,Drop,2210010131,Drop,1310030231,Drop,path_grd_close_small_013,2220020131,Dash,2220020131,Dash,2220020131,Dash,2220020131,Dash,path_fly_close_elite1_801,0.0,3210010131,Dash,3210010131,Dash,2210010131,Drop,1310020131,Drop,path_fly_mid_small_039,7.0,2210010131,Dash,2210010131,Dash,2210010131,Dash,2210010131,Dash,21,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6114002,wave_lostsector_003,Campaign,90,7,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,3310010131.0,path_fly_close_special_044,1110010131,Drop,1110010131,Drop,1110010131,Drop,1310020231,Drop,path_fly_mid_small_042,12.0,2210010131,Drop,2210010131,Drop,2210010131,Drop,2210010131,Drop,path_grd_close_special_064,2120010131,Jump,2120010131,Jump,2120010131,Jump,2120010131,Jump,path_fly_close_special_044,0.0,1110010131,Jump,1110010131,Jump,2210010131,Drop,3310010131,Drop,path_fly_close_small_029,11.0,2210010131,Drop,2210010131,Drop,2210010131,Drop,3210030131,Drop,66,6,0,path_fly_close_special_046,5.0,1110010131.0,Dash,1110010131.0,Dash,1110010131.0,Dash,1110010131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6114003,wave_lostsector_003,Campaign,90,7,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,1310020131.0,path_fly_close_special_044,2110010131,Drop,2110010131,Drop,2210020131,Drop,2210030131,Drop,path_grd_mid_elite2_805,10.0,2220030131,Dash,2220030131,Dash,2320050231,Drop,2320050231,Drop,path_fly_mid_small_053,2210020131,Dash,2210020131,Dash,2210020131,Dash,1210040131,Dash,path_fly_close_small_029,,2210020131,Jump,2210020131,Jump,2210020131,Jump,2210020131,Jump,path_fly_mid_elite1_802,0.0,2210020131,Dash,2210020131,Dash,3210030131,Drop,1310020131,Drop,36,24,0,path_grd_close_elite1_801,10.0,2220030131.0,Jump,2220030131.0,Jump,2220040131.0,Drop,3320040231.0,Drop,path_fly_close_small_029,5.0,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6114004,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,2320030131.0,path_grd_close_small_048,3220010131,Drop,3220010131,Drop,3220010131,Drop,2320030231,Drop,path_grd_mid_small_070,7.0,2220010131,Dash,2220010131,Dash,2220010131,Dash,3220070131,Dash,path_fly_close_small_029,3210020131,Drop,3210020131,Drop,3210020131,Drop,3210020131,Drop,path_grd_close_elite1_801,0.0,3220010131,Jump,3220010131,Jump,2220010131,Drop,2320030131,Drop,path_grd_mid_small_043,8.0,3220010131,Dash,3220010131,Dash,3220070131,Dash,3220070131,Dash,21,12,0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6114005,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,1320020131.0,path_grd_mid_small_070,2220010131,Drop,2220010131,Drop,2220010131,Drop,2220040131,Jump,path_fly_mid_small_008,7.0,2210010131,Dash,2210010131,Dash,2210010131,Dash,2310010231,Dash,path_grd_close_small_036,2220010131,Dash,2220010131,Dash,2220010131,Dash,2220040131,Dash,path_grd_mid_elite1_802,0.0,2220010131,Jump,2220010131,Jump,2220040131,Drop,1320020131,Drop,path_fly_mid_small_030,7.0,2210010131,Drop,2210010131,Drop,2210010131,Drop,2210010131,Dash,6,27,0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6114006,wave_lostsector_003,Defense,90,7,True,True,point_grd_lostsector_002_rightclear,point_fly_lostsector_002_rightclear,sbg_lostsector_002_rightclear,lostsector,Day,ibg_lostsector_defense_001,,path_grd_close_small_039,2220010131,Jump,2220010131,Jump,2220010131,Jump,2220040131,Normal,path_grd_mid_small_075,12.0,3220010131,Jump,3220010131,Jump,3220010131,Jump,3220020131,Jump,path_grd_close_special_064,3120010131,Jump,3120010131,Jump,2220010131,Dash,2220010131,Dash,path_grd_mid_elite1_802,4.0,2220010131,Jump,2220010131,Jump,2220040131,Drop,1320060231,Drop,path_grd_close_small_048,10.0,3220010131,Drop,3220010131,Drop,3220010131,Drop,2220040131,Drop,27,45,0,path_fly_mid_special_047,,3110010131.0,Drop,3110010131.0,Drop,3210020131.0,Normal,3210020131.0,Normal,path_grd_mid_small_075,9.0,2220010131.0,Dash,2220010131.0,Drop,2220010131.0,Dash,2220040131.0,Drop,,20,path_grd_mid_elite1_802,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Normal,1320060131.0,Normal,,,,,,,,,,,,,,,,,,,,,
6114007,wave_lostsector_003,BaseDefense,60,6,True,True,point_grd_lostsector_004_midclear,point_fly_lostsector_004,sbg_lostsector_004_midclear,lostsector,Day,ibg_lostsector_basedefense_001,,path_grd_close_small_051,1220020131,Dash,1220020131,Dash,1220020131,Dash,1220020131,Dash,path_grd_mid_small_070,,2220030131,Jump,2220030131,Jump,2220030131,Jump,2220050131,Drop,path_grd_mid_small_011,2220020131,Jump,2220020131,Jump,2220020131,Jump,2220020131,Jump,path_grd_close_small_067,3.0,2220020131,Dash,2220020131,Dash,3220020131,Drop,3320050231,Drop,path_grd_mid_small_058,7.0,2220030131,Dash,2220030131,Dash,2220030131,Dash,2220050131,Dash,12,48,0,path_grd_mid_special_065,,1120010131.0,Jump,1120010131.0,Jump,1220020131.0,Drop,3220020131.0,Drop,path_grd_mid_small_075,5.0,1220020131.0,Dash,1220020131.0,Dash,1220020131.0,Dash,1220020131.0,Dash,,normal,path_grd_mid_elite1_802,1220020131.0,Jump,1220020131.0,Jump,3220020131.0,Drop,2320020131.0,Drop,7.0,,,,,,,,,,,,,,,,,,,,
6114008,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,1320060131.0,path_grd_mid_small_055,2220010131,Drop,2220010131,Drop,2220010131,Drop,2220040131,Drop,path_grd_close_elite1_801,7.0,2220010131,Dash,2220010131,Dash,1220050131,Drop,1320060231,Drop,path_grd_close_small_010,2220010131,Dash,2220010131,Dash,2220010131,Dash,2220040131,Dash,path_grd_close_elite1_801,0.0,2220010131,Dash,2220010131,Dash,2220040131,Drop,1320060131,Drop,path_grd_mid_small_073,6.0,2220010131,Dash,2220010131,Dash,2220010131,Dash,2220040131,Dash,24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6114009,wave_lostsector_003,Campaign,90,7,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,2320050131.0,path_grd_close_elite1_801,1220060131,Dash,1220060131,Dash,2220040131,Drop,2320030231,Drop,path_grd_mid_small_055,5.0,1220060131,Drop,1220060131,Drop,1220060131,Drop,2320030231,Drop,path_fly_close_special_046,2210040131,Dash,2210040131,Dash,3210040131,Drop,3210040131,Drop,path_grd_mid_small_037,,1220060131,Dash,1220060131,Dash,1220060131,Dash,3220020131,Dash,path_grd_close_elite3_813,0.0,1220060131,Drop,2320030231,Drop,2320030231,Drop,2320050131,Drop,33,24,0,path_grd_mid_small_043,,1220060131.0,Dash,2220040131.0,Dash,1220060131.0,Dash,2220040131.0,Dash,path_grd_mid_small_070,8.0,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,2220040131.0,Normal,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6114010,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,2320030131.0,path_grd_mid_small_002,3220050131,Drop,3220050131,Drop,3220060131,Dash,3220060131,Dash,path_grd_close_small_067,6.0,3220060131,Dash,3220060131,Dash,2220050131,Drop,1320030231,Drop,path_grd_mid_small_011,3220060131,Jump,3220060131,Jump,3220060131,Jump,3220060131,Jump,path_grd_mid_elite1_802,0.0,3220060131,Jump,3220060131,Jump,3220020131,Drop,2320030131,Drop,path_grd_close_small_048,,3220050131,Drop,3220050131,Drop,3220050131,Drop,3220050131,Drop,12,21,0,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
