stage_id,group_id,spot_mod,ui_theme,battle_time,mod_value,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,target_list/0/name,target_list/0/value,wave_data/0/wave_path,wave_data/0/private_monster_count,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6027001,wave_campaign_normal_012,Campaign,None,90,0,5,True,False,point_grd_desertcrystal_001,point_fly_desertcrystal_001,sbg_desertcrystal_001,Desert,Day,ibg_desertcrystal_001,12,20,1,target_list,-1984907175.0,path_grd_mid_small_002,-1,path_fly_mid_small_024,6,path_grd_close_small_069,8,path_fly_mid_elite1_802,0,path_fly_close_small_049,8,,-1,,-1,,-1,,-1,,-1,-1074917175,Dash,-1074917175,Dash,1120010121,Drop,1120010121,Drop,-2084947175,Drop,-2084947175,Drop,-2084947175,Drop,-1984907075,Drop,-1074917175,Drop,-1074917175,Drop,-1074917175,Drop,-2074927175,Drop,1210030121,Dash,-2084947175,Dash,1210030121,Drop,-1984907175,Drop,-1084957175,Dash,-1084957175,Dash,-1084957175,Dash,-1084937175,Dash,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6027002,wave_campaign_normal_012,Campaign,None,90,0,5,True,False,point_grd_desertcrystal_002,point_fly_desertcrystal_002,sbg_desertcrystal_002,Desert,Day,ibg_desertcrystal_001,24,12,0,target_list,1320060121.0,path_grd_mid_small_055,-1,path_grd_close_elite1_801,7,path_grd_close_small_010,-1,path_grd_close_elite1_801,0,path_grd_mid_small_073,6,,-1,,-1,,-1,,-1,,-1,-2074957175,Drop,-2074957175,Drop,-2074957175,Drop,-2074927175,Drop,-2074957175,Dash,-2074957175,Dash,1220050121,Drop,1320060221,Drop,-2074957175,Dash,-2074957175,Dash,-2074957175,Dash,-2074927175,Dash,-2074957175,Dash,-2074957175,Dash,-2074927175,Drop,1320060121,Drop,-2074957175,Dash,-2074957175,Dash,-2074957175,Dash,-2074927175,Dash,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6027003,wave_campaign_normal_012,Campaign,None,90,0,7,True,False,point_grd_desertcrystal_001,point_fly_desertcrystal_001,sbg_desertcrystal_001,Desert,Day,ibg_desertcrystal_001,17,70,0,target_list,1320030121.0,path_grd_close_small_001,-1,path_grd_mid_special_065,-1,path_grd_close_small_042,-1,path_grd_mid_special_025,12,path_grd_close_elite2_807,0,path_grd_mid_special_065,9,path_grd_close_small_048,9,path_grd_mid_special_065,10,,-1,,-1,1220060121,Dash,1220060121,Dash,1220060121,Drop,-2074927175,Drop,-1074907175,Dash,-1074907175,Dash,1220060121,Drop,1320030221,Drop,-2074957175,Dash,-2074957175,Dash,-2074957175,Dash,-2074957175,Dash,1220060121,Jump,1220060121,Jump,-2074957175,Drop,-2074927175,Drop,-2074957175,Jump,-2074957175,Jump,-1974947075,Drop,1320030121,Drop,-1074907175,Dash,-1074907175,Dash,-2074957175,Drop,-2074927175,Drop,1220060121,Drop,1220060121,Drop,1220060121,Drop,1220060121,Drop,-1074907175,Jump,-1074907175,Jump,-2074957175,Drop,-2074927175,Drop,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6027004,wave_campaign_normal_012,Campaign,None,90,0,5,True,False,point_grd_desertcrystal_002,point_fly_desertcrystal_002,sbg_desertcrystal_002,Desert,Day,ibg_desertcrystal_001,9,15,12,target_list,1310030121.0,path_grd_close_elite1_801,-1,path_grd_far_small_033,7,path_grd_mid_small_058,7,path_fly_mid_elite1_802,0,path_grd_far_small_044,6,,-1,,-1,,-1,,-1,,-1,-1074937175,Dash,-1074937175,Dash,-2074927175,Jump,-1974917075,Jump,-2074937175,Dash,-2074937175,Dash,-2074937175,Dash,-2074927175,Dash,-1074937175,Dash,-1074937175,Dash,-1074937175,Dash,-2074927175,Dash,-1084957175,Dash,-1084957175,Dash,-1084937175,Drop,1310030121,Drop,-2074937175,Jump,-2074937175,Jump,-2074937175,Jump,-2074927175,Dash,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6027005,wave_campaign_normal_012,Campaign,None,90,0,5,True,False,point_grd_desertcrystal_001,point_fly_desertcrystal_001,sbg_desertcrystal_001,Desert,Day,ibg_desertcrystal_001,12,36,24,target_list,-1984907175.0,path_grd_close_small_004,-1,path_grd_mid_special_025,-1,path_fly_mid_special_016,10,path_fly_far_special_045,0,path_grd_close_small_048,9,path_fly_mid_special_047,8,,-1,,-1,,-1,,-1,-2074957175,Jump,1120010121,Jump,-2074957175,Jump,1120010121,Jump,-2074937175,Jump,1120010121,Jump,-2074937175,Jump,-1974947075,Jump,-1184957175,Drop,-1184957175,Drop,-1084937175,Drop,-2084947175,Drop,-1184957175,Drop,-2084947175,Drop,-1084937175,Drop,-1984907175,Drop,-1074947175,Dash,-1074917175,Dash,-1074917175,Dash,-1074917175,Dash,-1084957175,Drop,-1084957175,Drop,2110010121,Drop,2110010121,Drop,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6027006,wave_campaign_normal_012,Campaign,None,90,0,7,True,False,point_grd_desertcrystal_002,point_fly_desertcrystal_002,sbg_desertcrystal_002,Desert,Day,ibg_desertcrystal_001,10,44,0,target_list,-1984927175.0,path_grd_mid_small_002,-1,path_fly_mid_elite1_802,6,path_grd_close_small_060,-1,path_fly_mid_small_021,6,path_fly_mid_elite2_805,0,path_fly_close_small_049,-1,path_grd_mid_small_043,-1,path_grd_mid_small_005,8,,-1,,-1,1220060121,Dash,1220060121,Dash,1220060121,Dash,1220060121,Dash,1210030121,Drop,-1084927175,Drop,-1084937175,Drop,-1984927075,Drop,1220060121,Drop,1220050121,Drop,1220060121,Drop,1220050121,Drop,-1084927175,Drop,1210030121,Drop,1210030121,Drop,-1084927175,Drop,1210030121,Drop,-1084927175,Drop,1310010221,Drop,-1984927175,Drop,1210030121,Dash,1210030121,Dash,1210030121,Dash,-1084937175,Normal,1220060121,Drop,1220050121,Drop,1220060121,Drop,1220050121,Drop,1220060121,Dash,1220060121,Dash,1220060121,Dash,1220060121,Dash,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6027007,wave_campaign_normal_012,Campaign,None,90,0,7,True,False,point_grd_desertcrystal_001,point_fly_desertcrystal_001,sbg_desertcrystal_001,Desert,Day,ibg_desertcrystal_001,12,45,15,target_list,-984927175.0,path_grd_close_small_004,-1,path_fly_mid_special_016,-1,path_grd_mid_special_025,10,path_fly_far_special_045,0,path_grd_close_small_048,9,path_grd_mid_special_065,8,,-1,,-1,,-1,,-1,-2074957175,Jump,1120010121,Jump,-2074957175,Jump,1120010121,Jump,-1184957175,Drop,-1084947175,Drop,-1084937175,Drop,-984927075,Drop,-2074957175,Jump,1120010121,Jump,-2074937175,Jump,-2074927175,Jump,-1184957175,Drop,-1084947175,Drop,-1084937175,Drop,-984927175,Drop,-1074947175,Dash,-2074957175,Dash,-2074957175,Dash,-2074957175,Dash,-2074957175,Drop,-2074937175,Drop,1120010121,Drop,-1074947175,Drop,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6027008,wave_campaign_normal_012,BaseDefense,None,60,normal,6,True,True,point_grd_desertcrystal_002_midclear,point_fly_desertcrystal_002,sbg_desertcrystal_002_midclear,Desert,Day,ibg_desertcrystal_002_midclear,6,42,12,,,path_grd_mid_small_005,-1,path_grd_far_small_044,7,path_grd_close_small_042,-1,path_grd_mid_special_025,3,path_fly_mid_small_039,8,path_grd_far_small_062,-1,path_grd_mid_small_076,5,path_grd_mid_elite1_802,7,,-1,,-1,-2074947175,Drop,-2074947175,Drop,-2074947175,Drop,-2074947175,Drop,-1074907175,Dash,-1074907175,Dash,-1074907175,Jump,-1074907175,Jump,-2074947175,Dash,-2074947175,Dash,-1074907175,Dash,-1074907175,Dash,2120010121,Jump,2120010121,Jump,-1074907175,Drop,-974957075,Drop,-2074947175,Drop,1210010121,Jump,-2074947175,Drop,1210010121,Jump,-2074947175,Jump,-1074907175,Jump,-2074947175,Jump,-1074907175,Jump,-2074947175,Dash,-2074947175,Dash,-2074947175,Dash,-2074947175,Dash,-1074907175,Dash,-1074907175,Dash,-1074907175,Drop,-974937075,Drop,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6027009,wave_campaign_normal_012,BaseDefense,None,60,normal,7,True,True,point_grd_desertcrystal_002_midclear,point_fly_desertcrystal_002,sbg_desertcrystal_002_midclear,Desert,Day,ibg_desertcrystal_002_midclear,0,45,18,,,path_grd_mid_small_068,-1,path_grd_far_small_044,5,path_grd_mid_special_065,4,path_grd_mid_elite1_802,2,path_fly_far_small_006,10,path_grd_far_small_044,5,path_grd_mid_small_075,6,path_grd_mid_elite1_802,-1,,-1,,-1,-2074937175,Dash,-2074937175,Dash,-2074917175,Drop,-974937075,Drop,-1074907175,Dash,-2074917175,Dash,-1074907175,Dash,-2074917175,Dash,1120010121,Jump,1120010121,Jump,-1074907175,Dash,-2074917175,Drop,-1074907175,Dash,-1074907175,Dash,-974897075,Drop,-2074917175,Drop,1210010121,Dash,-2074937175,Drop,-2074937175,Drop,-2084937175,Drop,-1074907175,Dash,-2074937175,Dash,-1074907175,Dash,-2074937175,Dash,-1074907175,Dash,-1074907175,Dash,-1074907175,Dash,-2074917175,Dash,-2074937175,Jump,-2074937175,Jump,-1074907175,Drop,-974937175,Drop,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6027010,wave_campaign_normal_012,Campaign,None,90,0,5,True,False,point_grd_desertcrystal_002,point_fly_desertcrystal_002,sbg_desertcrystal_002,Desert,Day,ibg_desertcrystal_001,6,36,0,target_list,-984917175.0,path_fly_mid_small_018,-1,path_fly_mid_elite1_802,-1,path_fly_mid_small_050,8,path_fly_mid_elite1_802,0,path_fly_mid_small_050,10,path_fly_close_small_001,5,,-1,,-1,,-1,,-1,-2084947175,Dash,-2084947175,Dash,-2084947175,Dash,-2084947175,Dash,-2084947175,Drop,-2084947175,Drop,-2084947175,Drop,-984917075,Drop,-2084947175,Dash,-2084947175,Dash,-2084947175,Dash,-1084937175,Dash,-2084947175,Drop,-2084947175,Drop,-2084947175,Drop,-984917175,Drop,-2084947175,Drop,-1984907075,Drop,-2084947175,Drop,-1084937175,Drop,-2084947175,Dash,-2084947175,Dash,-2084947175,Dash,-2084947175,Dash,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
