stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,mod_value,wave_data/2/private_monster_count,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6220851,wave_tower_elysion_010,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,2310040111.0,path_grd_mid_small_052,2220010111,Dash,2220010111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,path_fly_mid_elite1_802,6.0,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Drop,1310010211.0,Drop,path_fly_mid_small_050,1210010111.0,Dash,1210010111.0,Dash,1210010111.0,Dash,1210040111.0,Dash,path_fly_mid_elite1_802,0.0,1210020111.0,Dash,1210020111.0,Dash,1210040111.0,Drop,2310040111.0,Drop,path_grd_mid_special_025,6.0,3120010111.0,Dash,3120010111.0,Dash,3220060111.0,Drop,3220020111.0,Drop,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220852,wave_tower_elysion_010,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,2320020111.0,path_grd_mid_small_049,3220050111,Drop,3220050111.0,Drop,3220050111.0,Drop,2220040111.0,Drop,path_grd_mid_special_065,7.0,1120010111.0,Dash,1120010111.0,Dash,2220030111.0,Dash,2320020211.0,Dash,path_grd_far_small_044,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Dash,path_fly_far_special_045,0.0,1110010111.0,Drop,1110010111.0,Drop,1110010111.0,Drop,1210040111.0,Drop,path_grd_mid_special_065,10.0,1120010111.0,Drop,1120010111.0,Drop,2220030111.0,Drop,2320020111.0,Drop,0,36,27,path_grd_far_small_006,8.0,2220030111.0,Jump,2220030111.0,Jump,2220030111.0,Jump,2220040111.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220853,wave_tower_elysion_010,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,2310060111.0,path_grd_mid_small_005,1220040111,Dash,1220040111.0,Dash,1220040111.0,Dash,1220040111.0,Dash,path_fly_mid_special_016,7.0,1110010111.0,Drop,1110010111.0,Drop,2210010111.0,Drop,2310060211.0,Drop,path_fly_far_small_031,1210010111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,1210040111.0,Drop,path_fly_mid_elite2_805,0.0,1210010111.0,Jump,1210010111.0,Jump,1210010111.0,Drop,2310060111.0,Drop,path_grd_far_small_044,,3220060111.0,Dash,2220040111.0,Dash,3220060111.0,Dash,2220040111.0,Dash,0,30,27,path_fly_far_special_048,8.0,3110010111.0,Jump,3110010111.0,Jump,3110010111.0,Jump,1210010111.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220854,wave_tower_elysion_010,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,3320040111.0,path_grd_far_small_053,1220060111,Dash,1220060111.0,Dash,1220060111.0,Dash,3220020111.0,Dash,path_grd_mid_elite1_802,6.0,3220050111.0,Jump,3220050111.0,Jump,2220050111.0,Drop,3320040211.0,Drop,path_fly_mid_small_050,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,1210040111.0,Drop,path_grd_mid_elite2_808,0.0,3220050111.0,Jump,3220050111.0,Jump,3320040211.0,Drop,3320040111.0,Drop,path_fly_mid_special_016,6.0,2210010111.0,Drop,2110010111.0,Drop,2210010111.0,Drop,1210040111.0,Drop,0,39,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220855,wave_tower_elysion_010,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Elysion,ibg_tower_defense_001,,path_fly_mid_elite1_802,2210020111,Normal,2210020111.0,Normal,2210020111.0,Normal,2310060211.0,Drop,path_fly_mid_small_008,12.0,1210030111.0,Normal,2210040111.0,Dash,1210030111.0,Normal,2210040111.0,Dash,path_grd_mid_elite2_805,2220010111.0,Normal,2220010111.0,Normal,2220010111.0,Normal,2220010111.0,Normal,path_fly_close_small_004,,2210040111.0,Dash,1210030111.0,Dash,2210040111.0,Dash,1210030111.0,Dash,path_fly_mid_elite2_805,3.0,2210020111.0,Normal,2210040111.0,Dash,3310020211.0,Drop,2310060111.0,Drop,6,60,0,path_grd_mid_small_037,12.0,2220010111.0,Normal,2220010111.0,Normal,2220010111.0,Normal,2220010111.0,Normal,20,10.0,path_fly_mid_small_005,2210040111.0,Dash,1210030111.0,Normal,2210040111.0,Dash,1210030111.0,Normal,path_grd_mid_small_076,10.0,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,path_fly_mid_elite2_808,2210020111.0,Normal,2210040111.0,Dash,3310020211.0,Drop,2310060211.0,Drop,,,,,,,,,,,,
6220856,wave_tower_elysion_010,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,2310040111.0,path_grd_mid_small_002,3220010111,Jump,3220010111.0,Jump,3220010111.0,Jump,3220010111.0,Jump,path_fly_mid_elite1_802,6.0,3210010111.0,Dash,3210010111.0,Dash,1210040111.0,Drop,2310040211.0,Drop,path_fly_mid_small_005,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,path_fly_mid_elite2_805,0.0,3210010111.0,Dash,3210010111.0,Dash,2310060211.0,Drop,2310040111.0,Drop,path_grd_mid_small_043,10.0,3220010111.0,Jump,3220010111.0,Jump,3220010111.0,Jump,3220010111.0,Jump,0,42,0,path_fly_mid_small_024,,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220857,wave_tower_elysion_010,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,3310040111.0,path_grd_mid_small_049,1220020111,Dash,1220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,path_fly_mid_elite1_802,,1210020111.0,Drop,1210020111.0,Drop,3210030111.0,Drop,3310040211.0,Drop,path_grd_mid_small_046,1220020111.0,Drop,1220020111.0,Drop,1220020111.0,Drop,1220020111.0,Drop,path_grd_mid_small_034,0.0,1220020111.0,Jump,1220020111.0,Jump,1220020111.0,Jump,1320030211.0,Drop,path_fly_far_elite1_803,7.0,1210020111.0,Drop,1210020111.0,Drop,1210010111.0,Drop,3310040111.0,Drop,0,33,9,path_grd_mid_small_008,,1220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220858,wave_tower_elysion_010,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,3310040111.0,path_grd_mid_small_043,2220020111,Jump,2220020111.0,Jump,2220020111.0,Jump,2220020111.0,Jump,path_fly_far_elite1_803,5.0,1210030111.0,Drop,1210030111.0,Drop,1210010111.0,Drop,3310040211.0,Drop,path_grd_mid_small_034,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,2320030211.0,Dash,path_fly_far_elite1_803,0.0,1210030111.0,Drop,1210030111.0,Drop,1210010111.0,Drop,3310040111.0,Drop,path_grd_mid_small_034,10.0,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,2320030211.0,Dash,0,24,18,path_fly_mid_small_024,,1210030111.0,Drop,1210030111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220859,wave_tower_elysion_010,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Elysion,ibg_tower_basedefense_001,,path_grd_far_elite1_803,2220030111,Drop,2220030111.0,Drop,2220040111.0,Drop,3320020211.0,Drop,path_grd_close_small_069,10.0,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,2220040111.0,Normal,path_grd_mid_small_043,2220030111.0,Drop,2220030111.0,Drop,2220030111.0,Drop,2220030111.0,Drop,path_fly_close_small_049,4.0,1220060111.0,Drop,1220060111.0,Drop,1220060111.0,Drop,3310040211.0,Drop,path_grd_mid_elite2_808,10.0,2220030111.0,Drop,2220030111.0,Drop,3320050211.0,Drop,3320020211.0,Drop,12,33,18,path_grd_mid_small_070,6.0,1220060111.0,Dash,1220060111.0,Dash,3220070111.0,Dash,2220040111.0,Normal,normal,8.0,path_grd_mid_small_076,3220070111.0,Drop,2220030111.0,Drop,2220030111.0,Drop,2220030111.0,Drop,path_fly_mid_small_050,6.0,1220060111.0,Drop,1220060111.0,Drop,2220040111.0,Drop,3310040211.0,Drop,path_grd_far_elite2_809,2220030111.0,Drop,2220030111.0,Drop,3320050211.0,Drop,3320020111.0,Drop,5.0,,,,,,,,,,,
6220860,wave_tower_elysion_010,Campaign,180,7,False,True,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Elysion,ibg_tower_001,2421040111.0,path_grd_mid_centurion_901,2421040111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
