id,group,step,stage_name,stage_contents_type,stage_id,is_repeat_clear,is_guide_field_change,map_change_guide_localkey,npc_change_guide_localkey
100110101,1001101,1,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,100110101,False,,,
100110102,1001101,2,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,100110102,True,,,
100110103,1001101,3,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,100110103,False,,,
100110104,1001101,4,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,100110104,True,,,
100110105,1001101,5,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,100110105,False,,,
100110106,1001101,6,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,100110106,False,,,
100110107,1001101,7,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,100110107,True,,,
100110108,1001101,8,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,100110108,False,,,
100110109,1001101,9,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,100110109,True,,,
100110110,1001101,10,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,100110110,False,,,
100120101,1001201,1,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,100120101,False,,,
100120102,1001201,2,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,100120102,True,,,
100120103,1001201,3,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,100120103,False,,,
100120104,1001201,4,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,100120104,True,,,
100120105,1001201,5,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,100120105,False,,,
100120106,1001201,6,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,100120106,False,,,
100120107,1001201,7,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,100120107,True,,,
100120108,1001201,8,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,100120108,False,,,
100120109,1001201,9,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,100120109,True,,,
100120110,1001201,10,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,100120110,False,,,
101310101,1013101,1,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,101310101,False,True,Locale_Event:Overzone_FieldChange_01,
101310102,1013101,2,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,101310102,True,,,
101310103,1013101,3,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,101310103,False,True,Locale_Event:Overzone_FieldChange_02,
101310104,1013101,4,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,101310104,True,,,
101310105,1013101,5,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,101310105,False,,,
101310106,1013101,6,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,101310106,False,,,
101310107,1013101,7,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,101310107,True,,,
101310108,1013101,8,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,101310108,False,True,,Locale_Event:Overzone_NpcChange_01
101310109,1013101,9,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,101310109,True,,,
101310110,1013101,10,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,101310110,False,True,Locale_Event:Overzone_FieldChange_03,Locale_Event:Overzone_NpcChange_03
101310111,1013101,11,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,101310111,True,,,
101310112,1013101,12,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,101310112,False,True,Locale_Event:Overzone_FieldChange_04,
101410101,1014101,1,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,101410101,False,True,Locale_Event:Overzone_FieldChange_05,Locale_Event:Overzone_NpcChange_04
101410102,1014101,2,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,101410102,True,,,
101410103,1014101,3,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,101410103,False,,,
101410104,1014101,4,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,101410104,True,,,
101410105,1014101,5,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,101410105,False,,,
101410106,1014101,6,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,101410106,False,True,,Locale_Event:Overzone_NpcChange_05
101410107,1014101,7,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,101410107,True,,,
101410108,1014101,8,Locale_Stage:STORYEVENT_STAGE_DEFAULT,SpotBattle,101410108,False,True,,Locale_Event:Overzone_NpcChange_06
