id,event_field_id,npc_type,resource_id,contents_type,contents_id,daily_respawn,despawn_npc_respawn_time,interaction_distance,forced_interaction_marker
110101,10012,npc,9999999,Fishing,10101,True,30,300,sprite_fish_list_beautifulshot
110103,10012,npc,9999999,Fishing,10103,True,30,300,sprite_fish_list_beautifulshot
110105,10012,npc,9999999,Fishing,10105,True,30,300,sprite_fish_list_beautifulshot
110201,10012,npc,9999999,Fishing,10201,True,30,300,sprite_fish_list_beautifulshot
110203,10012,npc,9999999,Fishing,10203,True,30,300,sprite_fish_list_beautifulshot
110205,10012,npc,9999999,Fishing,10205,True,30,300,sprite_fish_list_beautifulshot
110303,10012,npc,9999999,Fishing,10303,True,30,300,sprite_fish_list_beautifulshot
110305,10012,npc,9999999,Fishing,10305,True,30,300,sprite_fish_list_beautifulshot
110401,10012,npc,9999999,Fishing,10401,True,40,300,sprite_fish_list_beautifulshot
110403,10012,npc,9999999,Fishing,10403,True,60,300,sprite_fish_list_beautifulshot
110405,10012,npc,9999999,Fishing,10405,True,60,300,sprite_fish_list_beautifulshot
120101,10012,npc,9999999,Fishing,20101,True,30,300,sprite_fish_list_beautifulshot
120103,10012,npc,9999999,Fishing,20103,True,30,300,sprite_fish_list_beautifulshot
120105,10012,npc,9999999,Fishing,20105,True,30,300,sprite_fish_list_beautifulshot
120201,10012,npc,9999999,Fishing,20201,True,30,300,sprite_fish_list_beautifulshot
120203,10012,npc,9999999,Fishing,20203,True,30,300,sprite_fish_list_beautifulshot
120205,10012,npc,9999999,Fishing,20205,True,30,300,sprite_fish_list_beautifulshot
120305,10012,npc,9999999,Fishing,20305,True,30,300,sprite_fish_list_beautifulshot
120405,10012,npc,9999999,Fishing,20405,True,60,300,sprite_fish_list_beautifulshot
130101,10012,npc,9999999,Fishing,30101,True,30,300,sprite_fish_list_beautifulshot
130103,10012,npc,9999999,Fishing,30103,True,30,300,sprite_fish_list_beautifulshot
130105,10012,npc,9999999,Fishing,30105,True,30,300,sprite_fish_list_beautifulshot
130201,10012,npc,9999999,Fishing,30201,True,30,300,sprite_fish_list_beautifulshot
130203,10012,npc,9999999,Fishing,30203,True,30,300,sprite_fish_list_beautifulshot
130205,10012,npc,9999999,Fishing,30205,True,30,300,sprite_fish_list_beautifulshot
130303,10012,npc,9999999,Fishing,30303,True,30,300,sprite_fish_list_beautifulshot
130305,10012,npc,9999999,Fishing,30305,True,30,300,sprite_fish_list_beautifulshot
130403,10012,npc,9999999,Fishing,30403,True,60,300,sprite_fish_list_beautifulshot
140101,10012,npc,9999999,Fishing,40101,True,30,300,sprite_fish_list_beautifulshot
140103,10012,npc,9999999,Fishing,40103,True,30,300,sprite_fish_list_beautifulshot
140105,10012,npc,9999999,Fishing,40105,True,30,300,sprite_fish_list_beautifulshot
140201,10012,npc,9999999,Fishing,40201,True,30,300,sprite_fish_list_beautifulshot
140203,10012,npc,9999999,Fishing,40203,True,30,300,sprite_fish_list_beautifulshot
140205,10012,npc,9999999,Fishing,40205,True,30,300,sprite_fish_list_beautifulshot
140305,10012,npc,9999999,Fishing,40305,True,30,300,sprite_fish_list_beautifulshot
140405,10012,npc,9999999,Fishing,40405,True,60,300,sprite_fish_list_beautifulshot
150101,10012,npc,9999999,Fishing,50101,True,30,300,sprite_fish_list_beautifulshot
150103,10012,npc,9999999,Fishing,50103,True,30,300,sprite_fish_list_beautifulshot
150105,10012,npc,9999999,Fishing,50105,True,30,300,sprite_fish_list_beautifulshot
150201,10012,npc,9999999,Fishing,50201,True,30,300,sprite_fish_list_beautifulshot
150203,10012,npc,9999999,Fishing,50203,True,30,300,sprite_fish_list_beautifulshot
150205,10012,npc,9999999,Fishing,50205,True,30,300,sprite_fish_list_beautifulshot
150303,10012,npc,9999999,Fishing,50303,True,30,300,sprite_fish_list_beautifulshot
150305,10012,npc,9999999,Fishing,50305,True,30,300,sprite_fish_list_beautifulshot
150403,10012,npc,9999999,Fishing,50403,True,60,300,sprite_fish_list_beautifulshot
150405,10012,npc,9999999,Fishing,50405,True,60,300,sprite_fish_list_beautifulshot
160103,10012,npc,9999999,Fishing,60103,True,480,300,sprite_fish_list_beautifulshot
160105,10012,npc,9999999,Fishing,60105,True,480,300,sprite_fish_list_beautifulshot
160203,10012,npc,9999999,Fishing,60203,True,480,300,sprite_fish_list_beautifulshot
160205,10012,npc,9999999,Fishing,60205,True,480,300,sprite_fish_list_beautifulshot
200001,10012,npc,7008001,Photo,1,True,0,300,sprite_btn_island_adventure_photo_special_spot
200002,10012,npc,7008001,Photo,2,True,0,300,sprite_btn_island_adventure_photo_special_spot
200003,10012,npc,7008001,Photo,3,True,0,300,sprite_btn_island_adventure_photo_special_spot
200004,10012,npc,7008001,Photo,4,True,0,300,sprite_btn_island_adventure_photo_special_spot
200005,10012,npc,7008001,Photo,5,True,0,300,sprite_btn_island_adventure_photo_special_spot
200006,10012,npc,7008001,Photo,6,True,0,300,sprite_btn_island_adventure_photo_special_spot
200007,10012,npc,7008001,Photo,7,True,0,300,sprite_btn_island_adventure_photo_normal_spot
200008,10012,npc,7008001,Photo,8,True,0,300,sprite_btn_island_adventure_photo_normal_spot
200009,10012,npc,7008001,Photo,9,True,0,300,sprite_btn_island_adventure_photo_normal_spot
200010,10012,npc,7008001,Photo,10,True,0,300,sprite_btn_island_adventure_photo_normal_spot
200011,10012,npc,7008001,Photo,11,True,0,300,sprite_btn_island_adventure_photo_normal_spot
200012,10012,npc,7008001,Photo,12,True,0,300,sprite_btn_island_adventure_photo_normal_spot
200013,10012,npc,7008001,Photo,13,True,0,300,sprite_btn_island_adventure_photo_normal_spot
200014,10012,npc,7008001,Photo,14,True,0,300,sprite_btn_island_adventure_photo_normal_spot
200015,10012,npc,7008001,Photo,15,True,0,300,sprite_btn_island_adventure_photo_normal_spot
200016,10012,npc,7008001,Photo,16,True,0,300,sprite_btn_island_adventure_photo_normal_spot
200017,10012,npc,7008001,Photo,17,True,0,300,sprite_btn_island_adventure_photo_normal_spot
200018,10012,npc,7008001,Photo,18,True,0,100,sprite_btn_island_adventure_photo_normal_spot
200019,10012,npc,7008001,Photo,19,True,0,300,sprite_btn_island_adventure_photo_normal_spot
200020,10012,npc,7008001,Photo,20,True,0,100,sprite_btn_island_adventure_photo_normal_spot
310105,10012,npc,9999999,Fishing,11105,True,30,300,sprite_fish_list_beautifulshot
310205,10012,npc,9999999,Fishing,11205,True,30,300,sprite_fish_list_beautifulshot
310305,10012,npc,9999999,Fishing,11305,True,30,300,sprite_fish_list_beautifulshot
310405,10012,npc,9999999,Fishing,11405,True,60,300,sprite_fish_list_beautifulshot
320105,10012,npc,9999999,Fishing,21105,True,30,300,sprite_fish_list_beautifulshot
320205,10012,npc,9999999,Fishing,21205,True,30,300,sprite_fish_list_beautifulshot
320305,10012,npc,9999999,Fishing,21305,True,30,300,sprite_fish_list_beautifulshot
320405,10012,npc,9999999,Fishing,21405,True,60,300,sprite_fish_list_beautifulshot
330105,10012,npc,9999999,Fishing,31105,True,30,300,sprite_fish_list_beautifulshot
330205,10012,npc,9999999,Fishing,31205,True,30,300,sprite_fish_list_beautifulshot
330305,10012,npc,9999999,Fishing,31305,True,30,300,sprite_fish_list_beautifulshot
330403,10012,npc,9999999,Fishing,31403,True,60,300,sprite_fish_list_beautifulshot
340105,10012,npc,9999999,Fishing,41105,True,30,300,sprite_fish_list_beautifulshot
340205,10012,npc,9999999,Fishing,41205,True,30,300,sprite_fish_list_beautifulshot
340305,10012,npc,9999999,Fishing,41305,True,30,300,sprite_fish_list_beautifulshot
340405,10012,npc,9999999,Fishing,41405,True,60,300,sprite_fish_list_beautifulshot
350105,10012,npc,9999999,Fishing,51105,True,30,300,sprite_fish_list_beautifulshot
350205,10012,npc,9999999,Fishing,51205,True,30,300,sprite_fish_list_beautifulshot
350305,10012,npc,9999999,Fishing,51305,True,30,300,sprite_fish_list_beautifulshot
350405,10012,npc,9999999,Fishing,51405,True,60,300,sprite_fish_list_beautifulshot
360105,10012,npc,9999999,Fishing,61105,True,480,300,sprite_fish_list_beautifulshot
360205,10012,npc,9999999,Fishing,61205,True,480,300,sprite_fish_list_beautifulshot
400001,10012,npc,7008001,Photo,21,True,0,300,sprite_btn_island_adventure_photo_special_spot
400002,10012,npc,7008001,Photo,22,True,0,300,sprite_btn_island_adventure_photo_special_spot
400003,10012,npc,7008001,Photo,23,True,0,300,sprite_btn_island_adventure_photo_special_spot
400004,10012,npc,7008001,Photo,24,True,0,300,sprite_btn_island_adventure_photo_special_spot
400005,10012,npc,7008001,Photo,25,True,0,300,sprite_btn_island_adventure_photo_special_spot
400006,10012,npc,7008001,Photo,26,True,0,300,sprite_btn_island_adventure_photo_special_spot
400007,10012,npc,7008001,Photo,27,True,0,300,sprite_btn_island_adventure_photo_normal_spot
400008,10012,npc,7008001,Photo,28,True,0,300,sprite_btn_island_adventure_photo_normal_spot
400009,10012,npc,7008001,Photo,29,True,0,300,sprite_btn_island_adventure_photo_normal_spot
400010,10012,npc,7008001,Photo,30,True,0,300,sprite_btn_island_adventure_photo_normal_spot
400011,10012,npc,7008001,Photo,31,True,0,300,sprite_btn_island_adventure_photo_normal_spot
400012,10012,npc,7008001,Photo,32,True,0,300,sprite_btn_island_adventure_photo_normal_spot
400013,10012,npc,7008001,Photo,33,True,0,300,sprite_btn_island_adventure_photo_normal_spot
400014,10012,npc,7008001,Photo,34,True,0,300,sprite_btn_island_adventure_photo_normal_spot
400015,10012,npc,7008001,Photo,35,True,0,300,sprite_btn_island_adventure_photo_normal_spot
400016,10012,npc,7008001,Photo,36,True,0,300,sprite_btn_island_adventure_photo_normal_spot
400017,10012,npc,7008001,Photo,37,True,0,300,sprite_btn_island_adventure_photo_normal_spot
400018,10012,npc,7008001,Photo,38,True,0,100,sprite_btn_island_adventure_photo_normal_spot
400019,10012,npc,7008001,Photo,39,True,0,300,sprite_btn_island_adventure_photo_normal_spot
400020,10012,npc,7008001,Photo,40,True,0,100,sprite_btn_island_adventure_photo_normal_spot
