id,dialog_group_id,dialog_output_type,dialog_output_type_value,background,dialog_text_box_location,dialog_thumbnail_location,dialog_resource_id,dialog_locale_title,dialog_locale_description,next_id,skip_button_control
1,surface_tutorial_mission_01_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_01_01_01,Locale_Surface:surface_mission_tuto_description_01_01_01,2,True
2,surface_tutorial_mission_01_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_01_01_01,Locale_Surface:surface_mission_tuto_description_01_01_02,3,True
3,surface_tutorial_mission_01_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_01_01_01,Locale_Surface:surface_mission_tuto_description_01_01_03,0,True
4,surface_tutorial_mission_02_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_02_01_01,Locale_Surface:surface_mission_tuto_description_02_01_01,5,True
5,surface_tutorial_mission_02_01,None,0,0,Bottom,Left,si_c306_00_s,Locale_Surface:surface_mission_tuto_name_02_01_01,Locale_Surface:surface_mission_tuto_description_02_01_02,6,True
6,surface_tutorial_mission_02_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_02_01_01,Locale_Surface:surface_mission_tuto_description_02_01_03,0,True
7,surface_tutorial_mission_03_01,None,0,0,Bottom,Left,si_c306_00_s,Locale_Surface:surface_mission_tuto_name_03_01_01,Locale_Surface:surface_mission_tuto_description_03_01_01,8,True
8,surface_tutorial_mission_03_01,None,0,0,Bottom,Left,si_c306_00_s,Locale_Surface:surface_mission_tuto_name_03_01_01,Locale_Surface:surface_mission_tuto_description_03_01_02,0,True
9,surface_tutorial_mission_04_01,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_04_01_01,Locale_Surface:surface_mission_tuto_description_04_01_01,10,True
10,surface_tutorial_mission_04_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_04_01_01,Locale_Surface:surface_mission_tuto_description_04_01_02,0,True
11,surface_tutorial_mission_05_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_05_01_01,Locale_Surface:surface_mission_tuto_description_05_01_01,12,True
12,surface_tutorial_mission_05_01,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_05_01_01,Locale_Surface:surface_mission_tuto_description_05_01_02,13,True
13,surface_tutorial_mission_05_01,None,0,0,Bottom,Left,si_c306_00_s,Locale_Surface:surface_mission_tuto_name_05_01_01,Locale_Surface:surface_mission_tuto_description_05_01_03,14,True
14,surface_tutorial_mission_05_01,None,0,0,Bottom,Left,si_c306_00_s,Locale_Surface:surface_mission_tuto_name_05_01_01,Locale_Surface:surface_mission_tuto_description_05_01_04,0,True
15,surface_tutorial_mission_05_02,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_05_02_01,Locale_Surface:surface_mission_tuto_description_05_02_01,16,True
16,surface_tutorial_mission_05_02,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_05_02_01,Locale_Surface:surface_mission_tuto_description_05_02_02,17,True
17,surface_tutorial_mission_05_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_05_02_01,Locale_Surface:surface_mission_tuto_description_05_02_03,0,True
18,surface_tutorial_mission_06_01,None,0,1,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_06_01_01,Locale_Surface:surface_mission_tuto_description_06_01_01,19,True
19,surface_tutorial_mission_06_01,None,0,1,Bottom,Left,si_c306_00_s,Locale_Surface:surface_mission_tuto_name_06_01_01,Locale_Surface:surface_mission_tuto_description_06_01_02,20,True
20,surface_tutorial_mission_06_01,None,0,1,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_06_01_01,Locale_Surface:surface_mission_tuto_description_06_01_03,0,True
21,surface_tutorial_mission_07_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_07_01_01,Locale_Surface:surface_mission_tuto_description_07_01_01,22,True
22,surface_tutorial_mission_07_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_07_01_01,Locale_Surface:surface_mission_tuto_description_07_01_02,23,True
23,surface_tutorial_mission_07_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_07_01_01,Locale_Surface:surface_mission_tuto_description_07_01_03,0,True
24,surface_tutorial_mission_08_01,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_08_01_01,Locale_Surface:surface_mission_tuto_description_08_01_01,25,True
25,surface_tutorial_mission_08_01,None,0,0,Bottom,Left,si_c306_00_s,Locale_Surface:surface_mission_tuto_name_08_01_01,Locale_Surface:surface_mission_tuto_description_08_01_02,0,True
26,surface_tutorial_mission_08_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_08_02_01,Locale_Surface:surface_mission_tuto_description_08_02_01,27,True
27,surface_tutorial_mission_08_02,None,0,0,Bottom,Left,si_c306_00_s,Locale_Surface:surface_mission_tuto_name_08_02_01,Locale_Surface:surface_mission_tuto_description_08_02_02,28,True
28,surface_tutorial_mission_08_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_08_02_01,Locale_Surface:surface_mission_tuto_description_08_02_03,0,True
29,surface_tutorial_mission_09_01,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_09_02_01,Locale_Surface:surface_mission_tuto_description_09_01_01,30,True
30,surface_tutorial_mission_09_01,None,0,0,Bottom,Left,si_c302_00_s,Locale_Surface:surface_mission_tuto_name_09_02_01,Locale_Surface:surface_mission_tuto_description_09_01_02,31,True
31,surface_tutorial_mission_09_01,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_09_02_01,Locale_Surface:surface_mission_tuto_description_09_01_03,32,True
32,surface_tutorial_mission_09_01,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_09_02_01,Locale_Surface:surface_mission_tuto_description_09_01_04,0,True
33,surface_tutorial_mission_09_02,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_09_02_01,Locale_Surface:surface_mission_tuto_description_09_02_01,34,True
34,surface_tutorial_mission_09_02,None,0,0,Bottom,Left,si_c302_00_s,Locale_Surface:surface_mission_tuto_name_09_02_01,Locale_Surface:surface_mission_tuto_description_09_02_02,35,True
35,surface_tutorial_mission_09_02,None,0,0,Bottom,Left,si_c302_00_s,Locale_Surface:surface_mission_tuto_name_09_02_01,Locale_Surface:surface_mission_tuto_description_09_02_03,0,True
36,surface_tutorial_mission_09_03,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_09_03_01,Locale_Surface:surface_mission_tuto_description_09_03_01,37,True
37,surface_tutorial_mission_09_03,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_09_03_01,Locale_Surface:surface_mission_tuto_description_09_03_02,38,True
38,surface_tutorial_mission_09_03,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_09_03_01,Locale_Surface:surface_mission_tuto_description_09_03_03,39,True
39,surface_tutorial_mission_09_03,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_09_03_01,Locale_Surface:surface_mission_tuto_description_09_03_04,0,True
40,surface_tutorial_mission_10_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_10_01_01,Locale_Surface:surface_mission_tuto_description_10_01_01,41,True
41,surface_tutorial_mission_10_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_10_01_01,Locale_Surface:surface_mission_tuto_description_10_01_02,0,True
42,surface_tutorial_mission_11_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_11_01_01,Locale_Surface:surface_mission_tuto_description_11_01_01,43,True
43,surface_tutorial_mission_11_01,None,0,0,Bottom,Left,si_c306_00_s,Locale_Surface:surface_mission_tuto_name_11_01_01,Locale_Surface:surface_mission_tuto_description_11_01_02,44,True
44,surface_tutorial_mission_11_01,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_11_01_01,Locale_Surface:surface_mission_tuto_description_11_01_03,45,True
45,surface_tutorial_mission_11_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_11_01_01,Locale_Surface:surface_mission_tuto_description_11_01_04,0,True
46,surface_tutorial_mission_11_02,None,0,0,Bottom,Left,si_c306_00_s,Locale_Surface:surface_mission_tuto_name_11_02_01,Locale_Surface:surface_mission_tuto_description_11_02_01,47,True
47,surface_tutorial_mission_11_02,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_11_02_01,Locale_Surface:surface_mission_tuto_description_11_02_02,0,True
48,surface_tutorial_mission_12_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_12_01_01,Locale_Surface:surface_mission_tuto_description_12_01_01,49,True
49,surface_tutorial_mission_12_01,None,0,0,Bottom,Right,si_c304_00_s,Locale_Surface:surface_mission_tuto_name_12_01_01,Locale_Surface:surface_mission_tuto_description_12_01_02,50,True
50,surface_tutorial_mission_12_01,None,0,0,Bottom,Right,si_c304_00_s,Locale_Surface:surface_mission_tuto_name_12_01_01,Locale_Surface:surface_mission_tuto_description_12_01_03,51,True
